id,c,b,a
1,13.2538070968697,0.376979066351861,-0.00144725605073215
2,16.6472102078505,0.213560666569236,-0.00144725605073215
3,15.1936954957657,0.248328713575397,-0.00144725605073215
4,20.1434426969584,0.267473917092237,-0.00144725605073215
5,7.17962673750409,0.529976441102165,-0.00144725605073215
6,17.4837112375966,0.210959494552579,-0.00144725605073215
7,11.6159528769407,0.335528468022997,-0.00144725605073215
8,16.2875964550762,0.187639066382798,-0.00144725605073215
9,16.9343338850515,0.234551766827304,-0.00144725605073215
10,7.5183764645138,0.501462134676094,-0.00144725605073215
11,15.2332791457797,0.305415228057694,-0.00144725605073215
12,15.7833932781823,0.28298637594396,-0.00144725605073215
13,9.88086435602656,0.405131605206742,-0.00144725605073215
14,14.2529552788408,0.401203131683629,-0.00144725605073215
15,8.16720765585637,0.416693447936751,-0.00144725605073215
16,15.0394813752613,0.290030244289745,-0.00144725605073215
17,17.4767298761389,0.18578804468692,-0.00144725605073215
18,12.1501025710492,0.313566798265007,-0.00144725605073215
19,16.0514094070365,0.263838366245559,-0.00144725605073215
20,17.5669229218578,0.177348013953899,-0.00144725605073215
21,11.2596195434735,0.279978224997774,-0.00144725605073215
22,13.3204410558499,0.292106163445148,-0.00144725605073215
23,16.6987102546655,0.251863396024874,-0.00144725605073215
24,12.8745662354608,0.365394977843612,-0.00144725605073215
25,23.9777574849137,0.19504326244906,-0.00144725605073215
26,11.2658978112654,0.312732724800496,-0.00144725605073215
27,20.8921864139673,0.255404211718657,-0.00144725605073215
28,13.7790921287012,0.297775679614559,-0.00144725605073215
29,16.0029611087296,0.188082228582342,-0.00144725605073215
30,13.0743993582592,0.339173761594536,-0.00144725605073215
31,20.6778604789044,0.116188977047459,-0.00144725605073215
32,12.3125904101248,0.331983524338089,-0.00144725605073215
33,10.4006190775362,0.366603071614111,-0.00144725605073215
34,21.9838915511029,0.280575915000909,-0.00144725605073215
35,13.1217449124382,0.354535091710042,-0.00144725605073215
36,14.2486192894719,0.374975660560334,-0.00144725605073215
37,17.2052341061592,0.185531662159941,-0.00144725605073215
38,9.29369919952621,0.351574947190061,-0.00144725605073215
39,14.7936552073783,0.243055088784734,-0.00144725605073215
40,10.6335916417905,0.346674482024698,-0.00144725605073215
