cancer_label,CSU_RANK,hdi_group,group1,group2,group3,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Oropharynx",109,1,1,2,2,26,1,0,748,3,2,.65,.61,"Eswatini",4,"Southern Africa"
"Salivary glands",109,0,1,2,2,27,1,0,384,2,55,.53,.534,"Côte d'Ivoire",5,"Western Africa"
"Bladder",110,1,1,1,1,1,1,0,600,30,150,4.24,.731,"Paraguay",8,"South America"
"Leukaemia",110,1,1,1,1,2,1,0,388,36,86,5.03,.706,"Jamaica",6,"Caribbean"
"Colorectum",110,3,1,1,1,3,1,0,784,8,346,11.26,.937,"United Arab Emirates",13,"Western Asia"
"Pancreas",110,1,1,1,1,4,1,0,795,13,77,3.47,.744,"Turkmenistan",12,"South Central Asia"
"Testis",110,0,1,1,1,5,1,0,24,28,120,.68,.591,"Angola",2,"Middle Africa"
"Melanoma of skin",110,0,1,1,1,6,1,0,706,16,23,.61,.38,"Somalia",1,"Eastern Africa"
"Lung",110,2,1,1,1,7,1,0,44,15,30,13.06,.82,"Bahamas",6,"Caribbean"
"Multiple myeloma",110,1,1,1,1,8,1,0,242,35,6,1.29,.729,"Fiji",19,"Melanesia"
"Brain, CNS",110,2,1,1,1,9,1,0,462,31,8,2.44,.762,"Maldives",12,"South Central Asia"
"Kidney",110,1,1,1,1,10,1,0,788,29,182,2.6,.732,"Tunisia",3,"Northern Africa"
"Thyroid",110,0,1,1,1,11,1,0,262,32,5,1.28,.515,"Djibouti",1,"Eastern Africa"
"Hodgkin lymphoma",110,0,1,1,1,12,1,0,332,33,47,.98,.552,"Haiti",6,"Caribbean"
"NHL",110,0,1,1,1,13,1,0,404,34,866,5.18,.601,"Kenya",1,"Eastern Africa"
"Mesothelioma",110,2,1,1,1,14,1,0,188,18,3,.08,.806,"Costa Rica",7,"Central America"
"Prostate",110,3,1,1,1,15,1,0,702,27,2020,32.79,.949,"Singapore",11,"South-Eastern Asia"
"Kaposi sarcoma",110,2,1,2,3,16,1,0,764,19,60,.15,.803,"Thailand",11,"South-Eastern Asia"
"Nasopharynx",110,3,1,2,3,17,1,0,250,4,242,.54,.91,"France (metropolitan)",17,"Western Europe"
"Oesophagus",110,0,1,2,3,18,1,0,232,6,27,2.59,.493,"Eritrea",1,"Eastern Africa"
"Liver",110,2,1,2,3,19,1,0,100,11,436,6.32,.799,"Bulgaria",14,"Eastern Europe"
"Gallbladder",110,2,1,2,2,20,1,0,484,12,251,.36,.781,"Mexico",7,"Central America"
"Stomach",110,0,1,2,2,21,1,0,324,7,183,6.43,.471,"Guinea",5,"Western Africa"
"Hypopharynx",110,0,1,2,2,22,1,0,728,5,8,.28,.381,"South Sudan",1,"Eastern Africa"
"Penis",110,2,1,2,2,23,1,0,398,26,38,.42,.802,"Kazakhstan",12,"South Central Asia"
"Larynx",110,1,1,2,2,24,1,0,418,14,64,2.4,.62,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Lip, oral cavity",110,1,1,2,2,25,1,0,740,1,7,2.26,.69,"Suriname",8,"South America"
"Oropharynx",110,1,1,2,2,26,1,0,417,3,14,.64,.701,"Kyrgyzstan",12,"South Central Asia"
"Salivary glands",110,2,1,2,2,27,1,0,688,2,47,.53,.805,"Serbia",16,"Southern Europe"
"Bladder",111,1,1,1,1,1,1,0,417,30,93,4.2,.701,"Kyrgyzstan",12,"South Central Asia"
"Leukaemia",111,3,1,1,1,2,1,0,784,36,176,5.02,.937,"United Arab Emirates",13,"Western Asia"
"Colorectum",111,2,1,1,1,3,1,0,414,8,261,11.1,.847,"Kuwait",13,"Western Asia"
"Pancreas",111,2,1,1,1,4,1,0,591,13,93,3.46,.82,"Panama",7,"Central America"
"Testis",111,1,1,1,1,5,1,0,788,28,43,.68,.732,"Tunisia",3,"Northern Africa"
"Melanoma of skin",111,0,1,1,1,6,1,0,4,16,60,.6,.462,"Afghanistan",12,"South Central Asia"
"Lung",111,0,1,1,1,7,1,0,524,15,1528,12.86,.601,"Nepal",12,"South Central Asia"
"Multiple myeloma",111,0,1,1,1,8,1,0,706,35,48,1.29,.38,"Somalia",1,"Eastern Africa"
"Brain, CNS",111,0,1,1,1,9,1,0,854,31,153,2.36,.438,"Burkina Faso",5,"Western Africa"
"Kidney",111,1,1,1,1,10,1,0,740,29,8,2.59,.69,"Suriname",8,"South America"
"Thyroid",111,0,1,1,1,11,1,0,706,32,57,1.26,.38,"Somalia",1,"Eastern Africa"
"Hodgkin lymphoma",111,0,1,1,1,12,1,0,404,33,253,.98,.601,"Kenya",1,"Eastern Africa"
"NHL",111,0,1,1,1,13,1,0,116,34,330,5.15,.6,"Cambodia",11,"South-Eastern Asia"
"Mesothelioma",111,2,1,1,1,14,1,0,192,18,8,.08,.764,"Cuba",6,"Caribbean"
"Prostate",111,0,1,1,1,15,1,0,426,27,181,32.06,.521,"Lesotho",4,"Southern Africa"
"Kaposi sarcoma",111,3,1,2,3,16,1,0,276,19,104,.14,.95,"Germany",17,"Western Europe"
"Nasopharynx",111,1,1,2,3,17,1,0,804,4,154,.54,.734,"Ukraine",14,"Eastern Europe"
"Oesophagus",111,2,1,2,3,18,1,0,70,6,77,2.5,.779,"Bosnia Herzegovina",16,"Southern Europe"
"Liver",111,1,1,2,3,19,1,0,710,11,1473,6.31,.717,"South Africa",4,"Southern Africa"
"Gallbladder",111,3,1,2,2,20,1,0,196,12,4,.35,.907,"Cyprus",16,"Southern Europe"
"Stomach",111,0,1,2,2,21,1,0,760,7,439,6.36,.557,"Syrian Arab Republic",13,"Western Asia"
"Hypopharynx",111,3,1,2,2,22,1,0,634,5,4,.26,.875,"Qatar",13,"Western Asia"
"Penis",111,2,1,2,2,23,1,0,52,26,1,.41,.809,"Barbados",6,"Caribbean"
"Larynx",111,3,1,2,2,24,1,0,48,14,13,2.35,.888,"Bahrain",13,"Western Asia"
"Lip, oral cavity",111,0,1,2,2,25,1,0,332,1,104,2.23,.552,"Haiti",6,"Caribbean"
"Oropharynx",111,2,1,2,2,26,1,0,458,3,118,.64,.807,"Malaysia",11,"South-Eastern Asia"
"Salivary glands",111,1,1,2,2,27,1,0,356,2,3773,.52,.644,"India",12,"South Central Asia"
"Bladder",112,3,1,1,1,1,1,0,474,30,21,4.2,.859,"France, Martinique",6,"Caribbean"
"Leukaemia",112,0,1,1,1,2,1,0,262,36,23,4.98,.515,"Djibouti",1,"Eastern Africa"
"Colorectum",112,2,1,1,1,3,1,0,604,8,2248,10.89,.762,"Peru",8,"South America"
"Pancreas",112,2,1,1,1,4,1,0,764,13,2023,3.45,.803,"Thailand",11,"South-Eastern Asia"
"Testis",112,2,1,1,1,5,1,0,512,28,35,.67,.819,"Oman",13,"Western Asia"
"Melanoma of skin",112,1,1,1,1,6,1,0,762,16,16,.6,.679,"Tajikistan",12,"South Central Asia"
"Lung",112,3,1,1,1,7,1,0,474,15,55,12.74,.859,"France, Martinique",6,"Caribbean"
"Multiple myeloma",112,0,1,1,1,8,1,0,728,35,38,1.28,.381,"South Sudan",1,"Eastern Africa"
"Brain, CNS",112,1,1,1,1,9,1,0,360,31,3309,2.34,.713,"Indonesia",11,"South-Eastern Asia"
"Kidney",112,0,1,1,1,10,1,0,232,29,31,2.55,.493,"Eritrea",1,"Eastern Africa"
"Thyroid",112,0,1,1,1,11,1,0,332,32,65,1.24,.552,"Haiti",6,"Caribbean"
"Hodgkin lymphoma",112,0,1,1,1,12,1,0,800,33,191,.97,.55,"Uganda",1,"Eastern Africa"
"NHL",112,2,1,1,1,13,1,0,364,34,2369,5.11,.78,"Iran, Islamic Republic of",12,"South Central Asia"
"Mesothelioma",112,2,1,1,1,14,1,0,364,18,38,.08,.78,"Iran, Islamic Republic of",12,"South Central Asia"
"Prostate",112,1,1,1,1,15,1,0,226,27,90,31.88,.65,"Equatorial Guinea",2,"Middle Africa"
"Kaposi sarcoma",112,2,1,2,3,16,1,0,498,19,4,.14,.763,"Moldova",14,"Eastern Europe"
"Nasopharynx",112,1,1,2,3,17,1,0,818,4,240,.54,.728,"Egypt",3,"Northern Africa"
"Oesophagus",112,0,1,2,3,18,1,0,262,6,10,2.47,.515,"Djibouti",1,"Eastern Africa"
"Liver",112,0,1,2,3,19,1,0,450,11,621,6.27,.487,"Madagascar",1,"Eastern Africa"
"Gallbladder",112,0,1,2,2,20,1,0,232,12,4,.35,.493,"Eritrea",1,"Eastern Africa"
"Stomach",112,1,1,2,2,21,1,0,275,7,95,6.35,.716,"Gaza Strip and West Bank",13,"Western Asia"
"Hypopharynx",112,0,1,2,2,22,1,0,706,5,11,.26,.38,"Somalia",1,"Eastern Africa"
"Penis",112,0,1,2,2,23,1,0,204,26,9,.39,.504,"Benin",5,"Western Africa"
"Larynx",112,1,1,2,2,24,1,0,795,14,56,2.29,.744,"Turkmenistan",12,"South Central Asia"
"Lip, oral cavity",112,0,1,2,2,25,1,0,120,1,151,2.2,.587,"Cameroon",2,"Middle Africa"
"Oropharynx",112,1,1,2,2,26,1,0,558,3,19,.64,.669,"Nicaragua",7,"Central America"
"Salivary glands",112,0,1,2,2,27,1,0,729,2,62,.52,.516,"Sudan",3,"Northern Africa"
"Bladder",113,2,1,1,1,1,1,0,458,30,762,4.19,.807,"Malaysia",11,"South-Eastern Asia"
"Leukaemia",113,0,1,1,1,2,1,0,332,36,252,4.98,.552,"Haiti",6,"Caribbean"
"Colorectum",113,1,1,1,1,3,1,0,368,8,1312,10.81,.673,"Iraq",13,"Western Asia"
"Pancreas",113,0,1,1,1,4,1,0,716,13,97,3.44,.55,"Zimbabwe",1,"Eastern Africa"
"Testis",113,2,1,1,1,5,1,0,254,28,1,.66,.817,"French Guyana",8,"South America"
"Melanoma of skin",113,0,1,1,1,6,1,0,116,16,33,.59,.6,"Cambodia",11,"South-Eastern Asia"
"Lung",113,2,1,1,1,7,1,0,480,15,124,12.2,.796,"Mauritius",1,"Eastern Africa"
"Multiple myeloma",113,1,1,1,1,8,1,0,795,35,29,1.28,.744,"Turkmenistan",12,"South Central Asia"
"Brain, CNS",113,1,1,1,1,9,1,0,558,31,69,2.33,.669,"Nicaragua",7,"Central America"
"Kidney",113,0,1,1,1,10,1,0,332,29,114,2.48,.552,"Haiti",6,"Caribbean"
"Thyroid",113,2,1,1,1,11,1,0,434,32,42,1.24,.746,"Libya",3,"Northern Africa"
"Hodgkin lymphoma",113,1,1,1,1,12,1,0,417,33,29,.94,.701,"Kyrgyzstan",12,"South Central Asia"
"NHL",113,0,1,1,1,13,1,0,384,34,520,5.11,.534,"Côte d'Ivoire",5,"Western Africa"
"Mesothelioma",113,1,1,1,1,14,1,0,417,18,2,.08,.701,"Kyrgyzstan",12,"South Central Asia"
"Prostate",113,0,1,1,1,15,1,0,140,27,257,31.34,.387,"Central African Republic",2,"Middle Africa"
"Kaposi sarcoma",113,3,1,2,3,16,1,0,752,19,14,.14,.952,"Sweden",15,"Northern Europe"
"Nasopharynx",113,3,1,2,3,17,1,0,616,4,147,.53,.881,"Poland",14,"Eastern Europe"
"Oesophagus",113,3,1,2,3,18,1,0,380,6,1737,2.41,.906,"Italy",16,"Southern Europe"
"Liver",113,2,1,2,3,19,1,0,188,11,241,6.25,.806,"Costa Rica",7,"Central America"
"Gallbladder",113,1,1,2,2,20,1,0,360,12,417,.35,.713,"Indonesia",11,"South-Eastern Asia"
"Stomach",113,3,1,2,2,21,1,0,203,7,736,6.33,.895,"Czechia",14,"Eastern Europe"
"Hypopharynx",113,1,1,2,2,22,1,0,762,5,7,.26,.679,"Tajikistan",12,"South Central Asia"
"Penis",113,2,1,2,2,23,1,0,480,26,4,.39,.796,"Mauritius",1,"Eastern Africa"
"Larynx",113,1,1,2,2,24,1,0,242,14,10,2.27,.729,"Fiji",19,"Melanesia"
"Lip, oral cavity",113,2,1,2,2,25,1,0,780,1,22,2.17,.814,"Trinidad and Tobago",6,"Caribbean"
"Oropharynx",113,0,1,2,2,26,1,0,288,3,64,.63,.602,"Ghana",5,"Western Africa"
"Salivary glands",113,2,1,2,2,27,1,0,218,2,49,.51,.765,"Ecuador",8,"South America"
"Bladder",114,1,1,1,1,1,1,0,242,30,18,4.08,.729,"Fiji",19,"Melanesia"
"Leukaemia",114,2,1,1,1,2,1,0,807,36,74,4.94,.765,"North Macedonia",16,"Southern Europe"
"Colorectum",114,0,1,1,1,3,1,0,716,8,340,10.79,.55,"Zimbabwe",1,"Eastern Africa"
"Pancreas",114,2,1,1,1,4,1,0,218,13,330,3.41,.765,"Ecuador",8,"South America"
"Testis",114,0,1,1,1,5,1,0,729,28,108,.66,.516,"Sudan",3,"Northern Africa"
"Melanoma of skin",114,2,1,1,1,6,1,0,214,16,33,.58,.766,"Dominican Republic",6,"Caribbean"
"Lung",114,1,1,1,1,7,1,0,548,15,12,11.79,.614,"Vanuatu",19,"Melanesia"
"Multiple myeloma",114,2,1,1,1,8,1,0,458,35,229,1.26,.807,"Malaysia",11,"South-Eastern Asia"
"Brain, CNS",114,0,1,1,1,9,1,0,624,31,14,2.3,.483,"Guinea-Bissau",5,"Western Africa"
"Kidney",114,2,1,1,1,10,1,0,764,29,1330,2.45,.803,"Thailand",11,"South-Eastern Asia"
"Thyroid",114,2,1,1,1,11,1,0,70,32,31,1.19,.779,"Bosnia Herzegovina",16,"Southern Europe"
"Hodgkin lymphoma",114,0,1,1,1,12,1,0,231,33,553,.9,.492,"Ethiopia",1,"Eastern Africa"
"NHL",114,0,1,1,1,13,1,0,231,34,2178,5.1,.492,"Ethiopia",1,"Eastern Africa"
"Mesothelioma",114,0,1,1,1,14,1,0,566,18,57,.08,.548,"Nigeria",5,"Western Africa"
"Prostate",114,0,1,1,1,15,1,0,768,27,577,31.31,.547,"Togo",5,"Western Africa"
"Kaposi sarcoma",114,0,1,2,3,16,1,0,887,19,13,.14,.424,"Yemen",13,"Western Asia"
"Nasopharynx",114,2,1,2,3,17,1,0,76,4,646,.52,.76,"Brazil",8,"South America"
"Oesophagus",114,1,1,2,3,18,1,0,608,6,1063,2.41,.71,"Philippines",11,"South-Eastern Asia"
"Liver",114,2,1,2,3,19,1,0,484,11,4260,6.25,.781,"Mexico",7,"Central America"
"Gallbladder",114,0,1,2,2,20,1,0,728,12,9,.35,.381,"South Sudan",1,"Eastern Africa"
"Stomach",114,3,1,2,2,21,1,0,554,7,286,6.27,.939,"New Zealand",18,"Australia/New Zealand"
"Hypopharynx",114,2,1,2,2,22,1,0,188,5,9,.24,.806,"Costa Rica",7,"Central America"
"Penis",114,0,1,2,2,23,1,0,408,26,57,.38,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Larynx",114,1,1,2,2,24,1,0,496,14,29,2.25,.741,"Mongolia",10,"Eastern Asia"
"Lip, oral cavity",114,2,1,2,2,25,1,0,499,1,11,2.12,.844,"Montenegro",16,"Southern Europe"
"Oropharynx",114,2,1,2,2,26,1,0,218,3,55,.6,.765,"Ecuador",8,"South America"
"Salivary glands",114,1,1,2,2,27,1,0,275,2,8,.51,.716,"Gaza Strip and West Bank",13,"Western Asia"
"Bladder",115,0,1,1,1,1,1,0,4,30,378,4.07,.462,"Afghanistan",12,"South Central Asia"
"Leukaemia",115,0,1,1,1,2,1,0,706,36,299,4.92,.38,"Somalia",1,"Eastern Africa"
"Colorectum",115,1,1,1,1,3,1,0,558,8,287,10.65,.669,"Nicaragua",7,"Central America"
"Pancreas",115,2,1,1,1,4,1,0,414,13,73,3.4,.847,"Kuwait",13,"Western Asia"
"Testis",115,0,1,1,1,5,1,0,232,28,9,.64,.493,"Eritrea",1,"Eastern Africa"
"Melanoma of skin",115,1,1,1,1,6,1,0,132,16,2,.57,.661,"Cape Verde",5,"Western Africa"
"Lung",115,1,1,1,1,7,1,0,68,15,769,11.55,.698,"Bolivia",8,"South America"
"Multiple myeloma",115,2,1,1,1,8,1,0,764,35,722,1.26,.803,"Thailand",11,"South-Eastern Asia"
"Brain, CNS",115,3,1,1,1,9,1,0,682,31,467,2.29,.875,"Saudi Arabia",13,"Western Asia"
"Kidney",115,1,1,1,1,10,1,0,340,29,91,2.43,.624,"Honduras",7,"Central America"
"Thyroid",115,1,1,1,1,11,1,0,340,32,50,1.19,.624,"Honduras",7,"Central America"
"Hodgkin lymphoma",115,2,1,1,1,12,1,0,458,33,166,.9,.807,"Malaysia",11,"South-Eastern Asia"
"NHL",115,1,1,1,1,13,1,0,72,34,52,5.04,.708,"Botswana",4,"Southern Africa"
"Mesothelioma",115,1,1,1,1,14,1,0,608,18,37,.08,.71,"Philippines",11,"South-Eastern Asia"
"Prostate",115,0,1,1,1,15,1,0,288,27,2395,30.39,.602,"Ghana",5,"Western Africa"
"Kaposi sarcoma",115,0,1,2,3,16,1,0,4,19,17,.13,.462,"Afghanistan",12,"South Central Asia"
"Nasopharynx",115,0,1,2,3,17,1,0,384,4,54,.52,.534,"Côte d'Ivoire",5,"Western Africa"
"Oesophagus",115,2,1,2,3,18,1,0,780,6,25,2.41,.814,"Trinidad and Tobago",6,"Caribbean"
"Liver",115,1,1,2,3,19,1,0,68,11,397,6.15,.698,"Bolivia",8,"South America"
"Gallbladder",115,2,1,2,2,20,1,0,100,12,25,.33,.799,"Bulgaria",14,"Eastern Europe"
"Stomach",115,1,1,2,2,21,1,0,356,7,43060,6.09,.644,"India",12,"South Central Asia"
"Hypopharynx",115,2,1,2,2,22,1,0,12,5,53,.23,.745,"Algeria",3,"Northern Africa"
"Penis",115,2,1,2,2,23,1,0,458,26,72,.38,.807,"Malaysia",11,"South-Eastern Asia"
"Larynx",115,3,1,2,2,24,1,0,410,14,1183,2.24,.929,"Korea, Republic of",10,"Eastern Asia"
"Lip, oral cavity",115,0,1,2,2,25,1,0,894,1,77,2.05,.569,"Zambia",1,"Eastern Africa"
"Oropharynx",115,2,1,2,2,26,1,0,8,3,15,.59,.789,"Albania",16,"Southern Europe"
"Salivary glands",115,2,1,2,2,27,1,0,591,2,13,.51,.82,"Panama",7,"Central America"
"Bladder",116,2,1,1,1,1,1,0,484,30,2781,4.04,.781,"Mexico",7,"Central America"
"Leukaemia",116,3,1,1,1,2,1,0,682,36,869,4.74,.875,"Saudi Arabia",13,"Western Asia"
"Colorectum",116,1,1,1,1,3,1,0,516,8,75,10.42,.61,"Namibia",4,"Southern Africa"
"Pancreas",116,1,1,1,1,4,1,0,222,13,113,3.23,.674,"El Salvador",7,"Central America"
"Testis",116,0,1,1,1,5,1,0,466,28,35,.64,.41,"Mali",5,"Western Africa"
"Melanoma of skin",116,1,1,1,1,6,1,0,608,16,252,.56,.71,"Philippines",11,"South-Eastern Asia"
"Lung",116,2,1,1,1,7,1,0,144,15,1666,11.23,.78,"Sri Lanka",12,"South Central Asia"
"Multiple myeloma",116,2,1,1,1,8,1,0,268,35,34,1.2,.814,"Georgia",13,"Western Asia"
"Brain, CNS",116,0,1,1,1,9,1,0,104,31,546,2.28,.608,"Myanmar",11,"South-Eastern Asia"
"Kidney",116,1,1,1,1,10,1,0,320,29,145,2.41,.629,"Guatemala",7,"Central America"
"Thyroid",116,1,1,1,1,11,1,0,388,32,18,1.19,.706,"Jamaica",6,"Caribbean"
"Hodgkin lymphoma",116,0,1,1,1,12,1,0,4,33,157,.89,.462,"Afghanistan",12,"South Central Asia"
"NHL",116,1,1,1,1,13,1,0,418,34,150,4.95,.62,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Mesothelioma",116,0,1,1,1,14,1,0,716,18,2,.08,.55,"Zimbabwe",1,"Eastern Africa"
"Prostate",116,3,1,1,1,15,1,0,410,27,16374,29.28,.929,"Korea, Republic of",10,"Eastern Asia"
"Kaposi sarcoma",116,2,1,2,3,16,1,0,458,19,25,.13,.807,"Malaysia",11,"South-Eastern Asia"
"Nasopharynx",116,3,1,2,3,17,1,0,196,4,4,.51,.907,"Cyprus",16,"Southern Europe"
"Oesophagus",116,1,1,2,3,18,1,0,242,6,10,2.35,.729,"Fiji",19,"Melanesia"
"Liver",116,0,1,2,3,19,1,0,887,11,461,6.15,.424,"Yemen",13,"Western Asia"
"Gallbladder",116,3,1,2,2,20,1,0,250,12,247,.32,.91,"France (metropolitan)",17,"Western Europe"
"Stomach",116,2,1,2,2,21,1,0,499,7,34,6.08,.844,"Montenegro",16,"Southern Europe"
"Hypopharynx",116,3,1,2,2,22,1,0,196,5,2,.23,.907,"Cyprus",16,"Southern Europe"
"Penis",116,3,1,2,2,23,1,0,554,26,17,.35,.939,"New Zealand",18,"Australia/New Zealand"
"Larynx",116,1,1,2,2,24,1,0,558,14,58,2.24,.669,"Nicaragua",7,"Central America"
"Lip, oral cavity",116,2,1,2,2,25,1,0,462,1,4,2.04,.762,"Maldives",12,"South Central Asia"
"Oropharynx",116,3,1,2,2,26,1,0,152,3,82,.57,.86,"Chile",8,"South America"
"Salivary glands",116,3,1,2,2,27,1,0,233,2,5,.5,.899,"Estonia",15,"Northern Europe"
"Bladder",117,2,1,1,1,1,1,0,96,30,9,3.97,.823,"Brunei Darussalam",11,"South-Eastern Asia"
"Leukaemia",117,0,1,1,1,2,1,0,404,36,858,4.73,.601,"Kenya",1,"Eastern Africa"
"Colorectum",117,1,1,1,1,3,1,0,328,8,43,10.3,.742,"Guyana",8,"South America"
"Pancreas",117,1,1,1,1,4,1,0,266,13,24,3.18,.693,"Gabon",2,"Middle Africa"
"Testis",117,2,1,1,1,5,1,0,414,28,20,.63,.847,"Kuwait",13,"Western Asia"
"Melanoma of skin",117,2,1,1,1,6,1,0,512,16,10,.55,.819,"Oman",13,"Western Asia"
"Lung",117,0,1,1,1,7,1,0,4,15,1019,11.03,.462,"Afghanistan",12,"South Central Asia"
"Multiple myeloma",117,0,1,1,1,8,1,0,478,35,16,1.2,.54,"Mauritania",5,"Western Africa"
"Brain, CNS",117,2,1,1,1,9,1,0,591,31,53,2.28,.82,"Panama",7,"Central America"
"Kidney",117,2,1,1,1,10,1,0,480,29,22,2.25,.796,"Mauritius",1,"Eastern Africa"
"Thyroid",117,2,1,1,1,11,1,0,268,32,32,1.17,.814,"Georgia",13,"Western Asia"
"Hodgkin lymphoma",117,0,1,1,1,12,1,0,716,33,56,.87,.55,"Zimbabwe",1,"Eastern Africa"
"NHL",117,0,1,1,1,13,1,0,108,34,202,4.91,.42,"Burundi",1,"Eastern Africa"
"Mesothelioma",117,2,1,1,1,14,1,0,214,18,5,.07,.766,"Dominican Republic",6,"Caribbean"
"Prostate",117,0,1,1,1,15,1,0,624,27,104,28.8,.483,"Guinea-Bissau",5,"Western Africa"
"Kaposi sarcoma",117,2,1,2,3,16,1,0,214,19,7,.12,.766,"Dominican Republic",6,"Caribbean"
"Nasopharynx",117,0,1,2,3,17,1,0,454,4,37,.51,.508,"Malawi",1,"Eastern Africa"
"Oesophagus",117,0,1,2,3,18,1,0,332,6,100,2.35,.552,"Haiti",6,"Caribbean"
"Liver",117,2,1,2,3,19,1,0,688,11,509,6.07,.805,"Serbia",16,"Southern Europe"
"Gallbladder",117,2,1,2,2,20,1,0,398,12,29,.32,.802,"Kazakhstan",12,"South Central Asia"
"Stomach",117,1,1,2,2,21,1,0,368,7,686,6.06,.673,"Iraq",13,"Western Asia"
"Hypopharynx",117,0,1,2,2,22,1,0,324,5,6,.21,.471,"Guinea",5,"Western Africa"
"Penis",117,2,1,2,2,23,1,0,499,26,2,.34,.844,"Montenegro",16,"Southern Europe"
"Larynx",117,1,1,2,2,24,1,0,662,14,3,2.21,.725,"Saint Lucia",6,"Caribbean"
"Lip, oral cavity",117,2,1,2,2,25,1,0,160,1,24169,2.02,.788,"China",10,"Eastern Asia"
"Oropharynx",117,0,1,2,2,26,1,0,404,3,66,.57,.601,"Kenya",1,"Eastern Africa"
"Salivary glands",117,1,1,2,2,27,1,0,340,2,19,.5,.624,"Honduras",7,"Central America"
"Bladder",118,2,1,1,1,1,1,0,462,30,7,3.81,.762,"Maldives",12,"South Central Asia"
"Leukaemia",118,3,1,1,1,2,1,0,634,36,82,4.7,.875,"Qatar",13,"Western Asia"
"Colorectum",118,0,1,1,1,3,1,0,760,8,705,10.1,.557,"Syrian Arab Republic",13,"Western Asia"
"Pancreas",118,1,1,1,1,4,1,0,68,13,186,3.1,.698,"Bolivia",8,"South America"
"Testis",118,2,1,1,1,5,1,0,764,28,233,.63,.803,"Thailand",11,"South-Eastern Asia"
"Melanoma of skin",118,3,1,1,1,6,1,0,392,16,836,.54,.92,"Japan",10,"Eastern Asia"
"Lung",118,2,1,1,1,7,1,0,188,15,360,9.73,.806,"Costa Rica",7,"Central America"
"Multiple myeloma",118,0,1,1,1,8,1,0,598,35,33,1.18,.568,"Papua New Guinea",19,"Melanesia"
"Brain, CNS",118,1,1,1,1,9,1,0,68,31,126,2.25,.698,"Bolivia",8,"South America"
"Kidney",118,0,1,1,1,10,1,0,706,29,118,2.21,.38,"Somalia",1,"Eastern Africa"
"Thyroid",118,0,1,1,1,11,1,0,466,32,53,1.15,.41,"Mali",5,"Western Africa"
"Hodgkin lymphoma",118,0,1,1,1,12,1,0,706,33,68,.86,.38,"Somalia",1,"Eastern Africa"
"NHL",118,2,1,1,1,13,1,0,100,34,271,4.87,.799,"Bulgaria",14,"Eastern Europe"
"Mesothelioma",118,0,1,1,1,14,1,0,288,18,8,.06,.602,"Ghana",5,"Western Africa"
"Prostate",118,1,1,1,1,15,1,0,340,27,1016,28.51,.624,"Honduras",7,"Central America"
"Kaposi sarcoma",118,3,1,2,3,16,1,0,578,19,8,.12,.966,"Norway",15,"Northern Europe"
"Nasopharynx",118,3,1,2,3,17,1,0,191,4,16,.5,.878,"Croatia",16,"Southern Europe"
"Oesophagus",118,0,1,2,3,18,1,0,90,6,6,2.31,.562,"Solomon Islands",19,"Melanesia"
"Liver",118,2,1,2,3,19,1,0,112,11,418,6.06,.801,"Belarus",14,"Eastern Europe"
"Gallbladder",118,1,1,2,2,20,1,0,704,12,176,.32,.726,"Viet Nam",11,"South-Eastern Asia"
"Stomach",118,0,1,2,2,21,1,0,834,7,802,6.05,.532,"Tanzania, United Republic of",1,"Eastern Africa"
"Hypopharynx",118,0,1,2,2,22,1,0,716,5,6,.21,.55,"Zimbabwe",1,"Eastern Africa"
"Penis",118,0,1,2,2,23,1,0,586,26,318,.34,.54,"Pakistan",12,"South Central Asia"
"Larynx",118,2,1,2,2,24,1,0,160,14,27169,2.19,.788,"China",10,"Eastern Asia"
"Lip, oral cavity",118,2,1,2,2,25,1,0,512,1,58,2.01,.819,"Oman",13,"Western Asia"
"Oropharynx",118,0,1,2,2,26,1,0,140,3,8,.56,.387,"Central African Republic",2,"Middle Africa"
"Salivary glands",118,3,1,2,2,27,1,0,554,2,21,.5,.939,"New Zealand",18,"Australia/New Zealand"
"Bladder",119,0,1,1,1,1,1,0,598,30,105,3.79,.568,"Papua New Guinea",19,"Melanesia"
"Leukaemia",119,0,1,1,1,2,1,0,104,36,1089,4.56,.608,"Myanmar",11,"South-Eastern Asia"
"Colorectum",119,0,1,1,1,3,1,0,768,8,223,10.1,.547,"Togo",5,"Western Africa"
"Pancreas",119,2,1,1,1,4,1,0,12,13,693,3.07,.745,"Algeria",3,"Northern Africa"
"Testis",119,2,1,1,1,5,1,0,434,28,25,.61,.746,"Libya",3,"Northern Africa"
"Melanoma of skin",119,0,1,1,1,6,1,0,108,16,14,.53,.42,"Burundi",1,"Eastern Africa"
"Lung",119,0,1,1,1,7,1,0,270,15,50,9.51,.495,"The Republic of the Gambia",5,"Western Africa"
"Multiple myeloma",119,0,1,1,1,8,1,0,626,35,5,1.16,.566,"Timor-Leste",11,"South-Eastern Asia"
"Brain, CNS",119,2,1,1,1,9,1,0,144,31,288,2.25,.78,"Sri Lanka",12,"South Central Asia"
"Kidney",119,0,1,1,1,10,1,0,262,29,9,2.13,.515,"Djibouti",1,"Eastern Africa"
