cancer_label,CSU_RANK,hdi_group,group1,group2,group3,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Bladder",1,3,1,1,1,1,1,0,724,30,17011,32.4,.911,"Spain",16,"Southern Europe"
"Leukaemia",1,3,1,1,1,2,1,0,36,36,3581,15.95,.946,"Australia",18,"Australia/New Zealand"
"Colorectum",1,3,1,1,1,3,1,0,348,8,5611,62.39,.851,"Hungary",14,"Eastern Europe"
"Pancreas",1,2,1,1,1,4,1,0,51,13,257,13,.786,"Armenia",13,"Western Asia"
"Testis",1,3,1,1,1,5,1,0,703,28,386,13.21,.855,"Slovakia",14,"Eastern Europe"
"Melanoma of skin",1,3,1,1,1,6,1,0,36,16,10902,45.9,.946,"Australia",18,"Australia/New Zealand"
"Lung",1,3,1,1,1,7,1,0,792,15,33039,67.99,.855,"Türkiye",13,"Western Asia"
"Multiple myeloma",1,3,1,1,1,8,1,0,474,35,35,6.98,.859,"France, Martinique",6,"Caribbean"
"Brain, CNS",1,2,1,1,1,9,1,0,499,31,46,10.44,.844,"Montenegro",16,"Southern Europe"
"Kidney",1,2,1,1,1,10,1,0,112,29,1540,22.92,.801,"Belarus",14,"Eastern Europe"
"Thyroid",1,2,1,1,1,11,1,0,160,32,124907,13.25,.788,"China",10,"Eastern Asia"
"Hodgkin lymphoma",1,1,1,1,1,12,1,0,662,33,5,4.62,.725,"Saint Lucia",6,"Caribbean"
"NHL",1,3,1,1,1,13,1,0,470,34,78,18.19,.915,"Malta",16,"Southern Europe"
"Mesothelioma",1,3,1,1,1,14,1,0,826,18,2702,2.98,.94,"United Kingdom",15,"Northern Europe"
"Prostate",1,2,1,1,1,15,1,0,312,27,660,157.53,.842,"France, Guadeloupe",6,"Caribbean"
"Kaposi sarcoma",1,1,1,2,3,16,1,0,516,19,221,21.15,.61,"Namibia",4,"Southern Africa"
"Nasopharynx",1,2,1,2,3,17,1,0,462,4,29,10.77,.762,"Maldives",12,"South Central Asia"
"Oesophagus",1,0,1,2,3,18,1,0,454,6,991,21.46,.508,"Malawi",1,"Eastern Africa"
"Liver",1,1,1,2,3,19,1,0,496,11,1443,113.46,.741,"Mongolia",10,"Eastern Asia"
"Gallbladder",1,1,1,2,2,20,1,0,68,12,407,6.79,.698,"Bolivia",8,"South America"
"Stomach",1,1,1,2,2,21,1,0,496,7,661,53.04,.741,"Mongolia",10,"Eastern Asia"
"Hypopharynx",1,1,1,2,2,22,1,0,50,5,7280,9.26,.67,"Bangladesh",12,"South Central Asia"
"Penis",1,1,1,2,2,23,1,0,748,26,22,6.79,.61,"Eswatini",4,"Southern Africa"
"Larynx",1,2,1,2,2,24,1,0,192,14,1551,14.76,.764,"Cuba",6,"Caribbean"
"Lip, oral cavity",1,0,1,2,2,25,1,0,598,1,713,22.62,.568,"Papua New Guinea",19,"Melanesia"
"Oropharynx",1,3,1,2,2,26,1,0,703,3,394,9.26,.855,"Slovakia",14,"Eastern Europe"
"Salivary glands",1,0,1,2,2,27,1,0,332,2,83,1.93,.552,"Haiti",6,"Caribbean"
"Bladder",2,3,1,1,1,1,1,0,300,30,4257,32.23,.893,"Greece",16,"Southern Europe"
"Leukaemia",2,3,1,1,1,2,1,0,124,36,5090,14.31,.935,"Canada",9,"Northern America"
"Colorectum",2,3,1,1,1,3,1,0,191,8,2498,55.94,.878,"Croatia",16,"Southern Europe"
"Pancreas",2,2,1,1,1,4,1,0,858,13,362,12.99,.83,"Uruguay",8,"South America"
"Testis",2,3,1,1,1,5,1,0,705,28,126,13.01,.926,"Slovenia",16,"Southern Europe"
"Melanoma of skin",2,3,1,1,1,6,1,0,554,16,1547,35.05,.939,"New Zealand",18,"Australia/New Zealand"
"Lung",2,3,1,1,1,7,1,0,348,15,5706,64.36,.851,"Hungary",14,"Eastern Europe"
"Multiple myeloma",2,3,1,1,1,8,1,0,124,35,2780,6.44,.935,"Canada",9,"Northern America"
"Brain, CNS",2,2,1,1,1,9,1,0,8,31,194,9.8,.789,"Albania",16,"Southern Europe"
"Kidney",2,2,1,1,1,10,1,0,858,29,512,20.47,.83,"Uruguay",8,"South America"
"Thyroid",2,3,1,1,1,11,1,0,196,32,97,12.03,.907,"Cyprus",16,"Southern Europe"
"Hodgkin lymphoma",2,3,1,1,1,12,1,0,380,33,1223,3.89,.906,"Italy",16,"Southern Europe"
"NHL",2,3,1,1,1,13,1,0,376,34,987,17.44,.915,"Israel",13,"Western Asia"
"Mesothelioma",2,3,1,1,1,14,1,0,36,18,777,2.8,.946,"Australia",18,"Australia/New Zealand"
"Prostate",2,3,1,1,1,15,1,0,440,27,3208,135.04,.879,"Lithuania",15,"Northern Europe"
"Kaposi sarcoma",2,0,1,2,3,16,1,0,894,19,1534,20.61,.569,"Zambia",1,"Eastern Africa"
"Nasopharynx",2,1,1,2,3,17,1,0,360,4,14497,9.6,.713,"Indonesia",11,"South-Eastern Asia"
"Oesophagus",2,1,1,2,3,18,1,0,50,6,16578,20.59,.67,"Bangladesh",12,"South Central Asia"
"Liver",2,1,1,2,3,19,1,0,818,11,17759,42.99,.728,"Egypt",3,"Northern Africa"
"Gallbladder",2,3,1,2,2,20,1,0,152,12,606,3.85,.86,"Chile",8,"South America"
"Stomach",2,3,1,2,2,21,1,0,392,7,84071,40.89,.92,"Japan",10,"Eastern Asia"
"Hypopharynx",2,3,1,2,2,22,1,0,348,5,486,6.37,.851,"Hungary",14,"Eastern Europe"
"Penis",2,1,1,2,2,23,1,0,72,26,34,3.9,.708,"Botswana",4,"Southern Africa"
"Larynx",2,2,1,2,2,24,1,0,498,14,330,12.22,.763,"Moldova",14,"Eastern Europe"
"Lip, oral cavity",2,1,1,2,2,25,1,0,356,1,107812,14.67,.644,"India",12,"South Central Asia"
"Oropharynx",2,2,1,2,2,26,1,0,642,3,1365,8.97,.827,"Romania",14,"Eastern Europe"
"Salivary glands",2,0,1,2,2,27,1,0,768,2,46,1.86,.547,"Togo",5,"Western Africa"
"Bladder",3,3,1,1,1,1,1,0,380,30,27211,30.4,.906,"Italy",16,"Southern Europe"
"Leukaemia",3,3,1,1,1,2,1,0,840,36,37425,13.64,.927,"United States of America",9,"Northern America"
"Colorectum",3,3,1,1,1,3,1,0,208,8,3791,55.07,.952,"Denmark",15,"Northern Europe"
"Pancreas",3,3,1,1,1,4,1,0,392,13,23609,12.4,.92,"Japan",10,"Eastern Asia"
"Testis",3,3,1,1,1,5,1,0,348,28,554,11.37,.851,"Hungary",14,"Eastern Europe"
"Melanoma of skin",3,3,1,1,1,6,1,0,578,16,1622,30.04,.966,"Norway",15,"Northern Europe"
"Lung",3,2,1,1,1,7,1,0,688,15,4669,59.6,.805,"Serbia",16,"Southern Europe"
"Multiple myeloma",3,2,1,1,1,8,1,0,312,35,29,6.32,.842,"France, Guadeloupe",6,"Caribbean"
"Brain, CNS",3,2,1,1,1,9,1,0,807,31,164,9.67,.765,"North Macedonia",16,"Southern Europe"
"Kidney",3,3,1,1,1,10,1,0,428,29,293,19.24,.879,"Latvia",15,"Northern Europe"
"Thyroid",3,3,1,1,1,11,1,0,410,32,2935,7.57,.929,"Korea, Republic of",10,"Eastern Asia"
"Hodgkin lymphoma",3,3,1,1,1,12,1,0,250,33,1213,3.66,.91,"France (metropolitan)",17,"Western Europe"
"NHL",3,3,1,1,1,13,1,0,208,34,985,16.65,.952,"Denmark",15,"Northern Europe"
"Mesothelioma",3,3,1,1,1,14,1,0,528,18,565,2.36,.946,"The Netherlands",17,"Western Europe"
"Prostate",3,3,1,1,1,15,1,0,474,27,610,134.25,.859,"France, Martinique",6,"Caribbean"
"Kaposi sarcoma",3,0,1,2,3,16,1,0,508,19,2616,20.43,.461,"Mozambique",1,"Eastern Africa"
"Nasopharynx",3,2,1,2,3,17,1,0,458,4,1634,8.86,.807,"Malaysia",11,"South-Eastern Asia"
"Oesophagus",3,1,1,2,3,18,1,0,496,6,220,19.7,.741,"Mongolia",10,"Eastern Asia"
"Liver",3,0,1,2,3,19,1,0,116,11,2394,39.4,.6,"Cambodia",11,"South-Eastern Asia"
"Gallbladder",3,3,1,2,2,20,1,0,410,12,1604,2.93,.929,"Korea, Republic of",10,"Eastern Asia"
"Stomach",3,3,1,2,2,21,1,0,410,7,19662,38.37,.929,"Korea, Republic of",10,"Eastern Asia"
"Hypopharynx",3,3,1,2,2,22,1,0,703,5,249,5.74,.855,"Slovakia",14,"Eastern Europe"
"Penis",3,1,1,2,2,23,1,0,662,26,5,3.67,.725,"Saint Lucia",6,"Caribbean"
"Larynx",3,2,1,2,2,24,1,0,642,14,1679,10.31,.827,"Romania",14,"Eastern Europe"
"Lip, oral cavity",3,2,1,2,2,25,1,0,144,1,1990,14.04,.78,"Sri Lanka",12,"South Central Asia"
"Oropharynx",3,2,1,2,2,26,1,0,498,3,199,7.34,.763,"Moldova",14,"Eastern Europe"
"Salivary glands",3,0,1,2,2,27,1,0,120,2,120,1.55,.587,"Cameroon",2,"Middle Africa"
"Bladder",4,3,1,1,1,1,1,0,528,30,5759,26.35,.946,"The Netherlands",17,"Western Europe"
"Leukaemia",4,3,1,1,1,2,1,0,196,36,128,12.94,.907,"Cyprus",16,"Southern Europe"
"Colorectum",4,3,1,1,1,3,1,0,620,8,6092,50.79,.874,"Portugal",16,"Southern Europe"
"Pancreas",4,3,1,1,1,4,1,0,348,13,1137,12.39,.851,"Hungary",14,"Eastern Europe"
"Testis",4,3,1,1,1,5,1,0,578,28,341,11.34,.966,"Norway",15,"Northern Europe"
"Melanoma of skin",4,3,1,1,1,6,1,0,208,16,1463,26.85,.952,"Denmark",15,"Northern Europe"
"Lung",4,2,1,1,1,7,1,0,70,15,1862,59.51,.779,"Bosnia Herzegovina",16,"Southern Europe"
"Multiple myeloma",4,2,1,1,1,8,1,0,52,35,15,6.07,.809,"Barbados",6,"Caribbean"
"Brain, CNS",4,3,1,1,1,9,1,0,352,31,25,9.25,.959,"Iceland",15,"Northern Europe"
"Kidney",4,3,1,1,1,10,1,0,203,29,2012,19.04,.895,"Czechia",14,"Eastern Europe"
"Thyroid",4,3,1,1,1,11,1,0,348,32,379,6.76,.851,"Hungary",14,"Eastern Europe"
"Hodgkin lymphoma",4,3,1,1,1,12,1,0,620,33,189,3.59,.874,"Portugal",16,"Southern Europe"
"NHL",4,3,1,1,1,13,1,0,528,34,2656,15.09,.946,"The Netherlands",17,"Western Europe"
"Mesothelioma",4,3,1,1,1,14,1,0,191,18,90,1.94,.878,"Croatia",16,"Southern Europe"
"Prostate",4,3,1,1,1,15,1,0,578,27,6276,109.9,.966,"Norway",15,"Northern Europe"
"Kaposi sarcoma",4,0,1,2,3,16,1,0,454,19,1298,16.48,.508,"Malawi",1,"Eastern Africa"
"Nasopharynx",4,2,1,2,3,17,1,0,96,4,22,8.65,.823,"Brunei Darussalam",11,"South-Eastern Asia"
"Oesophagus",4,0,1,2,3,18,1,0,800,6,1483,18.53,.55,"Uganda",1,"Eastern Africa"
"Liver",4,1,1,2,3,19,1,0,418,11,972,36.5,.62,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Gallbladder",4,0,1,2,2,20,1,0,524,12,345,2.91,.601,"Nepal",12,"South Central Asia"
"Stomach",4,1,1,2,2,21,1,0,417,7,640,26.51,.701,"Kyrgyzstan",12,"South Central Asia"
"Hypopharynx",4,2,1,2,2,22,1,0,112,5,368,5.45,.801,"Belarus",14,"Eastern Europe"
"Penis",4,1,1,2,2,23,1,0,600,26,120,3.38,.731,"Paraguay",8,"South America"
"Larynx",4,2,1,2,2,24,1,0,268,14,285,9.84,.814,"Georgia",13,"Western Asia"
"Lip, oral cavity",4,1,1,2,2,25,1,0,50,1,10785,13.61,.67,"Bangladesh",12,"South Central Asia"
"Oropharynx",4,2,1,2,2,26,1,0,112,3,443,6.61,.801,"Belarus",14,"Eastern Europe"
"Salivary glands",4,1,1,2,2,27,1,0,516,2,11,1.45,.61,"Namibia",4,"Southern Africa"
"Bladder",5,1,1,1,1,1,1,0,818,30,10416,26.07,.728,"Egypt",3,"Northern Africa"
"Leukaemia",5,3,1,1,1,2,1,0,250,36,7502,12.63,.91,"France (metropolitan)",17,"Western Europe"
"Colorectum",5,3,1,1,1,3,1,0,528,8,10090,50.13,.946,"The Netherlands",17,"Western Europe"
"Pancreas",5,3,1,1,1,4,1,0,428,13,209,12.02,.879,"Latvia",15,"Northern Europe"
"Testis",5,3,1,1,1,5,1,0,191,28,221,11.33,.878,"Croatia",16,"Southern Europe"
"Melanoma of skin",5,3,1,1,1,6,1,0,752,16,2697,26.79,.952,"Sweden",15,"Northern Europe"
"Lung",5,3,1,1,1,7,1,0,540,15,115,59.25,.852,"New Caledonia",19,"Melanesia"
"Multiple myeloma",5,3,1,1,1,8,1,0,208,35,384,5.7,.952,"Denmark",15,"Northern Europe"
"Brain, CNS",5,3,1,1,1,9,1,0,440,31,161,8.57,.879,"Lithuania",15,"Northern Europe"
"Kidney",5,3,1,1,1,10,1,0,440,29,403,17.87,.879,"Lithuania",15,"Northern Europe"
"Thyroid",5,3,1,1,1,11,1,0,470,32,23,6.7,.915,"Malta",16,"Southern Europe"
"Hodgkin lymphoma",5,3,1,1,1,12,1,0,372,33,107,3.57,.95,"Ireland",15,"Northern Europe"
"NHL",5,3,1,1,1,13,1,0,840,34,43470,14.85,.927,"United States of America",9,"Northern America"
"Mesothelioma",5,3,1,1,1,14,1,0,56,18,269,1.92,.942,"Belgium",17,"Western Europe"
"Prostate",5,3,1,1,1,15,1,0,752,27,11732,104.27,.952,"Sweden",15,"Northern Europe"
"Kaposi sarcoma",5,0,1,2,3,16,1,0,800,19,2689,15.46,.55,"Uganda",1,"Eastern Africa"
"Nasopharynx",5,3,1,2,3,17,1,0,702,4,417,7.96,.949,"Singapore",11,"South-Eastern Asia"
"Oesophagus",5,0,1,2,3,18,1,0,834,6,2479,18.26,.532,"Tanzania, United Republic of",1,"Eastern Africa"
"Liver",5,1,1,2,3,19,1,0,704,11,18952,34.89,.726,"Viet Nam",11,"South-Eastern Asia"
"Gallbladder",5,1,1,2,2,20,1,0,50,12,2225,2.83,.67,"Bangladesh",12,"South Central Asia"
"Stomach",5,2,1,2,2,21,1,0,31,7,1426,26.28,.76,"Azerbaijan",13,"Western Asia"
"Hypopharynx",5,3,1,2,2,22,1,0,440,5,115,5.2,.879,"Lithuania",15,"Northern Europe"
"Penis",5,0,1,2,2,23,1,0,800,26,316,3.08,.55,"Uganda",1,"Eastern Africa"
"Larynx",5,2,1,2,2,24,1,0,112,14,678,9.82,.801,"Belarus",14,"Eastern Europe"
"Lip, oral cavity",5,0,1,2,2,25,1,0,586,1,10745,12.07,.54,"Pakistan",12,"South Central Asia"
"Oropharynx",5,3,1,2,2,26,1,0,348,3,498,6.49,.851,"Hungary",14,"Eastern Europe"
"Salivary glands",5,3,1,2,2,27,1,0,348,2,113,1.29,.851,"Hungary",14,"Eastern Europe"
"Bladder",6,3,1,1,1,1,1,0,208,30,1835,25.81,.952,"Denmark",15,"Northern Europe"
"Leukaemia",6,3,1,1,1,2,1,0,208,36,704,12.5,.952,"Denmark",15,"Northern Europe"
"Colorectum",6,3,1,1,1,3,1,0,703,8,2483,49.59,.855,"Slovakia",14,"Eastern Europe"
"Pancreas",6,3,1,1,1,4,1,0,250,13,7911,11.13,.91,"France (metropolitan)",17,"Western Europe"
"Testis",6,3,1,1,1,5,1,0,442,28,39,10.51,.927,"Luxembourg",17,"Western Europe"
"Melanoma of skin",6,3,1,1,1,6,1,0,528,16,4078,24.18,.946,"The Netherlands",17,"Western Europe"
"Lung",6,2,1,1,1,7,1,0,499,15,310,58.77,.844,"Montenegro",16,"Southern Europe"
"Multiple myeloma",6,3,1,1,1,8,1,0,372,35,266,5.7,.95,"Ireland",15,"Northern Europe"
"Brain, CNS",6,2,1,1,1,9,1,0,268,31,219,8.49,.814,"Georgia",13,"Western Asia"
"Kidney",6,3,1,1,1,10,1,0,840,29,46549,17.17,.927,"United States of America",9,"Northern America"
"Thyroid",6,3,1,1,1,11,1,0,376,32,333,6.68,.915,"Israel",13,"Western Asia"
"Hodgkin lymphoma",6,3,1,1,1,12,1,0,470,33,11,3.49,.915,"Malta",16,"Southern Europe"
"NHL",6,3,1,1,1,13,1,0,36,34,3357,14.67,.946,"Australia",18,"Australia/New Zealand"
"Mesothelioma",6,3,1,1,1,14,1,0,756,18,203,1.89,.967,"Switzerland",17,"Western Europe"
"Prostate",6,2,1,1,1,15,1,0,52,27,263,100.45,.809,"Barbados",6,"Caribbean"
"Kaposi sarcoma",6,0,1,2,3,16,1,0,716,19,672,13.61,.55,"Zimbabwe",1,"Eastern Africa"
"Nasopharynx",6,0,1,2,3,17,1,0,626,4,34,7.22,.566,"Timor-Leste",11,"South-Eastern Asia"
"Oesophagus",6,0,1,2,3,18,1,0,716,6,423,14.8,.55,"Zimbabwe",1,"Eastern Africa"
"Liver",6,2,1,2,3,19,1,0,764,11,19139,34.35,.803,"Thailand",11,"South-Eastern Asia"
"Gallbladder",6,0,1,2,2,20,1,0,408,12,417,2.67,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Stomach",6,2,1,2,2,21,1,0,112,7,1725,24.45,.801,"Belarus",14,"Eastern Europe"
"Hypopharynx",6,0,1,2,2,22,1,0,104,5,1247,4.86,.608,"Myanmar",11,"South-Eastern Asia"
"Penis",6,0,1,2,2,23,1,0,426,26,22,3.07,.521,"Lesotho",4,"Southern Africa"
"Larynx",6,3,1,2,2,24,1,0,348,14,687,8.39,.851,"Hungary",14,"Eastern Europe"
"Lip, oral cavity",6,2,1,2,2,25,1,0,112,1,751,11.15,.801,"Belarus",14,"Eastern Europe"
"Oropharynx",6,2,1,2,2,26,1,0,192,3,642,6.46,.764,"Cuba",6,"Caribbean"
"Salivary glands",6,3,1,2,2,27,1,0,428,2,22,1.26,.879,"Latvia",15,"Northern Europe"
"Bladder",7,3,1,1,1,1,1,0,348,30,2266,24.76,.851,"Hungary",14,"Eastern Europe"
"Leukaemia",7,3,1,1,1,2,1,0,233,36,128,12.42,.899,"Estonia",15,"Northern Europe"
"Colorectum",7,3,1,1,1,3,1,0,578,8,2811,47.23,.966,"Norway",15,"Northern Europe"
"Pancreas",7,3,1,1,1,4,1,0,440,13,277,11.08,.879,"Lithuania",15,"Northern Europe"
"Testis",7,3,1,1,1,5,1,0,756,28,480,10.32,.967,"Switzerland",17,"Western Europe"
"Melanoma of skin",7,3,1,1,1,6,1,0,246,16,1161,19.96,.942,"Finland",15,"Northern Europe"
"Lung",7,2,1,1,1,7,1,0,258,15,111,57.39,.791,"French Polynesia",21,"Polynesia"
"Multiple myeloma",7,3,1,1,1,8,1,0,840,35,18255,5.7,.927,"United States of America",9,"Northern America"
"Brain, CNS",7,3,1,1,1,9,1,0,578,31,357,8.27,.966,"Norway",15,"Northern Europe"
"Kidney",7,2,1,1,1,10,1,0,643,29,16882,16.76,.821,"Russian Federation",14,"Eastern Europe"
"Thyroid",7,3,1,1,1,11,1,0,620,32,466,6.53,.874,"Portugal",16,"Southern Europe"
"Hodgkin lymphoma",7,3,1,1,1,12,1,0,56,33,218,3.37,.942,"Belgium",17,"Western Europe"
"NHL",7,3,1,1,1,13,1,0,250,34,9717,14.47,.91,"France (metropolitan)",17,"Western Europe"
"Mesothelioma",7,3,1,1,1,14,1,0,554,18,102,1.77,.939,"New Zealand",18,"Australia/New Zealand"
"Prostate",7,3,1,1,1,15,1,0,372,27,4216,99.79,.95,"Ireland",15,"Northern Europe"
"Kaposi sarcoma",7,1,1,2,3,16,1,0,72,19,134,11.6,.708,"Botswana",4,"Southern Africa"
"Nasopharynx",7,1,1,2,3,17,1,0,704,4,4003,7.11,.726,"Viet Nam",11,"South-Eastern Asia"
"Oesophagus",7,0,1,2,3,18,1,0,404,6,1616,14.28,.601,"Kenya",1,"Eastern Africa"
"Liver",7,0,1,2,3,19,1,0,324,11,929,30.68,.471,"Guinea",5,"Western Africa"
"Gallbladder",7,3,1,2,2,20,1,0,392,12,4487,1.88,.92,"Japan",10,"Eastern Asia"
"Stomach",7,2,1,2,2,21,1,0,364,7,10804,24.39,.78,"Iran, Islamic Republic of",12,"South Central Asia"
"Hypopharynx",7,2,1,2,2,22,1,0,642,5,730,4.74,.827,"Romania",14,"Eastern Europe"
"Penis",7,0,1,2,2,23,1,0,894,26,133,3,.569,"Zambia",1,"Eastern Africa"
"Larynx",7,3,1,2,2,24,1,0,616,14,2564,8.06,.881,"Poland",14,"Eastern Europe"
"Lip, oral cavity",7,3,1,2,2,25,1,0,703,1,486,11.05,.855,"Slovakia",14,"Eastern Europe"
"Oropharynx",7,2,1,2,2,26,1,0,638,3,41,6.43,.822,"France, La Réunion",1,"Eastern Africa"
"Salivary glands",7,0,1,2,2,27,1,0,204,2,41,1.25,.504,"Benin",5,"Western Africa"
"Bladder",8,3,1,1,1,1,1,0,124,30,11129,24.24,.935,"Canada",9,"Northern America"
"Leukaemia",8,3,1,1,1,2,1,0,528,36,1955,12.27,.946,"The Netherlands",17,"Western Europe"
"Colorectum",8,3,1,1,1,3,1,0,554,8,2255,46.12,.939,"New Zealand",18,"Australia/New Zealand"
"Pancreas",8,2,1,1,1,4,1,0,112,13,765,10.88,.801,"Belarus",14,"Eastern Europe"
"Testis",8,3,1,1,1,5,1,0,208,28,310,10.18,.952,"Denmark",15,"Northern Europe"
"Melanoma of skin",8,3,1,1,1,6,1,0,840,16,60762,19.34,.927,"United States of America",9,"Northern America"
"Lung",8,2,1,1,1,7,1,0,51,15,1145,57.38,.786,"Armenia",13,"Western Asia"
"Multiple myeloma",8,3,1,1,1,8,1,0,578,35,318,5.39,.966,"Norway",15,"Northern Europe"
"Brain, CNS",8,0,1,1,1,9,1,0,760,31,633,8.18,.557,"Syrian Arab Republic",13,"Western Asia"
"Kidney",8,3,1,1,1,10,1,0,703,29,766,16.62,.855,"Slovakia",14,"Eastern Europe"
"Thyroid",8,3,1,1,1,11,1,0,540,32,12,6.49,.852,"New Caledonia",19,"Melanesia"
"Hodgkin lymphoma",8,3,1,1,1,12,1,0,756,33,163,3.36,.967,"Switzerland",17,"Western Europe"
"NHL",8,3,1,1,1,13,1,0,380,34,8719,14.03,.906,"Italy",16,"Southern Europe"
"Mesothelioma",8,3,1,1,1,14,1,0,380,18,1658,1.76,.906,"Italy",16,"Southern Europe"
"Prostate",8,3,1,1,1,15,1,0,233,27,1174,98.77,.899,"Estonia",15,"Northern Europe"
"Kaposi sarcoma",8,1,1,2,3,16,1,0,748,19,61,11.41,.61,"Eswatini",4,"Southern Africa"
"Nasopharynx",8,2,1,2,3,17,1,0,316,4,6,5.88,.844,"Guam",20,"Micronesia"
"Oesophagus",8,2,1,2,3,18,1,0,160,6,167472,13.09,.788,"China",10,"Eastern Asia"
"Liver",8,0,1,2,3,19,1,0,270,11,216,27.98,.495,"The Republic of the Gambia",5,"Western Africa"
"Gallbladder",8,2,1,2,2,20,1,0,764,12,971,1.62,.803,"Thailand",11,"South-Eastern Asia"
"Stomach",8,1,1,2,2,21,1,0,762,7,701,24.16,.679,"Tajikistan",12,"South Central Asia"
"Hypopharynx",8,2,1,2,2,22,1,0,638,5,28,4.38,.822,"France, La Réunion",1,"Eastern Africa"
"Penis",8,0,1,2,2,23,1,0,716,26,112,2.96,.55,"Zimbabwe",1,"Eastern Africa"
"Larynx",8,2,1,2,2,24,1,0,688,14,582,7.96,.805,"Serbia",16,"Southern Europe"
"Lip, oral cavity",8,3,1,2,2,25,1,0,620,1,931,10.59,.874,"Portugal",16,"Southern Europe"
"Oropharynx",8,2,1,2,2,26,1,0,312,3,17,6.07,.842,"France, Guadeloupe",6,"Caribbean"
"Salivary glands",8,3,1,2,2,27,1,0,124,2,471,1.17,.935,"Canada",9,"Northern America"
"Bladder",9,3,1,1,1,1,1,0,376,30,1515,23.97,.915,"Israel",13,"Western Asia"
"Leukaemia",9,3,1,1,1,2,1,0,56,36,1186,11.61,.942,"Belgium",17,"Western Europe"
"Colorectum",9,3,1,1,1,3,1,0,392,8,80435,45.45,.92,"Japan",10,"Eastern Asia"
"Pancreas",9,3,1,1,1,4,1,0,703,13,519,10.78,.855,"Slovakia",14,"Eastern Europe"
"Testis",9,3,1,1,1,5,1,0,528,28,805,9.74,.946,"The Netherlands",17,"Western Europe"
"Melanoma of skin",9,3,1,1,1,6,1,0,372,16,815,18.44,.95,"Ireland",15,"Northern Europe"
"Lung",9,2,1,1,1,7,1,0,112,15,4006,56.48,.801,"Belarus",14,"Eastern Europe"
"Multiple myeloma",9,2,1,1,1,8,1,0,44,35,12,5.35,.82,"Bahamas",6,"Caribbean"
"Brain, CNS",9,3,1,1,1,9,1,0,792,31,3907,8.13,.855,"Türkiye",13,"Western Asia"
"Kidney",9,3,1,1,1,10,1,0,578,29,789,15.72,.966,"Norway",15,"Northern Europe"
"Thyroid",9,3,1,1,1,11,1,0,124,32,1729,6.31,.935,"Canada",9,"Northern America"
"Hodgkin lymphoma",9,3,1,1,1,12,1,0,826,33,1348,3.29,.94,"United Kingdom",15,"Northern Europe"
"NHL",9,3,1,1,1,13,1,0,124,34,5208,13.96,.935,"Canada",9,"Northern America"
"Mesothelioma",9,3,1,1,1,14,1,0,470,18,12,1.73,.915,"Malta",16,"Southern Europe"
"Prostate",9,3,1,1,1,15,1,0,428,27,1662,97.3,.879,"Latvia",15,"Northern Europe"
"Kaposi sarcoma",9,0,1,2,3,16,1,0,120,19,797,9.23,.587,"Cameroon",2,"Middle Africa"
"Nasopharynx",9,1,1,2,3,17,1,0,608,4,2539,5.17,.71,"Philippines",11,"South-Eastern Asia"
"Oesophagus",9,1,1,2,3,18,1,0,72,6,92,12.95,.708,"Botswana",4,"Southern Africa"
"Liver",9,2,1,2,3,19,1,0,316,11,29,26.11,.844,"Guam",20,"Micronesia"
"Gallbladder",9,1,1,2,2,20,1,0,275,12,20,1.59,.716,"Gaza Strip and West Bank",13,"Western Asia"
"Stomach",9,0,1,2,2,21,1,0,408,7,3467,22.06,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Hypopharynx",9,2,1,2,2,22,1,0,498,5,113,4.17,.763,"Moldova",14,"Eastern Europe"
"Penis",9,0,1,2,2,23,1,0,646,26,91,2.61,.548,"Rwanda",1,"Eastern Africa"
"Larynx",9,3,1,2,2,24,1,0,440,14,178,7.93,.879,"Lithuania",15,"Northern Europe"
"Lip, oral cavity",9,2,1,2,2,25,1,0,642,1,1686,10.49,.827,"Romania",14,"Eastern Europe"
"Oropharynx",9,3,1,2,2,26,1,0,208,3,325,6.03,.952,"Denmark",15,"Northern Europe"
"Salivary glands",9,0,1,2,2,27,1,0,90,2,3,1.16,.562,"Solomon Islands",19,"Melanesia"
"Bladder",10,3,1,1,1,1,1,0,196,30,263,23.68,.907,"Cyprus",16,"Southern Europe"
"Leukaemia",10,3,1,1,1,2,1,0,578,36,558,11.57,.966,"Norway",15,"Northern Europe"
"Colorectum",10,3,1,1,1,3,1,0,724,8,23892,44.72,.911,"Spain",16,"Southern Europe"
"Pancreas",10,3,1,1,1,4,1,0,40,13,1090,10.59,.926,"Austria",17,"Western Europe"
"Testis",10,3,1,1,1,5,1,0,276,28,4254,9.5,.95,"Germany",17,"Western Europe"
"Melanoma of skin",10,3,1,1,1,6,1,0,705,16,362,18,.926,"Slovenia",16,"Southern Europe"
"Lung",10,3,1,1,1,7,1,0,191,15,2492,56.35,.878,"Croatia",16,"Southern Europe"
"Multiple myeloma",10,3,1,1,1,8,1,0,191,35,225,5.09,.878,"Croatia",16,"Southern Europe"
"Brain, CNS",10,2,1,1,1,9,1,0,100,31,434,7.95,.799,"Bulgaria",14,"Eastern Europe"
"Kidney",10,3,1,1,1,10,1,0,348,29,1223,15.53,.851,"Hungary",14,"Eastern Europe"
