cancer_label,CSU_RANK,hdi_group,group1,group2,group3,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Mesothelioma",42,2,1,1,1,3,1,0,51,18,10,.49,.682,"Armenia",13,"Western Asia"
"Prostate",42,1,1,1,1,4,1,0,516,27,347,63.84,.541,"Namibia",4,"Southern Africa"
"Brain, CNS",42,3,1,1,1,5,1,0,528,31,827,6.16,.885,"The Netherlands",17,"Western Europe"
"Colorectum",42,3,1,1,1,6,1,0,246,8,2123,30.58,.874,"Finland",15,"Northern Europe"
"Kidney",42,2,1,1,1,7,1,0,52,29,19,9.02,.774,"Barbados",6,"Caribbean"
"Leukaemia",42,2,1,1,1,8,1,0,643,36,7304,8.32,.734,"Russian Federation",14,"Eastern Europe"
"Pancreas",42,3,1,1,1,9,1,0,352,13,31,8.51,.881,"Iceland",15,"Northern Europe"
"Testis",42,2,1,1,1,10,1,0,100,28,153,4.5,.736,"Bulgaria",14,"Eastern Europe"
"Lung",42,3,1,1,1,11,1,0,620,15,4253,36.85,.799,"Portugal",16,"Southern Europe"
"Multiple myeloma",42,3,1,1,1,12,1,0,300,35,398,3.12,.826,"Greece",16,"Southern Europe"
"Hodgkin lymphoma",42,1,1,1,1,13,1,0,792,33,1024,2.27,.677,"Türkiye",13,"Western Asia"
"Thyroid",42,2,1,1,1,14,1,0,604,32,604,3.08,.688,"Peru",8,"South America"
"Melanoma of skin",42,1,1,1,1,15,1,0,498,16,136,5.29,.663,"Moldova",14,"Eastern Europe"
"Hypopharynx",42,2,1,1,1,16,1,0,499,5,7,1.41,.773,"Montenegro",16,"Southern Europe"
"Oropharynx",42,3,1,1,1,17,1,0,578,3,116,2.53,.917,"Norway",15,"Northern Europe"
"Larynx",42,1,1,1,1,18,1,0,516,14,30,4.96,.541,"Namibia",4,"Southern Africa"
"Lip, oral cavity",42,2,1,1,1,19,1,0,191,1,212,5.48,.774,"Croatia",16,"Southern Europe"
"Kaposi sarcoma",42,2,1,2,3,20,1,0,780,19,6,.69,.726,"Trinidad and Tobago",6,"Caribbean"
"Penis",42,2,1,2,3,21,1,0,858,26,33,1.21,.749,"Uruguay",8,"South America"
"Oesophagus",42,1,1,2,3,22,1,0,356,6,45608,6.42,.506,"India",12,"South Central Asia"
"Liver",42,2,1,2,3,23,1,0,268,11,328,11.54,.699,"Georgia",13,"Western Asia"
"Nasopharynx",42,0,1,2,3,24,1,0,108,4,44,1.3,.311,"Burundi",1,"Eastern Africa"
"Gallbladder",42,2,1,2,2,25,1,0,703,12,42,.8,.773,"Slovakia",14,"Eastern Europe"
"Stomach",42,2,1,2,2,26,1,0,642,7,2538,13.7,.731,"Romania",14,"Eastern Europe"
"Salivary glands",42,1,1,2,2,27,1,0,600,2,29,.8,.662,"Paraguay",8,"South America"
"Bladder",43,2,1,1,1,1,1,0,70,30,490,14.81,.689,"Bosnia Herzegovina",16,"Southern Europe"
"NHL",43,3,1,1,1,2,1,0,203,34,903,8.9,.821,"Czechia",14,"Eastern Europe"
"Mesothelioma",43,2,1,1,1,3,1,0,32,18,136,.47,.781,"Argentina",8,"South America"
"Prostate",43,0,1,1,1,4,1,0,384,27,4041,63.75,.426,"Côte d'Ivoire",5,"Western Africa"
"Brain, CNS",43,3,1,1,1,5,1,0,276,31,4487,6.15,.89,"Germany",17,"Western Europe"
"Colorectum",43,2,1,1,1,6,1,0,32,8,8633,30.45,.781,"Argentina",8,"South America"
"Kidney",43,2,1,1,1,7,1,0,688,29,638,8.86,.726,"Serbia",16,"Southern Europe"
"Leukaemia",43,2,1,1,1,8,1,0,422,36,302,8.21,.74,"Lebanon",13,"Western Asia"
"Pancreas",43,3,1,1,1,9,1,0,540,13,16,8.4,.852,"New Caledonia",19,"Melanesia"
"Testis",43,1,1,1,1,10,1,0,170,28,1266,4.46,.671,"Colombia",8,"South America"
"Lung",43,2,1,1,1,11,1,0,703,15,1840,36.52,.773,"Slovakia",14,"Eastern Europe"
"Multiple myeloma",43,3,1,1,1,12,1,0,616,35,1145,3.08,.804,"Poland",14,"Eastern Europe"
"Hodgkin lymphoma",43,2,1,1,1,13,1,0,32,33,555,2.25,.781,"Argentina",8,"South America"
"Thyroid",43,2,1,1,1,14,1,0,643,32,2740,3.08,.734,"Russian Federation",14,"Eastern Europe"
"Melanoma of skin",43,2,1,1,1,15,1,0,858,16,133,5.23,.749,"Uruguay",8,"South America"
"Hypopharynx",43,0,1,1,1,16,1,0,116,5,79,1.37,.457,"Cambodia",11,"South-Eastern Asia"
"Oropharynx",43,3,1,1,1,17,1,0,372,3,94,2.5,.881,"Ireland",15,"Northern Europe"
"Larynx",43,1,1,1,1,18,1,0,760,14,331,4.88,.607,"Syrian Arab Republic",13,"Western Asia"
"Lip, oral cavity",43,3,1,1,1,19,1,0,724,1,2572,5.32,.837,"Spain",16,"Southern Europe"
"Kaposi sarcoma",43,3,1,2,3,20,1,0,724,19,250,.68,.837,"Spain",16,"Southern Europe"
"Penis",43,0,1,2,3,21,1,0,834,26,138,1.2,.407,"Tanzania, United Republic of",1,"Eastern Africa"
"Oesophagus",43,0,1,2,3,22,1,0,728,6,184,6.4,.41,"South Sudan",1,"Eastern Africa"
"Liver",43,0,1,2,3,23,1,0,466,11,581,11.49,.334,"Mali",5,"Western Africa"
"Nasopharynx",43,2,1,2,3,24,1,0,192,4,134,1.3,.698,"Cuba",6,"Caribbean"
"Gallbladder",43,2,1,2,2,25,1,0,480,12,8,.79,.692,"Mauritius",1,"Eastern Africa"
"Stomach",43,2,1,2,2,26,1,0,807,7,250,13.66,.688,"North Macedonia",16,"Southern Europe"
"Salivary glands",43,3,1,2,2,27,1,0,372,2,38,.79,.881,"Ireland",15,"Northern Europe"
"Bladder",44,2,1,1,1,1,1,0,51,30,311,14.79,.682,"Armenia",13,"Western Asia"
"NHL",44,2,1,1,1,2,1,0,388,34,146,8.79,.692,"Jamaica",6,"Caribbean"
"Mesothelioma",44,3,1,1,1,3,1,0,300,18,58,.44,.826,"Greece",16,"Southern Europe"
"Prostate",44,3,1,1,1,4,1,0,620,27,7529,62.56,.799,"Portugal",16,"Southern Europe"
"Brain, CNS",44,1,1,1,1,5,1,0,368,31,941,6.06,.603,"Iraq",13,"Western Asia"
"Colorectum",44,2,1,1,1,6,1,0,52,8,78,30.16,.774,"Barbados",6,"Caribbean"
"Kidney",44,3,1,1,1,7,1,0,756,29,762,8.72,.899,"Switzerland",17,"Western Europe"
"Leukaemia",44,3,1,1,1,8,1,0,724,36,3430,8.2,.837,"Spain",16,"Southern Europe"
"Pancreas",44,2,1,1,1,9,1,0,70,13,266,8.33,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Testis",44,2,1,1,1,10,1,0,188,28,114,3.99,.728,"Costa Rica",7,"Central America"
"Lung",44,3,1,1,1,11,1,0,528,15,7793,36.5,.885,"The Netherlands",17,"Western Europe"
"Multiple myeloma",44,1,1,1,1,12,1,0,792,35,1448,2.97,.677,"Türkiye",13,"Western Asia"
"Hodgkin lymphoma",44,3,1,1,1,13,1,0,348,33,114,2.24,.788,"Hungary",14,"Eastern Europe"
"Thyroid",44,3,1,1,1,14,1,0,442,32,14,3.07,.869,"Luxembourg",17,"Western Europe"
"Melanoma of skin",44,2,1,1,1,15,1,0,643,16,5223,5.16,.734,"Russian Federation",14,"Eastern Europe"
"Hypopharynx",44,2,1,1,1,16,1,0,100,5,81,1.31,.736,"Bulgaria",14,"Eastern Europe"
"Oropharynx",44,0,1,1,1,17,1,0,24,3,183,2.41,.426,"Angola",2,"Middle Africa"
"Larynx",44,3,1,1,1,18,1,0,233,14,55,4.8,.805,"Estonia",15,"Northern Europe"
"Lip, oral cavity",44,3,1,1,1,19,1,0,208,1,294,5.26,.89,"Denmark",15,"Northern Europe"
"Kaposi sarcoma",44,3,1,2,3,20,1,0,376,19,44,.66,.873,"Israel",13,"Western Asia"
"Penis",44,1,1,2,3,21,1,0,64,26,4,1.19,.52,"Bhutan",12,"South Central Asia"
"Oesophagus",44,3,1,2,3,22,1,0,620,6,594,6.18,.799,"Portugal",16,"Southern Europe"
"Liver",44,0,1,2,3,23,1,0,478,11,174,11.44,.467,"Mauritania",5,"Western Africa"
"Nasopharynx",44,2,1,2,3,24,1,0,52,4,2,1.26,.774,"Barbados",6,"Caribbean"
"Gallbladder",44,3,1,2,2,25,1,0,616,12,305,.79,.804,"Poland",14,"Eastern Europe"
"Stomach",44,2,1,2,2,26,1,0,70,7,438,13.44,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Salivary glands",44,3,1,2,2,27,1,0,203,2,82,.78,.821,"Czechia",14,"Eastern Europe"
"Bladder",45,3,1,1,1,1,1,0,372,30,715,14.59,.881,"Ireland",15,"Northern Europe"
"NHL",45,3,1,1,1,2,1,0,348,34,667,8.69,.788,"Hungary",14,"Eastern Europe"
"Mesothelioma",45,2,1,1,1,3,1,0,688,18,35,.42,.726,"Serbia",16,"Southern Europe"
"Prostate",45,3,1,1,1,4,1,0,258,27,121,62.31,.791,"French Polynesia",21,"Polynesia"
"Brain, CNS",45,2,1,1,1,5,1,0,643,31,5359,6.06,.734,"Russian Federation",14,"Eastern Europe"
"Colorectum",45,3,1,1,1,6,1,0,840,8,84172,30.06,.891,"United States of America",9,"Northern America"
"Kidney",45,1,1,1,1,7,1,0,498,29,221,8.46,.663,"Moldova",14,"Eastern Europe"
"Leukaemia",45,1,1,1,1,8,1,0,222,36,263,8.16,.627,"El Salvador",7,"Central America"
"Pancreas",45,3,1,1,1,9,1,0,124,13,3565,8.31,.877,"Canada",9,"Northern America"
"Testis",45,1,1,1,1,10,1,0,882,28,4,3.92,.659,"Samoa",21,"Polynesia"
"Lung",45,3,1,1,1,11,1,0,638,15,267,36.34,.822,"France, La Réunion",1,"Eastern Africa"
"Multiple myeloma",45,3,1,1,1,12,1,0,203,35,328,2.87,.821,"Czechia",14,"Eastern Europe"
"Hodgkin lymphoma",45,1,1,1,1,13,1,0,31,33,119,2.23,.651,"Azerbaijan",13,"Western Asia"
"Thyroid",45,3,1,1,1,14,1,0,352,32,9,3.04,.881,"Iceland",15,"Northern Europe"
"Melanoma of skin",45,2,1,1,1,15,1,0,428,16,82,5.12,.767,"Latvia",15,"Northern Europe"
"Hypopharynx",45,3,1,1,1,16,1,0,203,5,130,1.31,.821,"Czechia",14,"Eastern Europe"
"Oropharynx",45,0,1,1,1,17,1,0,104,3,598,2.41,.432,"Myanmar",11,"South-Eastern Asia"
"Larynx",45,2,1,1,1,18,1,0,144,14,693,4.76,.703,"Sri Lanka",12,"South Central Asia"
"Lip, oral cavity",45,3,1,1,1,19,1,0,705,1,108,5.25,.85,"Slovenia",16,"Southern Europe"
"Kaposi sarcoma",45,0,1,2,3,20,1,0,478,19,11,.64,.467,"Mauritania",5,"Western Africa"
"Penis",45,2,1,2,3,21,1,0,428,26,19,1.19,.767,"Latvia",15,"Northern Europe"
"Oesophagus",45,2,1,2,3,22,1,0,398,6,556,6.11,.714,"Kazakhstan",12,"South Central Asia"
"Liver",45,3,1,2,3,23,1,0,36,11,2458,11.39,.907,"Australia",18,"Australia/New Zealand"
"Nasopharynx",45,0,1,2,3,24,1,0,180,4,327,1.24,.358,"Congo, Democratic Republic of",2,"Middle Africa"
"Gallbladder",45,2,1,2,2,25,1,0,422,12,30,.78,.74,"Lebanon",13,"Western Asia"
"Stomach",45,2,1,2,2,26,1,0,858,7,361,13.29,.749,"Uruguay",8,"South America"
"Salivary glands",45,0,1,2,2,27,1,0,566,2,438,.78,.45,"Nigeria",5,"Western Africa"
"Bladder",46,2,1,1,1,1,1,0,499,30,85,14.4,.773,"Montenegro",16,"Southern Europe"
"NHL",46,3,1,1,1,2,1,0,258,34,16,8.54,.791,"French Polynesia",21,"Polynesia"
"Mesothelioma",46,3,1,1,1,3,1,0,620,18,51,.4,.799,"Portugal",16,"Southern Europe"
"Prostate",46,2,1,1,1,4,1,0,152,27,9678,62.3,.769,"Chile",8,"South America"
"Brain, CNS",46,3,1,1,1,5,1,0,470,31,24,6.01,.804,"Malta",16,"Southern Europe"
"Colorectum",46,2,1,1,1,6,1,0,807,8,530,29.59,.688,"North Macedonia",16,"Southern Europe"
"Kidney",46,2,1,1,1,7,1,0,100,29,509,8.34,.736,"Bulgaria",14,"Eastern Europe"
"Leukaemia",46,1,1,1,1,8,1,0,792,36,3556,8.07,.677,"Türkiye",13,"Western Asia"
"Pancreas",46,3,1,1,1,9,1,0,724,13,4356,8.27,.837,"Spain",16,"Southern Europe"
"Testis",46,2,1,1,1,10,1,0,604,28,705,3.87,.688,"Peru",8,"South America"
"Lung",46,1,1,1,1,11,1,0,496,15,418,35.91,.608,"Mongolia",10,"Eastern Asia"
"Multiple myeloma",46,2,1,1,1,12,1,0,604,35,569,2.84,.688,"Peru",8,"South America"
"Hodgkin lymphoma",46,2,1,1,1,13,1,0,858,33,42,2.23,.749,"Uruguay",8,"South America"
"Thyroid",46,2,1,1,1,14,1,0,428,32,40,3.02,.767,"Latvia",15,"Northern Europe"
"Melanoma of skin",46,2,1,1,1,15,1,0,804,16,1525,4.94,.717,"Ukraine",14,"Eastern Europe"
"Hypopharynx",46,1,1,1,1,16,1,0,764,5,740,1.3,.669,"Thailand",11,"South-Eastern Asia"
"Oropharynx",46,2,1,1,1,17,1,0,858,3,52,2.23,.749,"Uruguay",8,"South America"
"Larynx",46,3,1,1,1,18,1,0,258,14,9,4.66,.791,"French Polynesia",21,"Polynesia"
"Lip, oral cavity",46,1,1,1,1,19,1,0,860,1,765,5.24,.614,"Uzbekistan",12,"South Central Asia"
"Kaposi sarcoma",46,1,1,2,3,20,1,0,288,19,87,.63,.499,"Ghana",5,"Western Africa"
"Penis",46,3,1,2,3,21,1,0,578,26,68,1.17,.917,"Norway",15,"Northern Europe"
"Oesophagus",46,2,1,2,3,22,1,0,703,6,271,6.03,.773,"Slovakia",14,"Eastern Europe"
"Liver",46,0,1,2,3,23,1,0,800,11,1130,11.13,.427,"Uganda",1,"Eastern Africa"
"Nasopharynx",46,1,1,2,3,24,1,0,792,4,589,1.24,.677,"Türkiye",13,"Western Asia"
"Gallbladder",46,2,1,2,2,25,1,0,32,12,225,.77,.781,"Argentina",8,"South America"
"Stomach",46,2,1,2,2,26,1,0,662,7,18,13.13,.693,"Saint Lucia",6,"Caribbean"
"Salivary glands",46,3,1,2,2,27,1,0,702,2,42,.77,.833,"Singapore",11,"South-Eastern Asia"
"Bladder",47,3,1,1,1,1,1,0,40,30,1525,13.96,.847,"Austria",17,"Western Europe"
"NHL",47,3,1,1,1,2,1,0,48,34,64,8.35,.795,"Bahrain",13,"Western Asia"
"Mesothelioma",47,2,1,1,1,3,1,0,484,18,259,.39,.718,"Mexico",7,"Central America"
"Prostate",47,1,1,1,1,4,1,0,710,27,12903,61.96,.619,"South Africa",4,"Southern Africa"
"Brain, CNS",47,2,1,1,1,5,1,0,858,31,131,5.98,.749,"Uruguay",8,"South America"
"Colorectum",47,3,1,1,1,6,1,0,196,8,323,29.38,.819,"Cyprus",16,"Southern Europe"
"Kidney",47,3,1,1,1,7,1,0,540,29,15,7.79,.852,"New Caledonia",19,"Melanesia"
"Leukaemia",47,2,1,1,1,8,1,0,242,36,37,7.92,.7,"Fiji",19,"Melanesia"
"Pancreas",47,3,1,1,1,9,1,0,410,13,4330,8.18,.837,"Korea, Republic of",10,"Eastern Asia"
"Testis",47,2,1,1,1,10,1,0,642,28,345,3.81,.731,"Romania",14,"Eastern Europe"
"Lung",47,1,1,1,1,11,1,0,275,15,485,35.83,.651,"Gaza Strip and West Bank",13,"Western Asia"
"Multiple myeloma",47,2,1,1,1,12,1,0,858,35,78,2.84,.749,"Uruguay",8,"South America"
"Hodgkin lymphoma",47,2,1,1,1,13,1,0,682,33,471,2.22,.748,"Saudi Arabia",13,"Western Asia"
"Thyroid",47,1,1,1,1,14,1,0,170,32,856,2.95,.671,"Colombia",8,"South America"
"Melanoma of skin",47,1,1,1,1,15,1,0,516,16,29,4.65,.541,"Namibia",4,"Southern Africa"
"Hypopharynx",47,1,1,1,1,16,1,0,795,5,31,1.29,.666,"Turkmenistan",12,"South Central Asia"
"Oropharynx",47,1,1,1,1,17,1,0,516,3,14,2.18,.541,"Namibia",4,"Southern Africa"
"Larynx",47,1,1,1,1,18,1,0,72,14,32,4.59,.579,"Botswana",4,"Southern Africa"
"Lip, oral cavity",47,3,1,1,1,19,1,0,246,1,296,5.18,.874,"Finland",15,"Northern Europe"
"Kaposi sarcoma",47,3,1,2,3,20,1,0,470,19,4,.62,.804,"Malta",16,"Southern Europe"
"Penis",47,1,1,2,3,21,1,0,764,26,641,1.17,.669,"Thailand",11,"South-Eastern Asia"
"Oesophagus",47,0,1,2,3,22,1,0,450,6,459,6,.464,"Madagascar",1,"Eastern Africa"
"Liver",47,1,1,2,3,23,1,0,462,11,25,10.94,.63,"Maldives",12,"South Central Asia"
"Nasopharynx",47,2,1,2,3,24,1,0,100,4,67,1.18,.736,"Bulgaria",14,"Eastern Europe"
"Gallbladder",47,2,1,2,2,25,1,0,218,12,72,.77,.684,"Ecuador",8,"South America"
"Stomach",47,2,1,2,2,26,1,0,191,7,575,13.02,.774,"Croatia",16,"Southern Europe"
"Salivary glands",47,3,1,2,2,27,1,0,620,2,72,.76,.799,"Portugal",16,"Southern Europe"
"Bladder",48,3,1,1,1,1,1,0,246,30,1056,13.9,.874,"Finland",15,"Northern Europe"
"NHL",48,0,1,1,1,2,1,0,800,34,1266,8.31,.427,"Uganda",1,"Eastern Africa"
"Mesothelioma",48,2,1,1,1,3,1,0,112,18,26,.37,.699,"Belarus",14,"Eastern Europe"
"Prostate",48,1,1,1,1,4,1,0,328,27,259,61.93,.622,"Guyana",8,"South America"
"Brain, CNS",48,3,1,1,1,5,1,0,56,31,501,5.9,.886,"Belgium",17,"Western Europe"
"Colorectum",48,2,1,1,1,6,1,0,440,8,770,29.31,.785,"Lithuania",15,"Northern Europe"
"Kidney",48,2,1,1,1,7,1,0,70,29,224,7.68,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Leukaemia",48,3,1,1,1,8,1,0,312,36,25,7.91,.842,"France, Guadeloupe",6,"Caribbean"
"Pancreas",48,3,1,1,1,9,1,0,616,13,2874,8.06,.804,"Poland",14,"Eastern Europe"
"Testis",48,2,1,1,1,10,1,0,218,28,363,3.78,.684,"Ecuador",8,"South America"
"Lung",48,3,1,1,1,11,1,0,276,15,36871,35.23,.89,"Germany",17,"Western Europe"
"Multiple myeloma",48,1,1,1,1,12,1,0,760,35,195,2.83,.607,"Syrian Arab Republic",13,"Western Asia"
"Hodgkin lymphoma",48,2,1,1,1,13,1,0,8,33,39,2.21,.684,"Albania",16,"Southern Europe"
"Thyroid",48,3,1,1,1,14,1,0,705,32,48,2.92,.85,"Slovenia",16,"Southern Europe"
"Melanoma of skin",48,3,1,1,1,15,1,0,258,16,9,4.63,.791,"French Polynesia",21,"Polynesia"
"Hypopharynx",48,3,1,1,1,16,1,0,724,5,599,1.28,.837,"Spain",16,"Southern Europe"
"Oropharynx",48,3,1,1,1,17,1,0,554,3,80,2.17,.888,"New Zealand",18,"Australia/New Zealand"
"Larynx",48,2,1,1,1,18,1,0,862,14,706,4.55,.692,"Venezuela",8,"South America"
"Lip, oral cavity",48,3,1,1,1,19,1,0,630,1,130,5.05,.865,"Puerto Rico",6,"Caribbean"
"Kaposi sarcoma",48,2,1,2,3,20,1,0,484,19,434,.61,.718,"Mexico",7,"Central America"
"Penis",48,3,1,2,3,21,1,0,752,26,143,1.16,.908,"Sweden",15,"Northern Europe"
"Oesophagus",48,1,1,2,3,22,1,0,704,6,3299,5.92,.602,"Viet Nam",11,"South-Eastern Asia"
"Liver",48,0,1,2,3,23,1,0,332,11,475,10.66,.446,"Haiti",6,"Caribbean"
"Nasopharynx",48,1,1,2,3,24,1,0,498,4,31,1.17,.663,"Moldova",14,"Eastern Europe"
"Gallbladder",48,3,1,2,2,25,1,0,254,12,1,.74,.817,"French Guyana",8,"South America"
"Stomach",48,1,1,2,2,26,1,0,340,7,474,12.84,.575,"Honduras",7,"Central America"
"Salivary glands",48,3,1,2,2,27,1,0,246,2,42,.75,.874,"Finland",15,"Northern Europe"
"Bladder",49,2,1,1,1,1,1,0,643,30,14667,13.63,.734,"Russian Federation",14,"Eastern Europe"
"NHL",49,3,1,1,1,2,1,0,254,34,12,8.25,.817,"French Guyana",8,"South America"
"Mesothelioma",49,2,1,1,1,3,1,0,152,18,54,.36,.769,"Chile",8,"South America"
"Prostate",49,3,1,1,1,4,1,0,40,27,5934,61.01,.847,"Austria",17,"Western Europe"
"Brain, CNS",49,3,1,1,1,5,1,0,203,31,497,5.81,.821,"Czechia",14,"Eastern Europe"
"Colorectum",49,3,1,1,1,6,1,0,756,8,2891,29.16,.899,"Switzerland",17,"Western Europe"
"Kidney",49,1,1,1,1,7,1,0,882,29,6,7.48,.659,"Samoa",21,"Polynesia"
"Leukaemia",49,1,1,1,1,8,1,0,340,36,359,7.75,.575,"Honduras",7,"Central America"
"Pancreas",49,3,1,1,1,9,1,0,638,13,59,8.02,.822,"France, La Réunion",1,"Eastern Africa"
"Testis",49,3,1,1,1,10,1,0,392,28,2276,3.78,.864,"Japan",10,"Eastern Asia"
"Lung",49,3,1,1,1,11,1,0,124,15,15900,34.86,.877,"Canada",9,"Northern America"
"Multiple myeloma",49,3,1,1,1,12,1,0,442,35,18,2.8,.869,"Luxembourg",17,"Western Europe"
"Hodgkin lymphoma",49,1,1,1,1,13,1,0,12,33,510,2.21,.657,"Algeria",3,"Northern Africa"
"Thyroid",49,1,1,1,1,14,1,0,760,32,272,2.9,.607,"Syrian Arab Republic",13,"Western Asia"
"Melanoma of skin",49,2,1,1,1,15,1,0,268,16,129,4.61,.699,"Georgia",13,"Western Asia"
"Hypopharynx",49,3,1,1,1,16,1,0,442,5,7,1.21,.869,"Luxembourg",17,"Western Europe"
"Oropharynx",49,3,1,1,1,17,1,0,752,3,184,2.16,.908,"Sweden",15,"Northern Europe"
"Larynx",49,0,1,1,1,18,1,0,104,14,1125,4.54,.432,"Myanmar",11,"South-Eastern Asia"
"Lip, oral cavity",49,3,1,1,1,19,1,0,40,1,425,4.99,.847,"Austria",17,"Western Europe"
"Kaposi sarcoma",49,2,1,2,3,20,1,0,740,19,2,.61,.682,"Suriname",8,"South America"
"Penis",49,3,1,2,3,21,1,0,826,26,799,1.16,.881,"United Kingdom",15,"Northern Europe"
"Oesophagus",49,3,1,2,3,22,1,0,352,6,19,5.91,.881,"Iceland",15,"Northern Europe"
"Liver",49,3,1,2,3,23,1,0,380,11,8084,10.66,.85,"Italy",16,"Southern Europe"
"Nasopharynx",49,0,1,2,3,24,1,0,834,4,189,1.16,.407,"Tanzania, United Republic of",1,"Eastern Africa"
"Gallbladder",49,2,1,2,2,25,1,0,740,12,2,.73,.682,"Suriname",8,"South America"
"Stomach",49,3,1,2,2,26,1,0,540,7,24,12.53,.852,"New Caledonia",19,"Melanesia"
"Salivary glands",49,0,1,2,2,27,1,0,450,2,62,.75,.464,"Madagascar",1,"Eastern Africa"
"Bladder",50,2,1,1,1,1,1,0,422,30,525,13.41,.74,"Lebanon",13,"Western Asia"
"NHL",50,2,1,1,1,2,1,0,218,34,765,8.18,.684,"Ecuador",8,"South America"
"Mesothelioma",50,3,1,1,1,3,1,0,203,18,46,.36,.821,"Czechia",14,"Eastern Europe"
"Prostate",50,3,1,1,1,4,1,0,196,27,691,60.88,.819,"Cyprus",16,"Southern Europe"
"Brain, CNS",50,3,1,1,1,5,1,0,246,31,253,5.78,.874,"Finland",15,"Northern Europe"
"Colorectum",50,3,1,1,1,6,1,0,376,8,1676,28.61,.873,"Israel",13,"Western Asia"
"Kidney",50,3,1,1,1,7,1,0,410,29,3345,7.19,.837,"Korea, Republic of",10,"Eastern Asia"
"Leukaemia",50,3,1,1,1,8,1,0,44,36,15,7.71,.8,"Bahamas",6,"Caribbean"
"Pancreas",50,2,1,1,1,9,1,0,52,13,23,7.88,.774,"Barbados",6,"Caribbean"
"Testis",50,1,1,1,1,10,1,0,792,28,1738,3.78,.677,"Türkiye",13,"Western Asia"
"Lung",50,3,1,1,1,11,1,0,380,15,28450,34.54,.85,"Italy",16,"Southern Europe"
"Multiple myeloma",50,3,1,1,1,12,1,0,40,35,283,2.78,.847,"Austria",17,"Western Europe"
"Hodgkin lymphoma",50,1,1,1,1,13,1,0,504,33,430,2.19,.551,"Morocco",3,"Northern Africa"
"Thyroid",50,2,1,1,1,14,1,0,499,32,11,2.86,.773,"Montenegro",16,"Southern Europe"
"Melanoma of skin",50,1,1,1,1,15,1,0,84,16,7,4.21,.651,"Belize",7,"Central America"
"Hypopharynx",50,3,1,1,1,16,1,0,474,5,5,1.2,.859,"France, Martinique",6,"Caribbean"
"Oropharynx",50,3,1,1,1,17,1,0,724,3,883,2.03,.837,"Spain",16,"Southern Europe"
"Larynx",50,3,1,1,1,18,1,0,470,14,21,4.52,.804,"Malta",16,"Southern Europe"
"Lip, oral cavity",50,1,1,1,1,19,1,0,266,1,37,4.93,.626,"Gabon",2,"Middle Africa"
"Kaposi sarcoma",50,2,1,2,3,20,1,0,218,19,58,.6,.684,"Ecuador",8,"South America"
"Penis",50,3,1,2,3,21,1,0,372,26,51,1.15,.881,"Ireland",15,"Northern Europe"
"Oesophagus",50,3,1,2,3,22,1,0,250,6,3700,5.81,.852,"France (metropolitan)",17,"Western Europe"
"Liver",50,3,1,2,3,23,1,0,630,11,305,10.59,.865,"Puerto Rico",6,"Caribbean"
"Nasopharynx",50,3,1,2,3,24,1,0,620,4,81,1.11,.799,"Portugal",16,"Southern Europe"
"Gallbladder",50,1,1,2,2,25,1,0,368,12,76,.72,.603,"Iraq",13,"Western Asia"
"Stomach",50,3,1,2,2,26,1,0,254,7,16,12.46,.817,"French Guyana",8,"South America"
"Salivary glands",50,1,1,2,2,27,1,0,710,2,174,.75,.619,"South Africa",4,"Southern Africa"
"Bladder",51,2,1,1,1,1,1,0,804,30,4446,13.22,.717,"Ukraine",14,"Eastern Europe"
"NHL",51,2,1,1,1,2,1,0,780,34,70,8.05,.726,"Trinidad and Tobago",6,"Caribbean"
"Mesothelioma",51,1,1,1,1,3,1,0,760,18,23,.35,.607,"Syrian Arab Republic",13,"Western Asia"
"Prostate",51,3,1,1,1,4,1,0,124,27,25560,60.14,.877,"Canada",9,"Northern America"
"Brain, CNS",51,1,1,1,1,5,1,0,762,31,227,5.76,.573,"Tajikistan",12,"South Central Asia"
"Colorectum",51,2,1,1,1,6,1,0,499,8,158,28.58,.773,"Montenegro",16,"Southern Europe"
"Kidney",51,1,1,1,1,7,1,0,792,29,3420,7.18,.677,"Türkiye",13,"Western Asia"
"Leukaemia",51,2,1,1,1,8,1,0,52,36,16,7.64,.774,"Barbados",6,"Caribbean"
"Pancreas",51,3,1,1,1,9,1,0,372,13,371,7.82,.881,"Ireland",15,"Northern Europe"
"Testis",51,2,1,1,1,10,1,0,242,28,18,3.73,.7,"Fiji",19,"Melanesia"
"Lung",51,3,1,1,1,11,1,0,208,15,2408,34.27,.89,"Denmark",15,"Northern Europe"
"Multiple myeloma",51,1,1,1,1,12,1,0,710,35,604,2.78,.619,"South Africa",4,"Southern Africa"
"Hodgkin lymphoma",51,1,1,1,1,13,1,0,340,33,109,2.18,.575,"Honduras",7,"Central America"
"Thyroid",51,3,1,1,1,14,1,0,724,32,864,2.83,.837,"Spain",16,"Southern Europe"
"Melanoma of skin",51,2,1,1,1,15,1,0,152,16,559,4.12,.769,"Chile",8,"South America"
"Hypopharynx",51,1,1,1,1,16,1,0,417,5,28,1.18,.63,"Kyrgyzstan",12,"South Central Asia"
