cancer_label,CSU_RANK,hdi_group,group1,group2,group3,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Hodgkin lymphoma",101,3,1,1,1,14,0,0,392,33,1847,.92,.864,"Japan",10,"Eastern Asia"
"Testis",101,2,1,1,1,15,0,0,682,28,200,.8,.748,"Saudi Arabia",13,"Western Asia"
"Melanoma of skin",101,1,1,1,1,16,0,0,417,16,43,.76,.63,"Kyrgyzstan",12,"South Central Asia"
"Prostate",101,1,1,1,1,17,0,0,792,27,17274,35.31,.677,"Türkiye",13,"Western Asia"
"Oropharynx",101,3,1,1,1,18,0,0,44,3,2,.45,.8,"Bahamas",6,"Caribbean"
"Cervix uteri",101,2,1,2,2,19,0,0,484,23,10348,13.18,.718,"Mexico",7,"Central America"
"Nasopharynx",101,0,1,2,2,20,0,0,90,4,2,.4,.486,"Solomon Islands",19,"Melanesia"
"Liver",101,3,1,2,2,21,0,0,56,11,1330,4.79,.886,"Belgium",17,"Western Europe"
"Kaposi sarcoma",101,0,1,2,2,22,0,0,4,19,26,.1,.384,"Afghanistan",12,"South Central Asia"
"Vagina",101,1,1,2,2,23,0,0,218,22,30,.28,.684,"Ecuador",8,"South America"
"Penis",101,1,1,2,2,24,0,0,807,26,12,.57,.688,"North Macedonia",16,"Southern Europe"
"Gallbladder",101,2,1,2,3,25,0,0,620,12,169,.57,.799,"Portugal",16,"Southern Europe"
"Stomach",101,2,1,2,3,26,0,0,400,7,413,5.33,.715,"Jordan",13,"Western Asia"
"Oesophagus",101,2,1,2,3,27,0,0,242,6,17,2.02,.7,"Fiji",19,"Melanesia"
"Salivary glands",101,1,1,2,3,28,0,0,862,2,153,.46,.692,"Venezuela",8,"South America"
"Hypopharynx",101,1,1,2,3,29,0,0,328,5,2,.23,.622,"Guyana",8,"South America"
"Larynx",101,3,1,2,3,30,0,0,554,14,132,1.38,.888,"New Zealand",18,"Australia/New Zealand"
"Lip, oral cavity",101,2,1,2,3,31,0,0,784,1,94,1.84,.792,"United Arab Emirates",13,"Western Asia"
"Ovary",101,0,1,2,3,32,0,0,140,25,86,5.77,.328,"Central African Republic",2,"Middle Africa"
"Vulva",101,3,1,2,3,33,0,0,702,21,38,.63,.833,"Singapore",11,"South-Eastern Asia"
"Bladder",102,2,1,1,1,1,0,0,682,30,923,3.17,.748,"Saudi Arabia",13,"Western Asia"
"Mesothelioma",102,1,1,1,1,2,0,0,608,18,68,.07,.638,"Philippines",11,"South-Eastern Asia"
"Breast",102,0,1,1,1,3,0,0,231,20,16904,40.81,.315,"Ethiopia",1,"Eastern Africa"
"Colorectum",102,0,1,1,1,4,0,0,598,8,646,11.74,.462,"Papua New Guinea",19,"Melanesia"
"Kidney",102,3,1,1,1,5,0,0,312,29,20,2.32,.842,"France, Guadeloupe",6,"Caribbean"
"Leukaemia",102,1,1,1,1,6,0,0,662,36,13,4.82,.693,"Saint Lucia",6,"Caribbean"
"Multiple myeloma",102,1,1,1,1,7,0,0,600,35,82,1.18,.662,"Paraguay",8,"South America"
"Pancreas",102,2,1,1,1,8,0,0,414,13,110,3.26,.78,"Kuwait",13,"Western Asia"
"NHL",102,0,1,1,1,9,0,0,729,34,1529,4.9,.415,"Sudan",3,"Northern Africa"
"Corpus uteri",102,1,1,1,1,10,0,0,558,24,216,6.37,.589,"Nicaragua",7,"Central America"
"Thyroid",102,1,1,1,1,11,0,0,740,32,22,3.41,.682,"Suriname",8,"South America"
"Lung",102,2,1,1,1,12,0,0,48,15,89,10.05,.795,"Bahrain",13,"Western Asia"
"Brain, CNS",102,3,1,1,1,13,0,0,392,31,5361,2.52,.864,"Japan",10,"Eastern Asia"
"Hodgkin lymphoma",102,0,1,1,1,14,0,0,894,33,107,.89,.441,"Zambia",1,"Eastern Africa"
"Testis",102,1,1,1,1,15,0,0,504,28,156,.79,.551,"Morocco",3,"Northern Africa"
"Melanoma of skin",102,1,1,1,1,16,0,0,266,16,10,.74,.626,"Gabon",2,"Middle Africa"
"Prostate",102,0,1,1,1,17,0,0,854,27,1152,35.28,.303,"Burkina Faso",5,"Western Africa"
"Oropharynx",102,0,1,1,1,18,0,0,108,3,25,.45,.311,"Burundi",1,"Eastern Africa"
"Cervix uteri",102,2,1,2,2,19,0,0,703,23,557,12.93,.773,"Slovakia",14,"Eastern Europe"
"Nasopharynx",102,3,1,2,2,20,0,0,554,4,29,.4,.888,"New Zealand",18,"Australia/New Zealand"
"Liver",102,3,1,2,2,21,0,0,826,11,8223,4.79,.881,"United Kingdom",15,"Northern Europe"
"Kaposi sarcoma",102,3,1,2,2,22,0,0,36,19,49,.1,.907,"Australia",18,"Australia/New Zealand"
"Vagina",102,2,1,2,2,23,0,0,400,22,11,.28,.715,"Jordan",13,"Western Asia"
"Penis",102,3,1,2,2,24,0,0,705,26,14,.55,.85,"Slovenia",16,"Southern Europe"
"Gallbladder",102,1,1,2,3,25,0,0,862,12,199,.57,.692,"Venezuela",8,"South America"
"Stomach",102,3,1,2,3,26,0,0,372,7,534,5.3,.881,"Ireland",15,"Northern Europe"
"Oesophagus",102,0,1,2,3,27,0,0,270,6,26,2.01,.415,"The Republic of the Gambia",5,"Western Africa"
"Salivary glands",102,0,1,2,3,28,0,0,104,2,261,.45,.432,"Myanmar",11,"South-Eastern Asia"
"Hypopharynx",102,0,1,2,3,29,0,0,598,5,14,.23,.462,"Papua New Guinea",19,"Melanesia"
"Larynx",102,1,1,2,3,30,0,0,360,14,4000,1.36,.615,"Indonesia",11,"South-Eastern Asia"
"Lip, oral cavity",102,1,1,2,3,31,0,0,788,1,285,1.83,.664,"Tunisia",3,"Northern Africa"
"Ovary",102,3,1,2,3,32,0,0,634,25,30,5.76,.822,"Qatar",13,"Western Asia"
"Vulva",102,0,1,2,3,33,0,0,148,21,30,.62,.307,"Chad",2,"Middle Africa"
"Bladder",103,0,1,1,1,1,0,0,148,30,302,3.16,.307,"Chad",2,"Middle Africa"
"Mesothelioma",103,3,1,1,1,2,0,0,638,18,1,.07,.822,"France, La Réunion",1,"Eastern Africa"
"Breast",103,0,1,1,1,3,0,0,404,20,7243,40.77,.465,"Kenya",1,"Eastern Africa"
"Colorectum",103,2,1,1,1,4,0,0,682,8,3750,11.65,.748,"Saudi Arabia",13,"Western Asia"
"Kidney",103,2,1,1,1,5,0,0,48,29,32,2.27,.795,"Bahrain",13,"Western Asia"
"Leukaemia",103,2,1,1,1,6,0,0,258,36,17,4.79,.791,"French Polynesia",21,"Polynesia"
"Multiple myeloma",103,0,1,1,1,7,0,0,90,35,6,1.17,.486,"Solomon Islands",19,"Melanesia"
"Pancreas",103,1,1,1,1,8,0,0,788,13,513,3.26,.664,"Tunisia",3,"Northern Africa"
"NHL",103,1,1,1,1,9,0,0,12,34,2226,4.86,.657,"Algeria",3,"Northern Africa"
"Corpus uteri",103,0,1,1,1,10,0,0,854,24,362,6.26,.303,"Burkina Faso",5,"Western Africa"
"Thyroid",103,1,1,1,1,11,0,0,862,32,1101,3.39,.692,"Venezuela",8,"South America"
"Lung",103,1,1,1,1,12,0,0,662,15,26,9.74,.693,"Saint Lucia",6,"Caribbean"
"Brain, CNS",103,0,1,1,1,13,0,0,624,31,30,2.39,.403,"Guinea-Bissau",5,"Western Africa"
"Hodgkin lymphoma",103,1,1,1,1,14,0,0,222,33,66,.88,.627,"El Salvador",7,"Central America"
"Testis",103,1,1,1,1,15,0,0,608,28,422,.77,.638,"Philippines",11,"South-Eastern Asia"
"Melanoma of skin",103,0,1,1,1,16,0,0,800,16,156,.74,.427,"Uganda",1,"Eastern Africa"
"Prostate",103,1,1,1,1,17,0,0,218,27,3456,34.95,.684,"Ecuador",8,"South America"
"Oropharynx",103,1,1,1,1,18,0,0,558,3,28,.45,.589,"Nicaragua",7,"Central America"
"Cervix uteri",103,1,1,2,2,19,0,0,480,23,136,12.9,.692,"Mauritius",1,"Eastern Africa"
"Nasopharynx",103,2,1,2,2,20,0,0,440,4,20,.39,.785,"Lithuania",15,"Northern Europe"
"Liver",103,2,1,2,2,21,0,0,434,11,266,4.72,.79,"Libya",3,"Northern Africa"
"Kaposi sarcoma",103,3,1,2,2,22,0,0,300,19,44,.1,.826,"Greece",16,"Southern Europe"
"Vagina",103,1,1,2,2,23,0,0,417,22,9,.28,.63,"Kyrgyzstan",12,"South Central Asia"
"Penis",103,3,1,2,2,24,0,0,840,26,1671,.53,.891,"United States of America",9,"Northern America"
"Gallbladder",103,1,1,2,3,25,0,0,31,12,67,.56,.651,"Azerbaijan",13,"Western Asia"
"Stomach",103,3,1,2,3,26,0,0,36,7,2837,5.29,.907,"Australia",18,"Australia/New Zealand"
"Oesophagus",103,3,1,2,3,27,0,0,630,6,145,2.01,.865,"Puerto Rico",6,"Caribbean"
"Salivary glands",103,1,1,2,3,28,0,0,214,2,54,.45,.668,"Dominican Republic",6,"Caribbean"
"Hypopharynx",103,1,1,2,3,29,0,0,608,5,226,.23,.638,"Philippines",11,"South-Eastern Asia"
"Larynx",103,0,1,2,3,30,0,0,800,14,243,1.35,.427,"Uganda",1,"Eastern Africa"
"Lip, oral cavity",103,3,1,2,3,31,0,0,442,1,22,1.82,.869,"Luxembourg",17,"Western Europe"
"Ovary",103,2,1,2,3,32,0,0,400,25,240,5.74,.715,"Jordan",13,"Western Asia"
"Vulva",103,0,1,2,3,33,0,0,418,21,19,.61,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Bladder",104,0,1,1,1,1,0,0,516,30,50,3.11,.541,"Namibia",4,"Southern Africa"
"Mesothelioma",104,0,1,1,1,2,0,0,716,18,5,.07,.423,"Zimbabwe",1,"Eastern Africa"
"Breast",104,0,1,1,1,3,0,0,288,20,5026,40.19,.499,"Ghana",5,"Western Africa"
"Colorectum",104,2,1,1,1,4,0,0,242,8,96,11.49,.7,"Fiji",19,"Melanesia"
"Kidney",104,1,1,1,1,5,0,0,364,29,2061,2.26,.67,"Iran, Islamic Republic of",12,"South Central Asia"
"Leukaemia",104,2,1,1,1,6,0,0,682,36,1538,4.75,.748,"Saudi Arabia",13,"Western Asia"
"Multiple myeloma",104,0,1,1,1,7,0,0,140,35,28,1.17,.328,"Central African Republic",2,"Middle Africa"
"Pancreas",104,0,1,1,1,8,0,0,332,13,306,3.23,.446,"Haiti",6,"Caribbean"
"NHL",104,1,1,1,1,9,0,0,608,34,4989,4.85,.638,"Philippines",11,"South-Eastern Asia"
"Corpus uteri",104,1,1,1,1,10,0,0,710,24,1839,6.17,.619,"South Africa",4,"Southern Africa"
"Thyroid",104,1,1,1,1,11,0,0,764,32,3456,3.37,.669,"Thailand",11,"South-Eastern Asia"
"Lung",104,1,1,1,1,12,0,0,795,15,504,9.53,.666,"Turkmenistan",12,"South Central Asia"
"Brain, CNS",104,0,1,1,1,13,0,0,854,31,361,2.39,.303,"Burkina Faso",5,"Western Africa"
"Hodgkin lymphoma",104,1,1,1,1,14,0,0,320,33,148,.88,.563,"Guatemala",7,"Central America"
"Testis",104,2,1,1,1,15,0,0,144,28,81,.73,.703,"Sri Lanka",12,"South Central Asia"
"Melanoma of skin",104,0,1,1,1,16,0,0,148,16,58,.73,.307,"Chad",2,"Middle Africa"
"Prostate",104,1,1,1,1,17,0,0,268,27,1090,34.58,.699,"Georgia",13,"Western Asia"
"Oropharynx",104,1,1,1,1,18,0,0,218,3,86,.44,.684,"Ecuador",8,"South America"
"Cervix uteri",104,1,1,2,2,19,0,0,192,23,1122,12.83,.698,"Cuba",6,"Caribbean"
"Nasopharynx",104,1,1,2,2,20,0,0,862,4,126,.38,.692,"Venezuela",8,"South America"
"Liver",104,2,1,2,2,21,0,0,499,11,66,4.72,.773,"Montenegro",16,"Southern Europe"
"Kaposi sarcoma",104,3,1,2,2,22,0,0,372,19,6,.1,.881,"Ireland",15,"Northern Europe"
"Vagina",104,2,1,2,2,23,0,0,434,22,9,.28,.79,"Libya",3,"Northern Africa"
"Penis",104,1,1,2,2,24,0,0,8,26,12,.51,.684,"Albania",16,"Southern Europe"
"Gallbladder",104,3,1,2,3,25,0,0,124,12,510,.55,.877,"Canada",9,"Northern America"
"Stomach",104,0,1,2,3,26,0,0,478,7,148,5.22,.467,"Mauritania",5,"Western Africa"
"Oesophagus",104,0,1,2,3,27,0,0,646,6,155,2,.366,"Rwanda",1,"Eastern Africa"
"Salivary glands",104,1,1,2,3,28,0,0,222,2,34,.45,.627,"El Salvador",7,"Central America"
"Hypopharynx",104,0,1,2,3,29,0,0,706,5,19,.23,.285,"Somalia",1,"Eastern Africa"
"Larynx",104,0,1,2,3,30,0,0,90,14,7,1.34,.486,"Solomon Islands",19,"Melanesia"
"Lip, oral cavity",104,1,1,2,3,31,0,0,882,1,3,1.81,.659,"Samoa",21,"Polynesia"
"Ovary",104,1,1,2,3,32,0,0,160,25,61060,5.68,.606,"China",10,"Eastern Asia"
"Vulva",104,2,1,2,3,33,0,0,780,21,8,.61,.726,"Trinidad and Tobago",6,"Caribbean"
"Bladder",105,1,1,1,1,1,0,0,480,30,70,3.06,.692,"Mauritius",1,"Eastern Africa"
"Mesothelioma",105,1,1,1,1,2,0,0,76,18,167,.06,.699,"Brazil",8,"South America"
"Breast",105,2,1,1,1,3,0,0,484,20,31043,39.94,.718,"Mexico",7,"Central America"
"Colorectum",105,2,1,1,1,4,0,0,784,8,550,11.48,.792,"United Arab Emirates",13,"Western Asia"
"Kidney",105,0,1,1,1,5,0,0,231,29,1826,2.21,.315,"Ethiopia",1,"Eastern Africa"
"Leukaemia",105,1,1,1,1,6,0,0,408,36,1389,4.74,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Multiple myeloma",105,0,1,1,1,7,0,0,356,35,16526,1.17,.506,"India",12,"South Central Asia"
"Pancreas",105,1,1,1,1,8,0,0,368,13,766,3.23,.603,"Iraq",13,"Western Asia"
"NHL",105,0,1,1,1,9,0,0,404,34,1680,4.78,.465,"Kenya",1,"Eastern Africa"
"Corpus uteri",105,1,1,1,1,10,0,0,762,24,234,6.02,.573,"Tajikistan",12,"South Central Asia"
"Thyroid",105,3,1,1,1,11,0,0,638,32,39,3.33,.822,"France, La Réunion",1,"Eastern Africa"
"Lung",105,2,1,1,1,12,0,0,52,15,57,9.42,.774,"Barbados",6,"Caribbean"
"Brain, CNS",105,0,1,1,1,13,0,0,430,31,68,2.37,.437,"Liberia",5,"Western Africa"
"Hodgkin lymphoma",105,0,1,1,1,14,0,0,586,33,1870,.86,.462,"Pakistan",12,"South Central Asia"
"Testis",105,1,1,1,1,15,0,0,132,28,3,.72,.583,"Cape Verde",5,"Western Africa"
"Melanoma of skin",105,0,1,1,1,16,0,0,508,16,129,.69,.327,"Mozambique",1,"Eastern Africa"
"Prostate",105,1,1,1,1,17,0,0,498,27,985,34.55,.663,"Moldova",14,"Eastern Europe"
"Oropharynx",105,3,1,1,1,18,0,0,316,3,1,.44,.844,"Guam",20,"Micronesia"
"Cervix uteri",105,1,1,2,2,19,0,0,76,23,18715,12.69,.699,"Brazil",8,"South America"
"Nasopharynx",105,3,1,2,2,20,0,0,250,4,337,.37,.852,"France (metropolitan)",17,"Western Europe"
"Liver",105,2,1,2,2,21,0,0,682,11,1254,4.72,.748,"Saudi Arabia",13,"Western Asia"
"Kaposi sarcoma",105,1,1,2,2,22,0,0,818,19,84,.1,.622,"Egypt",3,"Northern Africa"
"Vagina",105,3,1,2,2,23,0,0,442,22,3,.28,.869,"Luxembourg",17,"Western Europe"
"Penis",105,3,1,2,2,24,0,0,36,26,127,.51,.907,"Australia",18,"Australia/New Zealand"
"Gallbladder",105,0,1,2,3,25,0,0,262,12,4,.54,.375,"Djibouti",1,"Eastern Africa"
"Stomach",105,1,1,2,3,26,0,0,132,7,24,5.09,.583,"Cape Verde",5,"Western Africa"
"Oesophagus",105,3,1,2,3,27,0,0,44,6,10,1.99,.8,"Bahamas",6,"Caribbean"
"Salivary glands",105,0,1,2,3,28,0,0,232,2,11,.45,.427,"Eritrea",1,"Eastern Africa"
"Hypopharynx",105,0,1,2,3,29,0,0,728,5,14,.23,.41,"South Sudan",1,"Eastern Africa"
"Larynx",105,1,1,2,3,30,0,0,764,14,1694,1.34,.669,"Thailand",11,"South-Eastern Asia"
"Lip, oral cavity",105,0,1,2,3,31,0,0,108,1,101,1.79,.311,"Burundi",1,"Eastern Africa"
"Ovary",105,1,1,2,3,32,0,0,496,25,98,5.68,.608,"Mongolia",10,"Eastern Asia"
"Vulva",105,2,1,2,3,33,0,0,152,21,127,.6,.769,"Chile",8,"South America"
"Bladder",106,1,1,1,1,1,0,0,388,30,125,3.03,.692,"Jamaica",6,"Caribbean"
"Mesothelioma",106,1,1,1,1,2,0,0,388,18,2,.06,.692,"Jamaica",6,"Caribbean"
"Breast",106,0,1,1,1,3,0,0,729,20,6631,39.94,.415,"Sudan",3,"Northern Africa"
"Colorectum",106,1,1,1,1,4,0,0,604,8,4943,11.35,.688,"Peru",8,"South America"
"Kidney",106,1,1,1,1,5,0,0,788,29,322,2.21,.664,"Tunisia",3,"Northern Africa"
"Leukaemia",106,1,1,1,1,6,0,0,76,36,11859,4.72,.699,"Brazil",8,"South America"
"Multiple myeloma",106,1,1,1,1,7,0,0,740,35,8,1.17,.682,"Suriname",8,"South America"
"Pancreas",106,0,1,1,1,8,0,0,204,13,208,3.15,.438,"Benin",5,"Western Africa"
"NHL",106,0,1,1,1,9,0,0,384,34,958,4.77,.426,"Côte d'Ivoire",5,"Western Africa"
"Corpus uteri",106,0,1,1,1,10,0,0,516,24,53,5.79,.541,"Namibia",4,"Southern Africa"
"Thyroid",106,0,1,1,1,11,0,0,232,32,83,3.32,.427,"Eritrea",1,"Eastern Africa"
"Lung",106,0,1,1,1,12,0,0,524,15,2431,9.25,.464,"Nepal",12,"South Central Asia"
"Brain, CNS",106,1,1,1,1,13,0,0,480,31,40,2.35,.692,"Mauritius",1,"Eastern Africa"
"Hodgkin lymphoma",106,0,1,1,1,14,0,0,729,33,320,.86,.415,"Sudan",3,"Northern Africa"
"Testis",106,2,1,1,1,15,0,0,458,28,132,.72,.723,"Malaysia",11,"South-Eastern Asia"
"Melanoma of skin",106,0,1,1,1,16,0,0,686,16,59,.69,.41,"Senegal",5,"Western Africa"
"Prostate",106,1,1,1,1,17,0,0,68,27,1935,34.22,.637,"Bolivia",8,"South America"
"Oropharynx",106,2,1,1,1,18,0,0,152,3,124,.41,.769,"Chile",8,"South America"
"Cervix uteri",106,2,1,2,2,19,0,0,348,23,964,12.62,.788,"Hungary",14,"Eastern Europe"
"Nasopharynx",106,2,1,2,2,20,0,0,804,4,233,.37,.717,"Ukraine",14,"Eastern Europe"
"Liver",106,2,1,2,2,21,0,0,152,11,1623,4.69,.769,"Chile",8,"South America"
"Kaposi sarcoma",106,3,1,2,2,22,0,0,246,19,15,.09,.874,"Finland",15,"Northern Europe"
"Vagina",106,0,1,2,2,23,0,0,566,22,173,.28,.45,"Nigeria",5,"Western Africa"
"Penis",106,1,1,2,2,24,0,0,160,26,5973,.49,.606,"China",10,"Eastern Asia"
"Gallbladder",106,3,1,2,3,25,0,0,246,12,89,.53,.874,"Finland",15,"Northern Europe"
"Stomach",106,3,1,2,3,26,0,0,756,7,1039,5.09,.899,"Switzerland",17,"Western Europe"
"Oesophagus",106,3,1,2,3,27,0,0,702,6,234,1.94,.833,"Singapore",11,"South-Eastern Asia"
"Salivary glands",106,2,1,2,3,28,0,0,688,2,87,.45,.726,"Serbia",16,"Southern Europe"
"Hypopharynx",106,1,1,2,3,29,0,0,807,5,9,.23,.688,"North Macedonia",16,"Southern Europe"
"Larynx",106,0,1,2,3,30,0,0,404,14,366,1.32,.465,"Kenya",1,"Eastern Africa"
"Lip, oral cavity",106,1,1,2,3,31,0,0,31,1,209,1.78,.651,"Azerbaijan",13,"Western Asia"
"Ovary",106,0,1,2,3,32,0,0,64,25,20,5.64,.52,"Bhutan",12,"South Central Asia"
"Vulva",106,1,1,2,3,33,0,0,340,21,27,.59,.575,"Honduras",7,"Central America"
"Bladder",107,3,1,1,1,1,0,0,474,30,38,2.95,.859,"France, Martinique",6,"Caribbean"
"Mesothelioma",107,3,1,1,1,2,0,0,630,18,6,.06,.865,"Puerto Rico",6,"Caribbean"
"Breast",107,1,1,1,1,3,0,0,462,20,85,39.84,.63,"Maldives",12,"South Central Asia"
"Colorectum",107,0,1,1,1,4,0,0,332,8,1103,11.31,.446,"Haiti",6,"Caribbean"
"Kidney",107,0,1,1,1,5,0,0,332,29,222,2.18,.446,"Haiti",6,"Caribbean"
"Leukaemia",107,0,1,1,1,6,0,0,116,36,722,4.71,.457,"Cambodia",11,"South-Eastern Asia"
"Multiple myeloma",107,1,1,1,1,7,0,0,360,35,3289,1.15,.615,"Indonesia",11,"South-Eastern Asia"
"Pancreas",107,3,1,1,1,8,0,0,44,13,16,3.13,.8,"Bahamas",6,"Caribbean"
"NHL",107,3,1,1,1,9,0,0,316,34,12,4.74,.844,"Guam",20,"Micronesia"
"Corpus uteri",107,0,1,1,1,10,0,0,404,24,829,5.78,.465,"Kenya",1,"Eastern Africa"
"Thyroid",107,1,1,1,1,11,0,0,408,32,1086,3.3,.595,"Korea, Democratic People Republic of",10,"Eastern Asia"
"Lung",107,3,1,1,1,12,0,0,474,15,90,9,.859,"France, Martinique",6,"Caribbean"
"Brain, CNS",107,1,1,1,1,13,0,0,608,31,2480,2.35,.638,"Philippines",11,"South-Eastern Asia"
"Hodgkin lymphoma",107,2,1,1,1,14,0,0,398,33,168,.85,.714,"Kazakhstan",12,"South Central Asia"
"Testis",107,0,1,1,1,15,0,0,586,28,860,.7,.462,"Pakistan",12,"South Central Asia"
"Melanoma of skin",107,0,1,1,1,16,0,0,894,16,56,.67,.441,"Zambia",1,"Eastern Africa"
"Prostate",107,0,1,1,1,17,0,0,324,27,749,33.97,.356,"Guinea",5,"Western Africa"
"Oropharynx",107,2,1,1,1,18,0,0,458,3,153,.41,.723,"Malaysia",11,"South-Eastern Asia"
"Cervix uteri",107,3,1,2,2,19,0,0,392,23,10958,12.53,.864,"Japan",10,"Eastern Asia"
"Nasopharynx",107,1,1,2,2,20,0,0,807,4,12,.37,.688,"North Macedonia",16,"Southern Europe"
"Liver",107,1,1,2,2,21,0,0,792,11,5039,4.66,.677,"Türkiye",13,"Western Asia"
"Kaposi sarcoma",107,3,1,2,2,22,0,0,276,19,135,.09,.89,"Germany",17,"Western Europe"
"Vagina",107,3,1,2,2,23,0,0,352,22,1,.27,.881,"Iceland",15,"Northern Europe"
"Penis",107,3,1,2,2,24,0,0,756,26,50,.46,.899,"Switzerland",17,"Western Europe"
"Gallbladder",107,1,1,2,3,25,0,0,795,12,27,.53,.666,"Turkmenistan",12,"South Central Asia"
"Stomach",107,1,1,2,3,26,0,0,368,7,1267,5.02,.603,"Iraq",13,"Western Asia"
"Oesophagus",107,0,1,2,3,27,0,0,748,6,13,1.92,.442,"Eswatini",4,"Southern Africa"
"Salivary glands",107,2,1,2,3,28,0,0,100,2,71,.44,.736,"Bulgaria",14,"Eastern Europe"
"Hypopharynx",107,1,1,2,3,29,0,0,51,5,11,.22,.682,"Armenia",13,"Western Asia"
"Larynx",107,0,1,2,3,30,0,0,418,14,74,1.32,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Lip, oral cavity",107,2,1,2,3,31,0,0,512,1,75,1.78,.714,"Oman",13,"Western Asia"
"Ovary",107,0,1,2,3,32,0,0,586,25,4987,5.63,.462,"Pakistan",12,"South Central Asia"
"Vulva",107,2,1,2,3,33,0,0,484,21,475,.56,.718,"Mexico",7,"Central America"
"Bladder",108,0,1,1,1,1,0,0,24,30,491,2.89,.426,"Angola",2,"Middle Africa"
"Mesothelioma",108,0,1,1,1,2,0,0,854,18,16,.06,.303,"Burkina Faso",5,"Western Africa"
"Breast",108,1,1,1,1,3,0,0,222,20,1612,39.65,.627,"El Salvador",7,"Central America"
"Colorectum",108,2,1,1,1,4,0,0,414,8,436,11.16,.78,"Kuwait",13,"Western Asia"
"Kidney",108,1,1,1,1,5,0,0,340,29,180,2.18,.575,"Honduras",7,"Central America"
"Leukaemia",108,0,1,1,1,6,0,0,404,36,1729,4.65,.465,"Kenya",1,"Eastern Africa"
"Multiple myeloma",108,0,1,1,1,7,0,0,384,35,177,1.15,.426,"Côte d'Ivoire",5,"Western Africa"
"Pancreas",108,2,1,1,1,8,0,0,591,13,183,3.07,.744,"Panama",7,"Central America"
"NHL",108,1,1,1,1,9,0,0,558,34,296,4.64,.589,"Nicaragua",7,"Central America"
"Corpus uteri",108,0,1,1,1,10,0,0,768,24,128,5.59,.433,"Togo",5,"Western Africa"
"Thyroid",108,2,1,1,1,11,0,0,434,32,215,3.16,.79,"Libya",3,"Northern Africa"
"Lung",108,0,1,1,1,12,0,0,50,15,13000,8.8,.492,"Bangladesh",12,"South Central Asia"
"Brain, CNS",108,1,1,1,1,13,0,0,68,31,268,2.29,.637,"Bolivia",8,"South America"
"Hodgkin lymphoma",108,0,1,1,1,14,0,0,404,33,422,.85,.465,"Kenya",1,"Eastern Africa"
"Testis",108,1,1,1,1,15,0,0,710,28,225,.7,.619,"South Africa",4,"Southern Africa"
"Melanoma of skin",108,1,1,1,1,16,0,0,12,16,306,.66,.657,"Algeria",3,"Northern Africa"
"Prostate",108,0,1,1,1,17,0,0,450,27,2160,33.39,.464,"Madagascar",1,"Eastern Africa"
"Oropharynx",108,1,1,1,1,18,0,0,807,3,15,.41,.688,"North Macedonia",16,"Southern Europe"
"Cervix uteri",108,1,1,2,2,19,0,0,70,23,263,12.33,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Nasopharynx",108,3,1,2,2,20,0,0,372,4,32,.36,.881,"Ireland",15,"Northern Europe"
"Liver",108,0,1,2,2,21,0,0,894,11,422,4.65,.441,"Zambia",1,"Eastern Africa"
"Kaposi sarcoma",108,2,1,2,2,22,0,0,440,19,8,.09,.785,"Lithuania",15,"Northern Europe"
"Vagina",108,0,1,2,2,23,0,0,418,22,8,.27,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Penis",108,0,1,2,2,24,0,0,404,26,51,.45,.465,"Kenya",1,"Eastern Africa"
"Gallbladder",108,3,1,2,3,25,0,0,376,12,74,.52,.873,"Israel",13,"Western Asia"
"Stomach",108,2,1,2,3,26,0,0,52,7,32,5,.774,"Barbados",6,"Caribbean"
"Oesophagus",108,2,1,2,3,27,0,0,499,6,22,1.91,.773,"Montenegro",16,"Southern Europe"
"Salivary glands",108,3,1,2,3,28,0,0,540,2,2,.43,.852,"New Caledonia",19,"Melanesia"
"Hypopharynx",108,0,1,2,3,29,0,0,180,5,100,.22,.358,"Congo, Democratic Republic of",2,"Middle Africa"
"Larynx",108,1,1,2,3,30,0,0,328,14,11,1.31,.622,"Guyana",8,"South America"
"Lip, oral cavity",108,1,1,2,3,31,0,0,600,1,121,1.78,.662,"Paraguay",8,"South America"
"Ovary",108,0,1,2,3,32,0,0,104,25,1813,5.61,.432,"Myanmar",11,"South-Eastern Asia"
"Vulva",108,1,1,2,3,33,0,0,760,21,45,.56,.607,"Syrian Arab Republic",13,"Western Asia"
"Bladder",109,1,1,1,1,1,0,0,795,30,150,2.88,.666,"Turkmenistan",12,"South Central Asia"
"Mesothelioma",109,0,1,1,1,2,0,0,120,18,8,.05,.458,"Cameroon",2,"Middle Africa"
"Breast",109,1,1,1,1,3,0,0,51,20,1013,39.61,.682,"Armenia",13,"Western Asia"
"Colorectum",109,2,1,1,1,4,0,0,512,8,431,11.09,.714,"Oman",13,"Western Asia"
"Kidney",109,0,1,1,1,5,0,0,232,29,56,2.13,.427,"Eritrea",1,"Eastern Africa"
"Leukaemia",109,1,1,1,1,6,0,0,160,36,81946,4.54,.606,"China",10,"Eastern Asia"
