cancer_label,CSU_RANK,hdi_group,group1,group2,group3,cl_ord,sex,type,country_code,cancer_code,cases,asr,hdi_value,country_label,area_code,area_label
"Melanoma of skin",23,3,1,1,1,16,0,0,376,16,1317,10.81,.873,"Israel",13,"Western Asia"
"Prostate",23,3,1,1,1,17,0,0,208,27,5250,76.74,.89,"Denmark",15,"Northern Europe"
"Oropharynx",23,2,1,1,1,18,0,0,440,3,110,2.31,.785,"Lithuania",15,"Northern Europe"
"Cervix uteri",23,1,1,2,2,19,0,0,710,23,10532,33.18,.619,"South Africa",4,"Southern Africa"
"Nasopharynx",23,0,1,2,2,20,0,0,729,4,539,1.75,.415,"Sudan",3,"Northern Africa"
"Liver",23,0,1,2,2,21,0,0,686,11,1143,11.1,.41,"Senegal",5,"Western Africa"
"Kaposi sarcoma",23,0,1,2,2,22,0,0,384,19,214,1.14,.426,"Côte d'Ivoire",5,"Western Africa"
"Vagina",23,0,1,2,2,23,0,0,706,22,26,.57,.285,"Somalia",1,"Eastern Africa"
"Penis",23,0,1,2,2,24,0,0,116,26,97,1.53,.457,"Cambodia",11,"South-Eastern Asia"
"Gallbladder",23,1,1,2,3,25,0,0,558,12,88,1.44,.589,"Nicaragua",7,"Central America"
"Stomach",23,1,1,2,3,26,0,0,8,7,716,12.63,.684,"Albania",16,"Southern Europe"
"Oesophagus",23,0,1,2,3,27,0,0,728,6,350,5.67,.41,"South Sudan",1,"Eastern Africa"
"Salivary glands",23,3,1,2,3,28,0,0,376,2,99,.77,.873,"Israel",13,"Western Asia"
"Hypopharynx",23,2,1,2,3,29,0,0,144,5,433,1.36,.703,"Sri Lanka",12,"South Central Asia"
"Larynx",23,2,1,2,3,30,0,0,858,14,177,3.11,.749,"Uruguay",8,"South America"
"Lip, oral cavity",23,3,1,2,3,31,0,0,124,1,3414,4.41,.877,"Canada",9,"Northern America"
"Ovary",23,1,1,2,3,32,0,0,360,25,15130,9.75,.615,"Indonesia",11,"South-Eastern Asia"
"Vulva",23,0,1,2,3,33,0,0,894,21,106,1.74,.441,"Zambia",1,"Eastern Africa"
"Bladder",24,2,1,1,1,1,0,0,703,30,1451,11.68,.773,"Slovakia",14,"Eastern Europe"
"Mesothelioma",24,1,1,1,1,2,0,0,710,18,313,.6,.619,"South Africa",4,"Southern Africa"
"Breast",24,3,1,1,1,3,0,0,376,20,4618,78.74,.873,"Israel",13,"Western Asia"
"Colorectum",24,3,1,1,1,4,0,0,380,8,54784,30.56,.85,"Italy",16,"Southern Europe"
"Kidney",24,3,1,1,1,5,0,0,246,29,1118,8.85,.874,"Finland",15,"Northern Europe"
"Leukaemia",24,2,1,1,1,6,0,0,348,36,1387,8.01,.788,"Hungary",14,"Eastern Europe"
"Multiple myeloma",24,3,1,1,1,7,0,0,233,35,112,3.45,.805,"Estonia",15,"Northern Europe"
"Pancreas",24,3,1,1,1,8,0,0,528,13,3490,8.1,.885,"The Netherlands",17,"Western Europe"
"NHL",24,3,1,1,1,9,0,0,756,34,1904,9.79,.899,"Switzerland",17,"Western Europe"
"Corpus uteri",24,3,1,1,1,10,0,0,705,24,394,16.89,.85,"Slovenia",16,"Southern Europe"
"Thyroid",24,2,1,1,1,11,0,0,440,32,336,8.76,.785,"Lithuania",15,"Northern Europe"
"Lung",24,3,1,1,1,12,0,0,392,15,136723,30.47,.864,"Japan",10,"Eastern Asia"
"Brain, CNS",24,3,1,1,1,13,0,0,752,31,926,6.13,.908,"Sweden",15,"Northern Europe"
"Hodgkin lymphoma",24,1,1,1,1,14,0,0,112,33,238,2.45,.699,"Belarus",14,"Eastern Europe"
"Testis",24,1,1,1,1,15,0,0,807,28,77,7.04,.688,"North Macedonia",16,"Southern Europe"
"Melanoma of skin",24,2,1,1,1,16,0,0,703,16,1039,10.5,.773,"Slovakia",14,"Eastern Europe"
"Prostate",24,1,1,1,1,17,0,0,76,27,102519,76.3,.699,"Brazil",8,"South America"
"Oropharynx",24,1,1,1,1,18,0,0,600,3,148,2.28,.662,"Paraguay",8,"South America"
"Cervix uteri",24,0,1,2,2,19,0,0,120,23,2525,33.11,.458,"Cameroon",2,"Middle Africa"
"Nasopharynx",24,0,1,2,2,20,0,0,64,4,12,1.7,.52,"Bhutan",12,"South Central Asia"
"Liver",24,0,1,2,2,21,0,0,90,11,52,10.93,.486,"Solomon Islands",19,"Melanesia"
"Kaposi sarcoma",24,3,1,2,2,22,0,0,44,19,5,1.02,.8,"Bahamas",6,"Caribbean"
"Vagina",24,0,1,2,2,23,0,0,598,22,19,.56,.462,"Papua New Guinea",19,"Melanesia"
"Penis",24,0,1,2,2,24,0,0,524,26,174,1.5,.464,"Nepal",12,"South Central Asia"
"Gallbladder",24,3,1,2,3,25,0,0,638,12,24,1.38,.822,"France, La Réunion",1,"Eastern Africa"
"Stomach",24,3,1,2,3,26,0,0,312,7,124,12.28,.842,"France, Guadeloupe",6,"Caribbean"
"Oesophagus",24,0,1,2,3,27,0,0,586,6,9289,5.52,.462,"Pakistan",12,"South Central Asia"
"Salivary glands",24,0,1,2,3,28,0,0,466,2,73,.76,.334,"Mali",5,"Western Africa"
"Hypopharynx",24,3,1,2,3,29,0,0,312,5,10,1.36,.842,"France, Guadeloupe",6,"Caribbean"
"Larynx",24,2,1,2,3,30,0,0,100,14,432,3.08,.736,"Bulgaria",14,"Eastern Europe"
"Lip, oral cavity",24,3,1,2,3,31,0,0,203,1,955,4.41,.821,"Czechia",14,"Eastern Europe"
"Ovary",24,2,1,2,3,32,0,0,642,25,1788,9.58,.731,"Romania",14,"Eastern Europe"
"Vulva",24,3,1,2,3,33,0,0,752,21,222,1.71,.908,"Sweden",15,"Northern Europe"
"Bladder",25,1,1,1,1,1,0,0,792,30,13125,11.62,.677,"Türkiye",13,"Western Asia"
"Mesothelioma",25,3,1,1,1,2,0,0,392,18,2137,.57,.864,"Japan",10,"Eastern Asia"
"Breast",25,3,1,1,1,3,0,0,756,20,6642,77.42,.899,"Switzerland",17,"Western Europe"
"Colorectum",25,3,1,1,1,4,0,0,203,8,7568,30.54,.821,"Czechia",14,"Eastern Europe"
"Kidney",25,3,1,1,1,5,0,0,724,29,8686,8.8,.837,"Spain",16,"Southern Europe"
"Leukaemia",25,3,1,1,1,6,0,0,540,36,28,7.75,.852,"New Caledonia",19,"Melanesia"
"Multiple myeloma",25,2,1,1,1,7,0,0,258,35,13,3.43,.791,"French Polynesia",21,"Polynesia"
"Pancreas",25,3,1,1,1,8,0,0,578,13,1166,8.08,.917,"Norway",15,"Northern Europe"
"NHL",25,3,1,1,1,9,0,0,724,34,9070,9.63,.837,"Spain",16,"Southern Europe"
"Corpus uteri",25,2,1,1,1,10,0,0,428,24,392,16.17,.767,"Latvia",15,"Northern Europe"
"Thyroid",25,2,1,1,1,11,0,0,242,32,80,8.73,.7,"Fiji",19,"Melanesia"
"Lung",25,2,1,1,1,12,0,0,642,15,11716,30.27,.731,"Romania",14,"Eastern Europe"
"Brain, CNS",25,3,1,1,1,13,0,0,372,31,429,6.05,.881,"Ireland",15,"Northern Europe"
"Hodgkin lymphoma",25,3,1,1,1,14,0,0,233,33,36,2.42,.805,"Estonia",15,"Northern Europe"
"Testis",25,3,1,1,1,15,0,0,724,28,1510,7.01,.837,"Spain",16,"Southern Europe"
"Melanoma of skin",25,3,1,1,1,16,0,0,470,16,79,10.33,.804,"Malta",16,"Southern Europe"
"Prostate",25,3,1,1,1,17,0,0,840,27,230125,75.22,.891,"United States of America",9,"Northern America"
"Oropharynx",25,2,1,1,1,18,0,0,258,3,8,2.24,.791,"French Polynesia",21,"Polynesia"
"Cervix uteri",25,0,1,2,2,19,0,0,180,23,8705,32.91,.358,"Congo, Democratic Republic of",2,"Middle Africa"
"Nasopharynx",25,0,1,2,2,20,0,0,706,4,162,1.61,.285,"Somalia",1,"Eastern Africa"
"Liver",25,0,1,2,2,21,0,0,104,11,6072,10.68,.432,"Myanmar",11,"South-Eastern Asia"
"Kaposi sarcoma",25,0,1,2,2,22,0,0,566,19,1535,1.02,.45,"Nigeria",5,"Western Africa"
"Vagina",25,1,1,2,2,23,0,0,192,22,66,.55,.698,"Cuba",6,"Caribbean"
"Penis",25,3,1,2,2,24,0,0,254,26,2,1.49,.817,"French Guyana",8,"South America"
"Gallbladder",25,0,1,2,3,25,0,0,418,12,72,1.37,.486,"Lao People's Democratic Republic",11,"South-Eastern Asia"
"Stomach",25,1,1,2,3,26,0,0,320,7,1766,12.18,.563,"Guatemala",7,"Central America"
"Oesophagus",25,2,1,2,3,27,0,0,144,6,1884,5.44,.703,"Sri Lanka",12,"South Central Asia"
"Salivary glands",25,3,1,2,3,28,0,0,578,2,77,.75,.917,"Norway",15,"Northern Europe"
"Hypopharynx",25,2,1,2,3,29,0,0,258,5,5,1.33,.791,"French Polynesia",21,"Polynesia"
"Larynx",25,3,1,2,3,30,0,0,724,14,3042,3.08,.837,"Spain",16,"Southern Europe"
"Lip, oral cavity",25,2,1,2,3,31,0,0,428,1,154,4.41,.767,"Latvia",15,"Northern Europe"
"Ovary",25,3,1,2,3,32,0,0,233,25,135,9.39,.805,"Estonia",15,"Northern Europe"
"Vulva",25,3,1,2,3,33,0,0,246,21,140,1.7,.874,"Finland",15,"Northern Europe"
"Bladder",26,2,1,1,1,1,0,0,428,30,521,11.13,.767,"Latvia",15,"Northern Europe"
"Mesothelioma",26,3,1,1,1,2,0,0,40,18,120,.55,.847,"Austria",17,"Western Europe"
"Breast",26,3,1,1,1,3,0,0,474,20,288,77.16,.859,"France, Martinique",6,"Caribbean"
"Colorectum",26,3,1,1,1,4,0,0,705,8,1580,30.49,.85,"Slovenia",16,"Southern Europe"
"Kidney",26,3,1,1,1,5,0,0,705,29,387,8.5,.85,"Slovenia",16,"Southern Europe"
"Leukaemia",26,2,1,1,1,6,0,0,428,36,292,7.74,.767,"Latvia",15,"Northern Europe"
"Multiple myeloma",26,3,1,1,1,7,0,0,250,35,5425,3.39,.852,"France (metropolitan)",17,"Western Europe"
"Pancreas",26,3,1,1,1,8,0,0,380,13,15710,7.98,.85,"Italy",16,"Southern Europe"
"NHL",26,1,1,1,1,9,0,0,604,34,3897,9.58,.688,"Peru",8,"South America"
"Corpus uteri",26,2,1,1,1,10,0,0,100,24,1186,16.01,.736,"Bulgaria",14,"Eastern Europe"
"Thyroid",26,3,1,1,1,11,0,0,705,32,255,8.52,.85,"Slovenia",16,"Southern Europe"
"Lung",26,3,1,1,1,12,0,0,826,15,50700,30.05,.881,"United Kingdom",15,"Northern Europe"
"Brain, CNS",26,2,1,1,1,13,0,0,688,31,849,5.85,.726,"Serbia",16,"Southern Europe"
"Hodgkin lymphoma",26,3,1,1,1,14,0,0,578,33,157,2.42,.917,"Norway",15,"Northern Europe"
"Testis",26,1,1,1,1,15,0,0,70,28,106,6.92,.689,"Bosnia Herzegovina",16,"Southern Europe"
"Melanoma of skin",26,3,1,1,1,16,0,0,352,16,54,9.95,.881,"Iceland",15,"Northern Europe"
"Prostate",26,1,1,1,1,17,0,0,740,27,213,75.15,.682,"Suriname",8,"South America"
"Oropharynx",26,3,1,1,1,18,0,0,124,3,1479,2.17,.877,"Canada",9,"Northern America"
"Cervix uteri",26,0,1,2,2,19,0,0,404,23,5845,32.83,.465,"Kenya",1,"Eastern Africa"
"Nasopharynx",26,0,1,2,2,20,0,0,887,4,387,1.54,.461,"Yemen",13,"Western Asia"
"Liver",26,1,1,2,2,21,0,0,51,11,539,10.65,.682,"Armenia",13,"Western Asia"
"Kaposi sarcoma",26,1,1,2,2,22,0,0,132,19,5,.88,.583,"Cape Verde",5,"Western Africa"
"Vagina",26,0,1,2,2,23,0,0,430,22,10,.55,.437,"Liberia",5,"Western Africa"
"Penis",26,1,1,2,2,24,0,0,558,26,42,1.49,.589,"Nicaragua",7,"Central America"
"Gallbladder",26,1,1,2,3,25,0,0,764,12,1823,1.36,.669,"Thailand",11,"South-Eastern Asia"
"Stomach",26,2,1,2,3,26,0,0,428,7,522,12.11,.767,"Latvia",15,"Northern Europe"
"Oesophagus",26,0,1,2,3,27,0,0,887,6,858,5.41,.461,"Yemen",13,"Western Asia"
"Salivary glands",26,3,1,2,3,28,0,0,208,2,82,.74,.89,"Denmark",15,"Northern Europe"
"Hypopharynx",26,2,1,2,3,29,0,0,688,5,182,1.21,.726,"Serbia",16,"Southern Europe"
"Larynx",26,1,1,2,3,30,0,0,76,14,8867,3.06,.699,"Brazil",8,"South America"
"Lip, oral cavity",26,1,1,2,3,31,0,0,662,1,11,4.39,.693,"Saint Lucia",6,"Caribbean"
"Ovary",26,2,1,2,3,32,0,0,688,25,738,9.34,.726,"Serbia",16,"Southern Europe"
"Vulva",26,3,1,2,3,33,0,0,578,21,103,1.67,.917,"Norway",15,"Northern Europe"
"Bladder",27,2,1,1,1,1,0,0,620,30,3517,11.03,.799,"Portugal",16,"Southern Europe"
"Mesothelioma",27,3,1,1,1,2,0,0,196,18,14,.55,.819,"Cyprus",16,"Southern Europe"
"Breast",27,3,1,1,1,3,0,0,276,20,74016,77.02,.89,"Germany",17,"Western Europe"
"Colorectum",27,2,1,1,1,4,0,0,100,8,5086,30.18,.736,"Bulgaria",14,"Eastern Europe"
"Kidney",27,3,1,1,1,5,0,0,528,29,2978,8.3,.885,"The Netherlands",17,"Western Europe"
"Leukaemia",27,1,1,1,1,6,0,0,222,36,563,7.72,.627,"El Salvador",7,"Central America"
"Multiple myeloma",27,2,1,1,1,7,0,0,620,35,994,3.37,.799,"Portugal",16,"Southern Europe"
"Pancreas",27,2,1,1,1,8,0,0,642,13,3389,7.92,.731,"Romania",14,"Eastern Europe"
"NHL",27,1,1,1,1,9,0,0,818,34,8861,9.57,.622,"Egypt",3,"Northern Africa"
"Corpus uteri",27,2,1,1,1,10,0,0,348,24,1712,15.98,.788,"Hungary",14,"Eastern Europe"
"Thyroid",27,2,1,1,1,11,0,0,858,32,358,8.51,.749,"Uruguay",8,"South America"
"Lung",27,1,1,1,1,12,0,0,192,15,7339,29.75,.698,"Cuba",6,"Caribbean"
"Brain, CNS",27,3,1,1,1,13,0,0,705,31,227,5.79,.85,"Slovenia",16,"Southern Europe"
"Hodgkin lymphoma",27,3,1,1,1,14,0,0,36,33,706,2.37,.907,"Australia",18,"Australia/New Zealand"
"Testis",27,3,1,1,1,15,0,0,352,28,12,6.89,.881,"Iceland",15,"Northern Europe"
"Melanoma of skin",27,2,1,1,1,16,0,0,348,16,1424,8.03,.788,"Hungary",14,"Eastern Europe"
"Prostate",27,3,1,1,1,17,0,0,442,27,443,74.66,.869,"Luxembourg",17,"Western Europe"
"Oropharynx",27,2,1,1,1,18,0,0,191,3,159,2.06,.774,"Croatia",16,"Southern Europe"
"Cervix uteri",27,1,1,2,2,19,0,0,266,23,271,32.48,.626,"Gabon",2,"Middle Africa"
"Nasopharynx",27,0,1,2,2,20,0,0,728,4,113,1.49,.41,"South Sudan",1,"Eastern Africa"
"Liver",27,1,1,2,2,21,0,0,498,11,657,10.07,.663,"Moldova",14,"Eastern Europe"
"Kaposi sarcoma",27,0,1,2,2,22,0,0,466,19,113,.85,.334,"Mali",5,"Western Africa"
"Vagina",27,0,1,2,2,23,0,0,450,22,54,.54,.464,"Madagascar",1,"Eastern Africa"
"Penis",27,0,1,2,2,24,0,0,356,26,10443,1.45,.506,"India",12,"South Central Asia"
"Gallbladder",27,0,1,2,3,25,0,0,598,12,70,1.35,.462,"Papua New Guinea",19,"Melanesia"
"Stomach",27,1,1,2,3,26,0,0,51,7,612,12.1,.682,"Armenia",13,"Western Asia"
"Oesophagus",27,0,1,2,3,27,0,0,706,6,409,5.4,.285,"Somalia",1,"Eastern Africa"
"Salivary glands",27,1,1,2,3,28,0,0,192,2,175,.73,.698,"Cuba",6,"Caribbean"
"Hypopharynx",27,2,1,2,3,29,0,0,643,5,2809,1.17,.734,"Russian Federation",14,"Eastern Europe"
"Larynx",27,2,1,2,3,30,0,0,400,14,233,3.06,.715,"Jordan",13,"Western Asia"
"Lip, oral cavity",27,1,1,2,3,31,0,0,498,1,276,4.36,.663,"Moldova",14,"Eastern Europe"
"Ovary",27,3,1,2,3,32,0,0,44,25,25,9.25,.8,"Bahamas",6,"Caribbean"
"Vulva",27,0,1,2,3,33,0,0,174,21,6,1.64,.475,"Comoros",1,"Eastern Africa"
"Bladder",28,2,1,1,1,1,0,0,100,30,1730,10.73,.736,"Bulgaria",14,"Eastern Europe"
"Mesothelioma",28,3,1,1,1,2,0,0,372,18,59,.54,.881,"Ireland",15,"Northern Europe"
"Breast",28,2,1,1,1,3,0,0,499,20,416,76.54,.773,"Montenegro",16,"Southern Europe"
"Colorectum",28,2,1,1,1,4,0,0,688,8,5489,30.17,.726,"Serbia",16,"Southern Europe"
"Kidney",28,3,1,1,1,5,0,0,300,29,1875,8.19,.826,"Greece",16,"Southern Europe"
"Leukaemia",28,2,1,1,1,6,0,0,620,36,1565,7.69,.799,"Portugal",16,"Southern Europe"
"Multiple myeloma",28,1,1,1,1,7,0,0,275,35,96,3.36,.651,"Gaza Strip and West Bank",13,"Western Asia"
"Pancreas",28,2,1,1,1,8,0,0,32,13,5554,7.9,.781,"Argentina",8,"South America"
"NHL",28,3,1,1,1,9,0,0,392,34,36179,9.44,.864,"Japan",10,"Eastern Asia"
"Corpus uteri",28,3,1,1,1,10,0,0,372,24,700,15.82,.881,"Ireland",15,"Northern Europe"
"Thyroid",28,3,1,1,1,11,0,0,724,32,5233,8.31,.837,"Spain",16,"Southern Europe"
"Lung",28,2,1,1,1,12,0,0,858,15,1752,29.7,.749,"Uruguay",8,"South America"
"Brain, CNS",28,3,1,1,1,13,0,0,208,31,642,5.72,.89,"Denmark",15,"Northern Europe"
"Hodgkin lymphoma",28,2,1,1,1,14,0,0,512,33,127,2.37,.714,"Oman",13,"Western Asia"
"Testis",28,2,1,1,1,15,0,0,499,28,22,6.84,.773,"Montenegro",16,"Southern Europe"
"Melanoma of skin",28,2,1,1,1,16,0,0,499,16,80,7.41,.773,"Montenegro",16,"Southern Europe"
"Prostate",28,3,1,1,1,17,0,0,826,27,55485,74.01,.881,"United Kingdom",15,"Northern Europe"
"Oropharynx",28,3,1,1,1,18,0,0,254,3,6,2.06,.817,"French Guyana",8,"South America"
"Cervix uteri",28,0,1,2,2,19,0,0,384,23,2360,32.04,.426,"Côte d'Ivoire",5,"Western Africa"
"Nasopharynx",28,0,1,2,2,20,0,0,140,4,40,1.39,.328,"Central African Republic",2,"Middle Africa"
"Liver",28,0,1,2,2,21,0,0,562,11,1207,9.8,.273,"Niger",5,"Western Africa"
"Kaposi sarcoma",28,1,1,2,2,22,0,0,604,19,331,.79,.688,"Peru",8,"South America"
"Vagina",28,3,1,2,2,23,0,0,124,22,228,.53,.877,"Canada",9,"Northern America"
"Penis",28,3,1,2,2,24,0,0,616,26,509,1.42,.804,"Poland",14,"Eastern Europe"
"Gallbladder",28,2,1,2,3,25,0,0,32,12,810,1.27,.781,"Argentina",8,"South America"
"Stomach",28,1,1,2,3,26,0,0,795,7,623,12.07,.666,"Turkmenistan",12,"South Central Asia"
"Oesophagus",28,3,1,2,3,27,0,0,372,6,520,5.3,.881,"Ireland",15,"Northern Europe"
"Salivary glands",28,2,1,2,3,28,0,0,398,2,164,.72,.714,"Kazakhstan",12,"South Central Asia"
"Hypopharynx",28,0,1,2,3,29,0,0,586,5,1931,1.13,.462,"Pakistan",12,"South Central Asia"
"Larynx",28,1,1,2,3,30,0,0,364,14,2762,3.03,.67,"Iran, Islamic Republic of",12,"South Central Asia"
"Lip, oral cavity",28,0,1,2,3,31,0,0,104,1,2495,4.35,.432,"Myanmar",11,"South-Eastern Asia"
"Ovary",28,3,1,2,3,32,0,0,124,25,3297,9.22,.877,"Canada",9,"Northern America"
"Vulva",28,2,1,2,3,33,0,0,191,21,103,1.63,.774,"Croatia",16,"Southern Europe"
"Bladder",29,3,1,1,1,1,0,0,840,30,80404,10.45,.891,"United States of America",9,"Northern America"
"Mesothelioma",29,3,1,1,1,2,0,0,724,18,595,.54,.837,"Spain",16,"Southern Europe"
"Breast",29,2,1,1,1,3,0,0,348,20,7694,76.38,.788,"Hungary",14,"Eastern Europe"
"Colorectum",29,2,1,1,1,4,0,0,643,8,83693,29.36,.734,"Russian Federation",14,"Eastern Europe"
"Kidney",29,3,1,1,1,5,0,0,56,29,1924,8.15,.886,"Belgium",17,"Western Europe"
"Leukaemia",29,3,1,1,1,6,0,0,246,36,816,7.68,.874,"Finland",15,"Northern Europe"
"Multiple myeloma",29,3,1,1,1,7,0,0,540,35,14,3.33,.852,"New Caledonia",19,"Melanesia"
"Pancreas",29,3,1,1,1,8,0,0,300,13,2305,7.9,.826,"Greece",16,"Southern Europe"
"NHL",29,3,1,1,1,9,0,0,233,34,255,9.43,.805,"Estonia",15,"Northern Europe"
"Corpus uteri",29,3,1,1,1,10,0,0,630,24,451,15.3,.865,"Puerto Rico",6,"Caribbean"
"Thyroid",29,0,1,1,1,11,0,0,90,32,43,8.3,.486,"Solomon Islands",19,"Melanesia"
"Lung",29,1,1,1,1,12,0,0,51,15,1428,28.95,.682,"Armenia",13,"Western Asia"
"Brain, CNS",29,2,1,1,1,13,0,0,703,31,502,5.65,.773,"Slovakia",14,"Eastern Europe"
"Hodgkin lymphoma",29,1,1,1,1,14,0,0,268,33,105,2.32,.699,"Georgia",13,"Western Asia"
"Testis",29,3,1,1,1,15,0,0,246,28,187,6.78,.874,"Finland",15,"Northern Europe"
"Melanoma of skin",29,3,1,1,1,16,0,0,300,16,1458,7.1,.826,"Greece",16,"Southern Europe"
"Prostate",29,2,1,1,1,17,0,0,780,27,775,73.64,.726,"Trinidad and Tobago",6,"Caribbean"
"Oropharynx",29,1,1,1,1,18,0,0,76,3,5648,2.02,.699,"Brazil",8,"South America"
"Cervix uteri",29,1,1,2,2,19,0,0,600,23,1115,30.61,.662,"Paraguay",8,"South America"
"Nasopharynx",29,2,1,2,2,20,0,0,682,4,547,1.39,.748,"Saudi Arabia",13,"Western Asia"
"Liver",29,1,1,2,2,21,0,0,558,11,598,9.78,.589,"Nicaragua",7,"Central America"
"Kaposi sarcoma",29,0,1,2,2,22,0,0,706,19,80,.74,.285,"Somalia",1,"Eastern Africa"
"Vagina",29,2,1,2,2,23,0,0,348,22,71,.52,.788,"Hungary",14,"Eastern Europe"
"Penis",29,1,1,2,2,24,0,0,740,26,4,1.41,.682,"Suriname",8,"South America"
"Gallbladder",29,3,1,2,3,25,0,0,702,12,155,1.25,.833,"Singapore",11,"South-Eastern Asia"
"Stomach",29,0,1,2,3,26,0,0,104,7,6670,11.77,.432,"Myanmar",11,"South-Eastern Asia"
"Oesophagus",29,1,1,2,3,27,0,0,860,6,1488,4.99,.614,"Uzbekistan",12,"South Central Asia"
"Salivary glands",29,1,1,2,3,28,0,0,417,2,42,.72,.63,"Kyrgyzstan",12,"South Central Asia"
"Hypopharynx",29,3,1,2,3,29,0,0,56,5,257,1.1,.886,"Belgium",17,"Western Europe"
"Larynx",29,2,1,2,3,30,0,0,703,14,299,3.03,.773,"Slovakia",14,"Eastern Europe"
"Lip, oral cavity",29,2,1,2,3,31,0,0,804,1,3292,4.29,.717,"Ukraine",14,"Eastern Europe"
"Ovary",29,1,1,2,3,32,0,0,112,25,746,9.2,.699,"Belarus",14,"Eastern Europe"
"Vulva",29,2,1,2,3,33,0,0,428,21,53,1.63,.767,"Latvia",15,"Northern Europe"
"Bladder",30,3,1,1,1,1,0,0,470,30,125,10.16,.804,"Malta",16,"Southern Europe"
"Mesothelioma",30,2,1,1,1,2,0,0,414,18,19,.48,.78,"Kuwait",13,"Western Asia"
"Breast",30,2,1,1,1,3,0,0,858,20,2185,75.05,.749,"Uruguay",8,"South America"
"Colorectum",30,3,1,1,1,4,0,0,56,8,7949,29.22,.886,"Belgium",17,"Western Europe"
"Kidney",30,2,1,1,1,5,0,0,32,29,4908,8.14,.781,"Argentina",8,"South America"
"Leukaemia",30,3,1,1,1,6,0,0,376,36,947,7.59,.873,"Israel",13,"Western Asia"
"Multiple myeloma",30,3,1,1,1,7,0,0,756,35,733,3.23,.899,"Switzerland",17,"Western Europe"
"Pancreas",30,2,1,1,1,8,0,0,643,13,21842,7.77,.734,"Russian Federation",14,"Eastern Europe"
"NHL",30,3,1,1,1,9,0,0,630,34,546,9.35,.865,"Puerto Rico",6,"Caribbean"
"Corpus uteri",30,1,1,1,1,10,0,0,498,24,541,15.15,.663,"Moldova",14,"Eastern Europe"
"Thyroid",30,2,1,1,1,11,0,0,428,32,234,8.17,.767,"Latvia",15,"Northern Europe"
"Lung",30,3,1,1,1,12,0,0,276,15,62025,28.13,.89,"Germany",17,"Western Europe"
"Brain, CNS",30,3,1,1,1,13,0,0,380,31,6345,5.64,.85,"Italy",16,"Southern Europe"
"Hodgkin lymphoma",30,3,1,1,1,14,0,0,442,33,15,2.3,.869,"Luxembourg",17,"Western Europe"
"Testis",30,3,1,1,1,15,0,0,826,28,2389,6.7,.881,"United Kingdom",15,"Northern Europe"
"Melanoma of skin",30,1,1,1,1,16,0,0,112,16,1103,6.88,.699,"Belarus",14,"Eastern Europe"
"Prostate",30,3,1,1,1,17,0,0,705,27,1765,72.56,.85,"Slovenia",16,"Southern Europe"
"Oropharynx",30,3,1,1,1,18,0,0,40,3,359,2,.847,"Austria",17,"Western Europe"
"Cervix uteri",30,0,1,2,2,19,0,0,24,23,2823,30.4,.426,"Angola",2,"Middle Africa"
"Nasopharynx",30,2,1,2,2,20,0,0,642,4,358,1.3,.731,"Romania",14,"Eastern Europe"
"Liver",30,2,1,2,2,21,0,0,242,11,88,9.74,.7,"Fiji",19,"Melanesia"
"Kaposi sarcoma",30,0,1,2,2,22,0,0,430,19,28,.73,.437,"Liberia",5,"Western Africa"
"Vagina",30,2,1,2,2,23,0,0,780,22,6,.52,.726,"Trinidad and Tobago",6,"Caribbean"
"Penis",30,1,1,2,2,24,0,0,218,26,139,1.39,.684,"Ecuador",8,"South America"
"Gallbladder",30,2,1,2,3,25,0,0,703,12,158,1.23,.773,"Slovakia",14,"Eastern Europe"
"Stomach",30,1,1,2,3,26,0,0,882,7,19,11.7,.659,"Samoa",21,"Polynesia"
"Oesophagus",30,0,1,2,3,27,0,0,356,6,70637,4.96,.506,"India",12,"South Central Asia"
"Salivary glands",30,2,1,2,3,28,0,0,428,2,32,.71,.767,"Latvia",15,"Northern Europe"
"Hypopharynx",30,1,1,2,3,29,0,0,268,5,67,1.03,.699,"Georgia",13,"Western Asia"
"Larynx",30,2,1,2,3,30,0,0,434,14,172,2.96,.79,"Libya",3,"Northern Africa"
"Lip, oral cavity",30,3,1,2,3,31,0,0,578,1,483,4.19,.917,"Norway",15,"Northern Europe"
"Ovary",30,3,1,2,3,32,0,0,826,25,6390,9.2,.881,"United Kingdom",15,"Northern Europe"
"Vulva",30,2,1,2,3,33,0,0,348,21,251,1.58,.788,"Hungary",14,"Eastern Europe"
"Bladder",31,3,1,1,1,1,0,0,250,30,19733,10.08,.852,"France (metropolitan)",17,"Western Europe"
"Mesothelioma",31,3,1,1,1,2,0,0,616,18,401,.48,.804,"Poland",14,"Eastern Europe"
"Breast",31,2,1,1,1,3,0,0,191,20,3108,74.64,.774,"Croatia",16,"Southern Europe"
"Colorectum",31,3,1,1,1,4,0,0,124,8,23725,28.6,.877,"Canada",9,"Northern America"
"Kidney",31,2,1,1,1,5,0,0,804,29,5854,7.97,.717,"Ukraine",14,"Eastern Europe"
"Leukaemia",31,3,1,1,1,6,0,0,203,36,1663,7.44,.821,"Czechia",14,"Eastern Europe"
"Multiple myeloma",31,3,1,1,1,7,0,0,705,35,171,2.98,.85,"Slovenia",16,"Southern Europe"
"Pancreas",31,3,1,1,1,8,0,0,702,13,923,7.69,.833,"Singapore",11,"South-Eastern Asia"
