CI5_volume	id_code	id_label	asr_m	asr_f	mf_ratio	vol_med	flag
10	523300099	Estonia	1.19	0.42	2.83333333333333	1.2938478143551	male_heavy
10	384004199	USA, Delaware	1.49	0.54	2.75925925925926	1.2938478143551	male_heavy
10	221800299	Ecuador, Cuenca	1.13	0.41	2.75609756097561	1.2938478143551	male_heavy
10	415601899	China, Yanting County	3.35	1.24	2.70161290322581	1.2938478143551	male_heavy
10	538000499	Italy, Varese	1.34	0.5	2.68	1.2938478143551	male_heavy
10	207601099	Brazil, Cuiaba	2.4	0.92	2.60869565217391	1.2938478143551	male_heavy
10	479200899	Turkey, Trabzon	0.8	1.25	0.64	1.2938478143551	female_heavy
10	384005099	USA, Alaska	0.76	1.29	0.589147286821705	1.2938478143551	female_heavy
10	143400199	Libya, Benghazi	0.43	0.76	0.565789473684211	1.2938478143551	female_heavy
10	441000899	Republic of Korea, Ulsan	0.62	1.14	0.543859649122807	1.2938478143551	female_heavy
10	538004099	Italy, Lombardy, South, Pavia	0.48	0.9	0.533333333333333	1.2938478143551	female_heavy
10	538003199	Italy, Nuoro	0.27	0.86	0.313953488372093	1.2938478143551	female_heavy
10	479200799	Turkey, Edirne	0.48	1.69	0.284023668639053	1.2938478143551	female_heavy
11	538004199	Italy, Barletta	0.91	0.09	10.1111111111111	1.35897435897436	male_heavy
11	538001999	Italy, Trento	0.94	0.16	5.875	1.35897435897436	male_heavy
11	538003499	Italy, South Tyrol	1.79	0.32	5.59375	1.35897435897436	male_heavy
11	415610599	China, Zhuhai City	2.23	0.58	3.8448275862069	1.35897435897436	male_heavy
11	504000299	Austria, Carinthia	1.09	0.34	3.20588235294118	1.35897435897436	male_heavy
11	435600799	India, Barshi, Paranda, and Bhum	0.63	0.21	3	1.35897435897436	male_heavy
11	564300399	Russian Federation, Karelia	1.24	0.45	2.75555555555556	1.35897435897436	male_heavy
11	572401499	Spain, La Rioja	0.96	0.35	2.74285714285714	1.35897435897436	male_heavy
11	572401399	Spain, Cuenca	0.66	1	0.66	1.35897435897436	female_heavy
11	435601999	India, Mizoram	0.64	0.97	0.65979381443299	1.35897435897436	female_heavy
11	572400499	Spain, Navarra	0.79	1.24	0.637096774193548	1.35897435897436	female_heavy
11	538004599	Italy, Cremona	0.97	1.69	0.57396449704142	1.35897435897436	female_heavy
11	572400999	Spain, Albacete	0.47	0.83	0.566265060240964	1.35897435897436	female_heavy
11	203200899	Argentina, Tierra del Fuego	0.3	0.64	0.46875	1.35897435897436	female_heavy
11	538001599	Italy, Sassari	0.38	0.91	0.417582417582418	1.35897435897436	female_heavy
11	538003999	Italy, Lecco	1.26	3.11	0.405144694533762	1.35897435897436	female_heavy
11	538005099	Italy, Aosta Valley	0.4	1.08	0.37037037037037	1.35897435897436	female_heavy
