id_code	id_label	ethnic_code	sex	CI5_volume	asr	median_asr	ratio	flag
684009945	USA, Hawaii: Hawaiian	45	1	1	22.99	6.95	3.30791366906475	high
470200020	Singapore: Chinese	20	1	1	1.11	6.95	0.159712230215827	low
168600199	Senegal, Dakar	99	1	4	0.78	9.28	0.0840517241379311	low
146600199	Mali, Bamako	99	1	6	0.57	7.755	0.0735009671179884	low
127000099	The Gambia	99	1	6	0.46	7.755	0.0593165699548678	low
180000299	Uganda, Kyadondo County	99	1	7	0.74	8.32	0.0889423076923077	low
146600199	Mali, Bamako	99	1	7	0.7	8.32	0.0841346153846154	low
146600199	Mali, Bamako	99	1	8	1.34	8.64	0.155092592592593	low
180000299	Uganda, Kyadondo County	99	1	8	0.85	8.64	0.0983796296296296	low
127000099	The Gambia	99	1	8	0.31	8.64	0.0358796296296296	low
312400499	Canada, Northwest Territories	99	1	9	1.81	9.055	0.199889563776919	low
180000299	Uganda, Kyadondo County	99	1	9	1.32	9.055	0.145775814467145	low
435601899	India, Sikkim State	99	1	10	1.6	9.34	0.171306209850107	low
145400199	Malawi, Blantyre	99	1	10	0.98	9.34	0.104925053533191	low
171000199	South Africa, Eastern Cape	99	1	10	0.15	9.34	0.0160599571734475	low
171000199	South Africa, Eastern Cape	99	1	11	0.55	9.235	0.0595560368164591	low
435601699	India, Dibrugarh	99	1	12	1.53	8.275	0.184894259818731	low
435602499	India, Meghalaya	99	1	12	1.34	8.275	0.161933534743202	low
435603099	India, West Arunachal	99	1	12	1.34	8.275	0.161933534743202	low
171000199	South Africa, Eastern Cape	99	1	12	1.11	8.275	0.134138972809668	low
470200020	Singapore: Chinese	20	2	1	0.62	5.2	0.119230769230769	low
171600170	Zimbabwe, Bulawayo: African	70	2	2	42.52	5.36	7.93283582089552	high
168600199	Senegal, Dakar	99	2	4	0.24	5.96	0.0402684563758389	low
312400499	Canada, Northwest Territories	99	2	5	0.51	5.04	0.101190476190476	low
127000099	The Gambia	99	2	6	0.88	5.13	0.171539961013645	low
435600799	India, Barshi, Paranda, and Bhum	99	2	7	0.89	5.43	0.16390423572744	low
127000099	The Gambia	99	2	8	0.37	5.595	0.0661304736371761	low
145400199	Malawi, Blantyre	99	2	10	0.92	6.09	0.151067323481117	low
171000199	South Africa, Eastern Cape	99	2	10	0.37	6.09	0.0607553366174056	low
312401399	Canada, Nunavut	99	2	11	1.11	6.145	0.180634662327095	low
435600699	India, Poona	99	2	11	1.11	6.145	0.180634662327095	low
171000199	South Africa, Eastern Cape	99	2	11	0.17	6.145	0.0276647681041497	low
171000199	South Africa, Eastern Cape	99	2	12	1.03	5.62	0.183274021352313	low
435601699	India, Dibrugarh	99	2	12	0.95	5.62	0.169039145907473	low
435602499	India, Meghalaya	99	2	12	0.95	5.62	0.169039145907473	low
415623599	China, Wangdu County	99	2	12	0.71	5.62	0.126334519572954	low
