"id","name","country_id","state_id","zone_id","latitude","longitude","created_at","updated_at"
"1","Andkhvoy","2","8","3","36.931659","65.101494",NULL,NULL
"2","Asadabad","2","19","0","34.866000","71.150005",NULL,NULL
"3","Aybak","2","28","0","36.261000","68.040001",NULL,NULL
"4","Baghlan","2","6","3","36.139330","68.699259",NULL,NULL
"5","Balkh","2","2","3","36.750120","66.899730",NULL,NULL
"6","Bamian","2","3","0","34.821064","67.521036",NULL,NULL
"7","Baraki Barak","2","21","3","33.966702","68.966704",NULL,NULL
"8","Chaghcharan","2","10","0","34.516701","65.250001",NULL,NULL
"9","Charikar","2","25","3","35.018262","69.167912",NULL,NULL
"10","Farah","2","7","3","32.391730","62.096819",NULL,NULL
"11","Feyzabad","2","5","3","37.129761","70.579247",NULL,NULL
"12","Gardiz","2","27","3","33.600054","69.214628",NULL,NULL
"13","Ghazni","2","9","3","33.563312","68.417829",NULL,NULL
"14","Herat","2","12","3","34.330009","62.169993",NULL,NULL
"15","Jalalabad","2","22","3","34.441527","70.436103",NULL,NULL
"16","Kabul","2","14","3","34.516690","69.183260",NULL,NULL
"17","Kandahar","2","15","3","31.610020","65.694946",NULL,NULL
"18","Karokh","2","12","3","34.486770","62.591776",NULL,NULL
"19","Kondoz","2","17","3","36.727951","68.872530",NULL,NULL
"20","Lashkar Gah","2","11","0","31.582998","64.360000",NULL,NULL
"21","Mahmud-E Eraqi","2","16","0","35.016696","69.333301",NULL,NULL
"22","Mayda Shahr","2","32","0","34.450002","68.799997",NULL,NULL
"23","Mazar-e Sharif","2","2","3","36.699994","67.100028",NULL,NULL
"24","Mehtar Lam","2","20","3","34.650000","70.166701",NULL,NULL
"25","Meymaneh","2","8","0","35.930222","64.770093",NULL,NULL
"26","Pol-e Khomri","2","6","3","35.951073","68.701119",NULL,NULL
"27","Qala i Naw","2","4","0","34.983000","63.133300",NULL,NULL
"28","Qalat","2","33","3","32.112263","66.886759",NULL,NULL
"29","Sheberghan","2","13","3","36.657981","65.738302",NULL,NULL
"30","Taloqan","2","30","3","36.729999","69.540004",NULL,NULL
"31","Zaranj","2","23","0","31.112001","61.886998",NULL,NULL
"32","Zareh Sharan","2","26","3","32.850000","68.416705",NULL,NULL
"33","Ambriz","3","34","0","-7.854987","13.125028",NULL,NULL
"34","Benguela","3","35","8","-12.578265","13.407233",NULL,NULL
"35","Cabinda","3","37","8","-5.559623","12.189995",NULL,NULL
"36","Cacolo","3","45","0","-10.149627","19.260002",NULL,NULL
"37","Calulo","3","41","0","-9.999611","14.900010",NULL,NULL
"38","Camabatela","3","40","8","-8.189592","15.370007",NULL,NULL
"39","Cangamba","3","48","0","-13.699591","19.860017",NULL,NULL
"40","Capenda-Camulemba","3","44","0","-9.419594","18.430027",NULL,NULL
"41","Caxito","3","34","8","-8.579542","13.659982",NULL,NULL
"42","Cazombo","3","48","0","-11.889573","22.900039",NULL,NULL
"43","Chitado","3","39","0","-17.319629","13.920018",NULL,NULL
"44","Cubal","3","35","0","-13.039580","14.239999",NULL,NULL
"45","Cuito Caunavale","3","38","0","-15.159606","19.169982",NULL,NULL
"46","Dondo","3","40","0","-9.690017","14.430013",NULL,NULL
"47","Dundo","3","44","0","-7.380029","20.829984",NULL,NULL
"48","Huambo","3","42","8","-12.749985","15.760009",NULL,NULL
"49","Lobito","3","35","8","-12.370009","13.541230",NULL,NULL
"50","Luanda","3","46","8","-8.838286","13.234427",NULL,NULL
"51","Luau","3","48","8","-10.709541","22.230002",NULL,NULL
"52","Lucapa","3","44","8","-8.419604","20.740015",NULL,NULL
"53","Luena","3","48","8","-11.790044","19.900015",NULL,NULL
"54","Luiana","3","38","0","-17.369548","22.999981",NULL,NULL
"55","Lumbala Nguimbo","3","48","0","-14.099619","21.440024",NULL,NULL
"56","Malanje","3","47","8","-9.540000","16.340026",NULL,NULL
"57","Mavinga","3","38","0","-15.789541","20.360039",NULL,NULL
"58","Mbanza-Congo","3","51","8","-6.269606","14.239999",NULL,NULL
"59","Menongue","3","38","8","-14.666613","17.699994",NULL,NULL
"60","Muconda","3","45","0","-10.599626","21.319980",NULL,NULL
"61","Mucusso","3","38","0","-18.019534","21.429999",NULL,NULL
"62","Namibe","3","49","8","-15.190043","12.160022",NULL,NULL
"63","Ndalatando","3","40","8","-9.299550","14.909984",NULL,NULL
"64","Nzeto","3","51","8","-7.229599","12.860031",NULL,NULL
"65","Ondjiva","3","39","8","-17.069618","15.730037",NULL,NULL
"66","Quibala","3","41","8","-10.729592","14.979954",NULL,NULL
"67","Saurimo","3","45","8","-9.659580","20.390011",NULL,NULL
"68","Soyo","3","51","8","-6.129614","12.369984",NULL,NULL
"69","Sumbe","3","41","8","-11.210028","13.849997",NULL,NULL
"70","Tombua","3","49","0","-15.800032","11.859989",NULL,NULL
"71","Waku Kungo","3","41","8","-11.359528","15.119997",NULL,NULL
"72","Xangongo","3","39","0","-16.740026","14.969980",NULL,NULL
"73","Berat","6","83","6","40.709997","19.972000",NULL,NULL
"74","Corovode","6","83","6","40.516704","20.233297",NULL,NULL
"75","Elbasan","6","86","6","41.121507","20.083828",NULL,NULL
"76","Fier","6","79","6","40.730004","19.573003",NULL,NULL
"77","Gramsh","6","86","6","40.866696","20.199997",NULL,NULL
"78","Librazhd","6","86","6","41.200002","20.366704",NULL,NULL
"79","Lushnje","6","79","6","40.940001","19.716003",NULL,NULL
"80","Pogradec","6","80","0","40.899996","20.664001",NULL,NULL
"81","Abu Dhabi","8","98","2","24.466684","54.366593",NULL,NULL
"82","Al Ayn","8","98","2","24.230471","55.739998",NULL,NULL
"83","Al Fujayrah","8","100","2","25.123439","56.337481",NULL,NULL
"84","Dubai","8","99","2","25.229996","55.279974",NULL,NULL
"85","Jabal Ali","8","99","0","24.976239","55.010740",NULL,NULL
"86","Ras al Khaymah","8","101","2","25.791538","55.942776",NULL,NULL
"87","Sharjah","8","102","2","25.371383","55.406478",NULL,NULL
"88","Umm al Qaywayn","8","103","2","25.565273","55.553343",NULL,NULL
"89","28 de Noviembre","9","129","0","-51.650040","-72.300016",NULL,NULL
"90","Abra Pampa","9","128","0","-22.716664","-65.699980",NULL,NULL
"91","Alto Rio Sanguer","9","124","0","-45.033286","-70.833284",NULL,NULL
"92","Anatuya","9","112","0","-28.466132","-62.833307",NULL,NULL
"93","Azul","9","108","19","-36.779630","-59.870000",NULL,NULL
"94","Bahia Blanca","9","108","19","-38.740027","-62.265021",NULL,NULL
"95","Balcarce","9","108","0","-37.833312","-58.249995",NULL,NULL
"96","Belen","9","115","0","-27.649593","-67.033283",NULL,NULL
"97","Buenos Aires","9","108","19","-34.602502","-58.397531",NULL,NULL
"98","Cafayate","9","106","21","-26.082918","-65.966604",NULL,NULL
"99","Campana","9","108","19","-34.159996","-58.959978",NULL,NULL
"100","Carhue","9","108","0","-37.182861","-62.733313",NULL,NULL
"101","Catamarca","9","115","24","-28.470008","-65.780001",NULL,NULL
"102","Cerrillos","9","106","0","-24.899631","-65.483300",NULL,NULL
"103","Chacabuco","9","108","19","-34.650044","-60.489988",NULL,NULL
"104","Chamical","9","111","0","-30.349583","-66.316660",NULL,NULL
"105","Charata","9","113","0","-27.216286","-61.199996",NULL,NULL
"106","Chascomus","9","108","0","-35.566215","-58.016624",NULL,NULL
"107","Chepes","9","111","0","-31.349987","-66.599951",NULL,NULL
"108","Chilecito","9","111","0","-29.165521","-67.499999",NULL,NULL
"109","Chivilcoy","9","108","19","-34.899951","-60.039989",NULL,NULL
"110","Chumbicha","9","115","0","-28.866624","-66.233306",NULL,NULL
"111","Comandante Fontana","9","119","0","-25.333300","-59.683319",NULL,NULL
"112","Comodoro Rivadavia","9","124","24","-45.870031","-67.499999",NULL,NULL
"113","Comondante Luis Piedrabuena","9","129","0","-49.974549","-68.903473",NULL,NULL
"114","Coronel Suarez","9","108","19","-37.466616","-61.916619",NULL,NULL
"115","Corrientes","9","126","20","-27.489964","-58.809987",NULL,NULL
"116","Darregueira","9","108","0","-37.699574","-63.166594",NULL,NULL
"117","Doctor Pedro P. Pena","9","119","0","-22.479986","-62.299981",NULL,NULL
"118","Dolores","9","108","19","-36.330045","-57.689978",NULL,NULL
"119","El Calafate","9","129","29","-50.333324","-72.300016",NULL,NULL
"120","El Maiten","9","124","0","-42.050006","-71.166623",NULL,NULL
"121","Eldorado","9","118","0","-26.200017","-54.599985",NULL,NULL
"122","Esquel","9","124","0","-42.900031","-71.316614",NULL,NULL
"123","Formosa","9","119","20","-26.172835","-58.182816",NULL,NULL
"124","Frias","9","112","0","-28.649583","-65.149987",NULL,NULL
"125","Gastre","9","124","0","-42.282963","-69.233304",NULL,NULL
"126","General Guemes","9","106","0","-24.666622","-65.049968",NULL,NULL
"127","General Pico","9","116","21","-35.659595","-63.770020",NULL,NULL
"128","Gobernador Gregores","9","129","0","-48.766598","-70.250012",NULL,NULL
"129","Goya","9","126","20","-29.139993","-59.269985",NULL,NULL
"130","Humahuaca","9","128","0","-23.199993","-65.349949",NULL,NULL
"131","Ingeniero Guillermo N. Juarez","9","119","0","-23.900002","-61.849982",NULL,NULL
"132","Joaquin V. Gonzalez","9","106","0","-25.083341","-64.183354",NULL,NULL
"133","Juan Jose Castelli","9","113","0","-25.949541","-60.616647",NULL,NULL
"134","Juarez","9","108","0","-37.665519","-59.800030",NULL,NULL
"135","Junin","9","108","19","-34.584570","-60.958874",NULL,NULL
"136","La Paz","9","117","0","-33.466137","-67.549996",NULL,NULL
"137","La Plata","9","108","19","-34.909615","-57.959961",NULL,NULL
"138","La Rioja","9","111","25","-29.409950","-66.849961",NULL,NULL
"139","Las Heras","9","117","0","-32.825039","-68.801677",NULL,NULL
"140","Las Lomitas","9","119","0","-24.699592","-60.600007",NULL,NULL
"141","Las Plumas","9","124","0","-43.416279","-67.249988",NULL,NULL
"142","Libertador General San Martin","9","128","22","-23.819542","-64.789984",NULL,NULL
"143","Lincoln","9","108","19","-34.880004","-61.539949",NULL,NULL
"144","Lobos","9","108","0","-35.184895","-59.094672",NULL,NULL
"145","Los Blancos","9","106","0","-23.599607","-62.600040",NULL,NULL
"146","Lujan","9","108","19","-34.579609","-59.109994",NULL,NULL
"147","Malargue","9","117","0","-35.466118","-69.583309",NULL,NULL
"148","Mar de Ajo","9","108","0","-36.716223","-56.676603",NULL,NULL
"149","Mar del Plata","9","108","19","-38.000020","-57.579984",NULL,NULL
"150","Mendoza","9","117","27","-32.883330","-68.816611",NULL,NULL
"151","Mercedes","9","126","20","-29.179577","-58.079980",NULL,NULL
"152","Monte Quemado","9","112","0","-25.799628","-62.866587",NULL,NULL
"153","Necochea","9","108","19","-38.559986","-58.749990",NULL,NULL
"154","Nueve de Julio","9","108","19","-35.445964","-60.889989",NULL,NULL
"155","Olavarria","9","108","19","-36.900036","-60.329997",NULL,NULL
"156","Pampa del Infierno","9","113","0","-26.516587","-61.166587",NULL,NULL
"157","Paso Rio Mayo","9","124","0","-45.683376","-70.266574",NULL,NULL
"158","Pedro Luro","9","108","0","-39.483341","-62.683316",NULL,NULL
"159","Pergamino","9","108","19","-33.899599","-60.569983",NULL,NULL
"160","Perito Moreno","9","129","0","-46.600012","-70.933355",NULL,NULL
"161","Posadas","9","118","20","-27.357832","-55.885107",NULL,NULL
"162","Presidencia Roque Saenz Pena","9","113","20","-26.790007","-60.450016",NULL,NULL
"163","Puerto Deseado","9","129","0","-47.750020","-65.899967",NULL,NULL
"164","Puerto Madryn","9","124","24","-42.770013","-65.040020",NULL,NULL
"165","Puerto San Julian","9","129","0","-49.300002","-67.716652",NULL,NULL
"166","Punta Alta","9","108","19","-38.879967","-62.079968",NULL,NULL
"167","Rafaela","9","122","20","-31.250045","-61.499978",NULL,NULL
"168","Rawson","9","124","24","-43.300007","-65.099990",NULL,NULL
"169","Reconquista","9","122","20","-29.139528","-59.650013",NULL,NULL
"170","Resistencia","9","113","20","-27.459992","-58.990028",NULL,NULL
"171","Rinconada","9","128","0","-22.432909","-66.166592",NULL,NULL
"172","Rio Colorado","9","116","0","-38.966576","-64.083283",NULL,NULL
"173","Rio Gallegos","9","129","29","-51.633297","-69.216587",NULL,NULL
"174","Rio Grande","9","125","0","-53.791446","-67.698995",NULL,NULL
"175","Rodeo","9","114","0","-30.215586","-69.139951",NULL,NULL
"176","Rosario","9","122","20","-32.951130","-60.666308",NULL,NULL
"177","Salta","9","106","21","-24.783359","-65.416638",NULL,NULL
"178","San Antonio de los Cobres","9","106","21","-24.182931","-66.350018",NULL,NULL
"179","San Juan","9","114","26","-31.550026","-68.519988",NULL,NULL
"180","San Justo","9","122","0","-30.782890","-60.583289",NULL,NULL
"181","San Lorenzo","9","126","20","-28.120003","-58.769989",NULL,NULL
"182","San Luis","9","109","28","-33.299997","-66.350018",NULL,NULL
"183","San Martin","9","117","27","-33.069985","-68.490016",NULL,NULL
"184","San Nicolas","9","108","19","-33.330021","-60.240003",NULL,NULL
"185","San Pedro","9","128","22","-24.219621","-64.870005",NULL,NULL
"186","San Rafael","9","117","27","-34.600021","-68.333333",NULL,NULL
"187","San Ramon de la Nueva Oran","9","106","21","-23.139997","-64.320012",NULL,NULL
"188","San Salvador de Jujuy","9","128","22","-24.183344","-65.300030",NULL,NULL
"189","Santa Fe","9","122","20","-31.623872","-60.690001",NULL,NULL
"190","Santa Rosa","9","116","21","-36.620001","-64.299988",NULL,NULL
"191","Santiago del Estero","9","112","20","-27.783331","-64.266656",NULL,NULL
"192","Sarmiento","9","124","0","-45.600022","-69.083313",NULL,NULL
"193","Sunchales","9","122","0","-30.932906","-61.566614",NULL,NULL
"194","Susques","9","128","0","-23.416673","-66.483317",NULL,NULL
"195","Tandil","9","108","19","-37.320010","-59.150044",NULL,NULL
"196","Tartagal","9","106","21","-22.550007","-63.810018",NULL,NULL
"197","Telsen","9","124","0","-42.399597","-66.950007",NULL,NULL
"198","Tinogasta","9","115","0","-28.066621","-67.566584",NULL,NULL
"199","Trelew","9","124","24","-43.250036","-65.329951",NULL,NULL
"200","Tres Arroyos","9","108","19","-38.369972","-60.269949",NULL,NULL
"201","Tunuyan","9","117","0","-33.566182","-69.016676",NULL,NULL
"202","Ushuaia","9","125","30","-54.790003","-68.310001",NULL,NULL
"203","Uspallata","9","117","0","-32.593115","-69.345985",NULL,NULL
"204","Veinticinco de Mayo","9","108","19","-35.429996","-60.179981",NULL,NULL
"205","Venado Tuerto","9","122","20","-33.749582","-61.970001",NULL,NULL
"206","Vera","9","122","0","-29.466174","-60.216593",NULL,NULL
"207","Victorica","9","116","0","-36.216253","-65.450021",NULL,NULL
"208","Viedma","9","108","19","-40.799953","-63.000015",NULL,NULL
"209","Villa Angela","9","113","0","-27.583292","-60.716666",NULL,NULL
"210","Villa Constitucion","9","122","20","-33.230027","-60.350022",NULL,NULL
"211","Villalonga","9","108","0","-39.882851","-62.583322",NULL,NULL
"212","Yacuiba","9","106","61","-22.030039","-63.699998",NULL,NULL
"213","Zarate","9","108","19","-34.089561","-59.040024",NULL,NULL
"214","Artashat","10","131","7","39.953889","44.550556",NULL,NULL
"215","Ashtarak","10","130","7","40.301667","44.359167",NULL,NULL
"216","Gavarr","10","134","7","40.358889","45.126667",NULL,NULL
"217","Gyumri","10","137","7","40.789434","43.847494",NULL,NULL
"218","Ijevan","10","139","7","40.875556","45.149167",NULL,NULL
"219","Vanadzor","10","136","7","40.812766","44.488282",NULL,NULL
"220","Yeghegnadzor","10","140","7","39.761111","45.333333",NULL,NULL
"221","Yerevan","10","133","7","40.181151","44.513551",NULL,NULL
"222","Adelaide","15","164","42","-34.934988","138.600005",NULL,NULL
"223","Adelaide River","15","162","0","-13.249541","131.099998",NULL,NULL
"224","Albany","15","167","44","-35.016947","117.891605",NULL,NULL
"225","Albury","15","161","38","-36.060035","146.920014",NULL,NULL
"226","Alice Springs","15","162","43","-23.700996","133.880035",NULL,NULL
"227","Andamooka","15","164","0","-30.430973","137.165570",NULL,NULL
"228","Ararat","15","166","37","-37.279548","142.909974",NULL,NULL
"229","Armidale","15","161","38","-30.512312","151.667476",NULL,NULL
"230","Atherton","15","163","40","-17.270278","145.469353",NULL,NULL
"231","Ayr","15","163","40","-19.570241","147.399468",NULL,NULL
"232","Bairnsdale","15","166","37","-37.829591","147.609998",NULL,NULL
"233","Ballarat","15","166","37","-37.559582","143.840047",NULL,NULL
"234","Ballina","15","161","38","-28.861353","153.567980",NULL,NULL
"235","Barcaldine","15","163","0","-23.566173","145.283370",NULL,NULL
"236","Batemans Bay","15","161","38","-35.689619","150.207307",NULL,NULL
"237","Bathurst","15","161","0","-33.419628","149.570033",NULL,NULL
"238","Bedourie","15","163","0","-24.349587","139.466619",NULL,NULL
"239","Bendigo","15","166","37","-36.759993","144.280020",NULL,NULL
"240","Berri","15","164","42","-34.282935","140.600038",NULL,NULL
"241","Bicheno","15","165","0","-41.878388","148.288612",NULL,NULL
"242","Biloela","15","163","40","-24.393564","150.496075",NULL,NULL
"243","Birdsville","15","163","0","-25.899622","139.366625",NULL,NULL
"244","Bongaree","15","163","40","-27.078723","153.150900",NULL,NULL
"245","Bordertown","15","164","42","-36.316195","140.766643",NULL,NULL
"246","Boulia","15","163","0","-22.899598","139.900029",NULL,NULL
"247","Bourke","15","161","38","-30.100000","145.933333",NULL,NULL
"248","Bowen","15","163","40","-20.001326","148.208669",NULL,NULL
"249","Brisbane","15","163","40","-27.455031","153.035093",NULL,NULL
"250","Broken Hill","15","161","39","-31.949950","141.433114",NULL,NULL
"251","Broome","15","167","44","-17.961771","122.230768",NULL,NULL
"252","Bunbury","15","167","44","-33.344284","115.650243",NULL,NULL
"253","Bundaberg","15","163","40","-24.879064","152.350897",NULL,NULL
"254","Burketown","15","163","0","-17.716090","139.566613",NULL,NULL
"255","Burnie","15","165","35","-41.066603","145.916664",NULL,NULL
"256","Busselton","15","167","44","-33.656409","115.348659",NULL,NULL
"257","Byron Bay","15","161","38","-28.656508","153.612887",NULL,NULL
"258","Caboolture","15","163","40","-27.082961","152.949982",NULL,NULL
"259","Cairns","15","163","40","-16.887840","145.763331",NULL,NULL
"260","Caloundra","15","163","40","-26.800032","153.133330",NULL,NULL
"261","Camooweal","15","163","0","-19.916731","138.116675",NULL,NULL
"262","Carnarvon","15","167","44","-24.899838","113.650107",NULL,NULL
"263","Ceduna","15","164","42","-32.099135","133.662267",NULL,NULL
"264","Central Coast","15","161","0","-33.420041","151.300005",NULL,NULL
"265","Charleville","15","163","0","-26.400005","146.250029",NULL,NULL
"266","Charters Towers","15","163","40","-20.080907","146.258710",NULL,NULL
"267","Clare","15","164","42","-33.832885","138.600005",NULL,NULL
"268","Cloncurry","15","163","0","-20.699991","140.499992",NULL,NULL
"269","Cobram","15","166","0","-35.919631","145.650014",NULL,NULL
"270","Coffs Harbour","15","161","40","-30.307053","153.112297",NULL,NULL
"271","Colac","15","166","37","-38.339534","143.580011",NULL,NULL
"272","Cooma","15","161","38","-36.239559","149.120035",NULL,NULL
"273","Cowell","15","164","0","-33.682868","136.916645",NULL,NULL
"274","Cowra","15","161","38","-33.829629","148.680010",NULL,NULL
"275","Cranbourne","15","166","37","-38.099601","145.283370",NULL,NULL
"276","Dalby","15","163","40","-27.193858","151.265743",NULL,NULL
"277","Darwin","15","162","43","-12.425354","130.850039",NULL,NULL
"278","Deniliquin","15","161","38","-35.529577","144.950005",NULL,NULL
"279","Derby","15","167","44","-17.299992","123.966634",NULL,NULL
"280","Devonport","15","165","35","-41.192668","146.331102",NULL,NULL
"281","Dubbo","15","161","38","-32.259957","148.597327",NULL,NULL
"282","Echuca","15","161","38","-36.129592","144.750017",NULL,NULL
"283","Eidsvold","15","163","0","-25.366218","151.133348",NULL,NULL
"284","Emerald","15","163","40","-23.512222","148.167328",NULL,NULL
"285","Erldunda","15","162","0","-25.233306","133.199973",NULL,NULL
"286","Esperance","15","167","44","-33.857307","121.888897",NULL,NULL
"287","Exmouth","15","167","0","-21.931100","114.123347",NULL,NULL
"288","Forbes","15","161","38","-33.389604","148.019998",NULL,NULL
"289","Forster-Tuncurry","15","161","38","-32.193140","152.526648",NULL,NULL
"290","Gawler","15","164","42","-34.607359","138.726354",NULL,NULL
"291","Geelong","15","166","37","-38.167495","144.395634",NULL,NULL
"292","Georgetown","15","163","0","-18.300034","143.533295",NULL,NULL
"293","Geraldton","15","167","44","-28.766630","114.599971",NULL,NULL
"294","Gingin","15","167","0","-31.349574","115.900047",NULL,NULL
"295","Gladstone","15","163","40","-23.853339","151.246726",NULL,NULL
"296","Gold Coast","15","163","40","-28.081504","153.448246",NULL,NULL
"297","Goondiwindi","15","161","0","-28.554809","150.325284",NULL,NULL
"298","Goulburn","15","161","38","-34.749573","149.710179",NULL,NULL
"299","Grafton","15","161","38","-29.711999","152.937683",NULL,NULL
"300","Griffith","15","161","38","-34.290014","146.040016",NULL,NULL
"301","Gunnedah","15","161","38","-30.987012","150.262290",NULL,NULL
"302","Gympie","15","163","40","-26.188597","152.670929",NULL,NULL
"303","Halls Creek","15","167","44","-18.266703","127.766713",NULL,NULL
"304","Hamilton","15","166","37","-37.731200","142.023413",NULL,NULL
"305","Hervey Bay","15","163","0","-25.288703","152.840944",NULL,NULL
"306","Hobart","15","165","35","-42.850009","147.295030",NULL,NULL
"307","Horsham","15","166","37","-36.709608","142.190018",NULL,NULL
"308","Hughenden","15","163","0","-20.850008","144.200025",NULL,NULL
"309","Ingham","15","163","40","-18.649574","146.166623",NULL,NULL
"310","Innisfail","15","163","40","-17.531347","146.038672",NULL,NULL
"311","Inverell","15","161","38","-29.766776","151.112574",NULL,NULL
"312","Ivanhoe","15","161","0","-32.899608","144.300019",NULL,NULL
"313","Kalbarri","15","167","44","-27.666181","114.166664",NULL,NULL
"314","Kalgoorlie","15","167","44","-30.735399","121.460017",NULL,NULL
"315","Kaltukatjara","15","162","0","-25.788414","128.997335",NULL,NULL
"316","Karratha","15","167","44","-20.730377","116.870013",NULL,NULL
"317","Karumba","15","163","0","-17.483340","140.833409",NULL,NULL
"318","Katanning","15","167","44","-33.699559","117.550075",NULL,NULL
"319","Katherine","15","162","43","-14.466625","132.266593",NULL,NULL
"320","Katoomba","15","161","38","-33.706949","150.320013",NULL,NULL
"321","Kempsey","15","161","38","-31.087367","152.822031",NULL,NULL
"322","Kiama","15","161","38","-34.709575","150.840033",NULL,NULL
"323","Kimba","15","164","0","-33.149619","136.433367",NULL,NULL
"324","Kingaroy","15","163","40","-26.538963","151.840592",NULL,NULL
"325","Kingoonya","15","164","0","-30.899575","135.300000",NULL,NULL
"326","Kingston","15","165","35","-42.991137","147.308414",NULL,NULL
"327","Kingston South East","15","164","0","-36.832805","139.850058",NULL,NULL
"328","Kununurra","15","167","44","-15.766597","128.733320",NULL,NULL
"329","Kwinana","15","167","44","-32.239390","115.770236",NULL,NULL
"330","Launceston","15","165","35","-41.449836","147.130182",NULL,NULL
"331","Laverton","15","167","0","-28.627001","122.404043",NULL,NULL
"332","Leeton","15","161","38","-34.544934","146.397307",NULL,NULL
"333","Leonara","15","167","0","-28.881507","121.328036",NULL,NULL
"334","Lismore","15","161","38","-28.816653","153.293113",NULL,NULL
"335","Lithgow","15","161","38","-33.496109","150.152788",NULL,NULL
"336","Longreach","15","163","0","-23.449591","144.250048",NULL,NULL
"337","Mackay","15","163","40","-21.143892","149.150007",NULL,NULL
"338","Maitland","15","161","38","-32.720963","151.555028",NULL,NULL
"339","Mandurah","15","167","44","-32.523483","115.747057",NULL,NULL
"340","Manjimup","15","167","44","-34.233325","116.150006",NULL,NULL
"341","Maryborough","15","163","40","-25.549101","152.720900",NULL,NULL
"342","McMinns Lagoon","15","162","43","-12.532893","131.050026",NULL,NULL
"343","Meekatharra","15","167","0","-26.599993","118.483300",NULL,NULL
"344","Melbourne","15","166","0","-37.820031","144.975016",NULL,NULL
"345","Melton","15","166","37","-37.689548","144.570028",NULL,NULL
"346","Meningie","15","164","42","-35.699541","139.333345",NULL,NULL
"347","Merimbula","15","161","38","-36.899622","149.900039",NULL,NULL
"348","Merredin","15","167","44","-31.482847","118.266672",NULL,NULL
"349","Mildura","15","166","37","-34.185008","142.151364",NULL,NULL
"350","Moranbah","15","163","40","-22.001565","148.038033",NULL,NULL
"351","Morawa","15","167","0","-29.216267","116.000041",NULL,NULL
"352","Moree","15","161","38","-29.469895","149.830069",NULL,NULL
"353","Mount Barker","15","167","44","-34.632784","117.666606",NULL,NULL
"354","Mount Gambier","15","164","42","-37.831348","140.765041",NULL,NULL
"355","Mount Isa","15","163","40","-20.723866","139.490028",NULL,NULL
"356","Mount Magnet","15","167","0","-28.066208","117.816674",NULL,NULL
"357","Mudgee","15","161","0","-32.589601","149.580110",NULL,NULL
"358","Murray Bridge","15","164","42","-35.129601","139.260016",NULL,NULL
"359","Muswellbrook","15","161","38","-32.269569","150.890004",NULL,NULL
"360","Narrabri","15","161","38","-30.331910","149.787436",NULL,NULL
"361","Narrogin","15","167","44","-32.932888","117.166636",NULL,NULL
"362","Newcastle","15","161","38","-32.845348","151.815012",NULL,NULL
"363","Newcastle Waters","15","162","0","-17.552793","133.467243",NULL,NULL
"364","Newman","15","167","44","-23.366598","119.733301",NULL,NULL
"365","Norseman","15","167","0","-32.200013","121.766614",NULL,NULL
"366","Northam","15","167","44","-31.656583","116.653386",NULL,NULL
"367","Nowra","15","161","38","-34.882846","150.600048",NULL,NULL
"368","Oatlands","15","165","0","-42.299603","147.366602",NULL,NULL
"369","Onslow","15","167","0","-21.657594","115.096296",NULL,NULL
"370","Orange","15","161","38","-33.279998","149.099984",NULL,NULL
"371","Ouyen","15","166","37","-35.066194","142.316677",NULL,NULL
"372","Pannawonica","15","167","0","-21.636575","116.325034",NULL,NULL
"373","Parkes","15","161","38","-33.129568","148.170015",NULL,NULL
"374","Penola","15","164","42","-37.382952","140.816665",NULL,NULL
"375","Perth","15","167","44","-31.955015","115.839999",NULL,NULL
"376","Peterborough","15","164","42","-32.966167","138.833324",NULL,NULL
"377","Pine Creek","15","162","0","-13.816173","131.816698",NULL,NULL
"378","Port Augusta","15","164","42","-32.490021","137.770030",NULL,NULL
"379","Port Denison","15","167","44","-29.282826","114.916644",NULL,NULL
"380","Port Douglas","15","163","41","-16.484588","145.458722",NULL,NULL
"381","Port Hedland","15","167","44","-20.310402","118.606031",NULL,NULL
"382","Port Lincoln","15","164","42","-34.733243","135.866580",NULL,NULL
"383","Port Macquarie","15","161","38","-31.445020","152.918666",NULL,NULL
"384","Port Pirie","15","164","42","-33.191063","137.990016",NULL,NULL
"385","Portland","15","166","37","-38.340000","141.590003",NULL,NULL
"386","Proserpine","15","163","0","-20.416236","148.583478",NULL,NULL
"387","Queenstown","15","165","35","-42.082924","145.550020",NULL,NULL
"388","Quilpie","15","163","0","-26.616632","144.250048",NULL,NULL
"389","Ravensthorpe","15","167","44","-33.582874","120.033335",NULL,NULL
"390","Richmond","15","163","0","-20.716269","143.133320",NULL,NULL
"391","Rockhampton","15","163","40","-23.363911","150.520001",NULL,NULL
"392","Roebourne","15","167","44","-20.782932","117.133305",NULL,NULL
"393","Roma","15","163","40","-26.559375","148.790701",NULL,NULL
"394","Sale","15","166","37","-38.109574","147.060005",NULL,NULL
"395","Scone","15","161","0","-32.079607","150.850110",NULL,NULL
"396","Scottsdale","15","165","35","-41.149492","147.516670",NULL,NULL
"397","Seymour","15","166","0","-37.034239","145.127307",NULL,NULL
"398","Shepparton","15","166","37","-36.374590","145.391373",NULL,NULL
"399","Singleton","15","161","38","-32.569499","151.160013",NULL,NULL
"400","Smithton","15","165","35","-40.832922","145.116661",NULL,NULL
"401","Southern Cross","15","167","0","-31.216145","119.316686",NULL,NULL
"402","Stawell","15","166","37","-37.059613","142.760009",NULL,NULL
"403","Streaky Bay","15","164","42","-32.811872","134.214930",NULL,NULL
